#{"t_start": 1646341625.6830556, "env_id": "wordle-v0"}
r,l,t
32,5,10.911968
25,1,10.911968
35,7,10.927594
47,4,10.943218
29,7,10.974469
31,3,10.990094
34,6,11.005719
-9,12,11.036968
45,7,11.068218
25,1,11.068218
28,5,11.083844
28,15,11.130716
27,2,11.130716
32,10,11.161968
35,6,11.177591
-8,7,11.208842
6,13,11.240093
29,2,11.255716
-6,7,11.271343
28,5,11.286967
9,8,11.318218
25,1,11.318218
29,2,11.333843
27,6,11.365094
46,8,11.380717
39,6,11.396344
43,5,11.411969
25,1,11.411969
37,2,11.411969
25,1,11.427593
29,2,11.427593
30,4,11.427593
-12,13,11.474465
36,6,12.172283
29,2,12.172283
29,2,12.172283
-9,14,12.219158
25,1,12.219158
27,3,12.219158
35,4,12.234786
41,3,12.234786
27,3,12.250412
43,8,12.266035
28,4,12.281658
-14,13,12.312909
31,7,12.328536
29,10,12.359786
25,1,12.359786
40,4,12.375407
44,6,12.391034
33,3,12.391034
31,3,12.406657
13,8,12.422284
33,6,12.437909
48,10,12.453532
42,10,12.484782
37,7,12.500408
30,11,12.531661
15,9,12.547282
45,2,12.562911
25,2,12.562911
25,8,12.578535
29,2,12.594161
25,5,12.594161
25,2,12.609784
34,5,12.609784
22,17,12.656658
2,17,12.703533
-22,21,12.766034
25,1,12.766034
24,7,12.781657
30,4,12.781657
-16,11,13.516032
25,1,13.516032
-4,10,13.547286
38,4,13.562911
5,10,13.57854
-1,8,13.594159
38,7,13.625408
28,3,13.625408
27,3,13.641034
28,3,13.641034
25,1,13.641034
-3,8,13.672284
32,6,13.68791
11,12,13.719157
39,4,13.734784
27,2,13.734784
35,4,13.75041
31,4,13.75041
11,9,13.781657
27,2,13.781657
33,8,13.812909
9,10,13.828535
0,11,13.859783
27,2,13.875409
33,7,13.875409
36,6,13.891034
25,1,13.906657
32,11,13.922284
31,2,13.922284
32,5,13.937907
27,2,13.953535
33,3,13.953535
28,3,13.969159
31,7,13.984784
-4,9,14.000407
39,5,14.016034
15,7,14.031657
-14,15,14.078536
25,1,14.078536
12,11,14.109783
30,6,14.125409
45,8,14.141034
29,7,14.156665
50,3,14.828535
34,11,14.859783
41,6,14.875407
6,11,14.906657
29,3,14.906657
-3,10,14.922282
27,2,14.937907
35,8,14.953536
25,1,14.953536
27,2,14.953536
-1,8,14.984785
28,3,14.984785
37,10,15.016033
30,5,15.016033
27,2,15.031658
-11,10,15.047284
29,5,15.062909
30,5,15.078533
39,8,15.09416
-8,9,15.125408
30,9,15.141034
50,9,15.172283
25,1,15.172283
29,2,15.172283
27,3,15.172283
42,7,15.203533
34,5,15.219162
36,8,15.234785
27,2,15.234785
34,9,15.266035
-9,8,15.281659
33,6,15.312911
10,9,15.32854
37,4,15.344159
31,5,15.359791
45,7,15.37541
34,5,15.391032
29,2,15.391032
27,2,15.391032
33,12,15.422285
9,11,15.453534
12,7,15.469157
28,4,16.141034
-9,20,16.18791
-7,14,16.234783
-1,10,16.250407
29,3,16.266033
37,3,16.266033
31,4,16.281659
25,1,16.281659
25,1,16.281659
25,1,16.281659
46,9,16.312908
30,10,16.328533
28,4,16.344158
-12,17,16.391034
27,3,16.406659
25,1,16.406659
33,10,16.437911
-5,7,16.453532
25,1,16.453532
28,3,16.469158
30,8,16.484782
27,3,16.500409
33,7,16.516038
40,13,16.547282
40,6,16.562909
25,1,16.562909
-4,8,16.594159
41,6,16.594159
37,10,16.641036
37,7,16.656658
25,1,16.656658
25,1,16.672285
-5,6,16.68791
12,10,16.719159
31,3,16.719159
33,4,16.734783
36,6,16.750407
8,13,16.781659
-5,16,16.828534
32,7,17.69829
25,2,17.69829
52,4,17.729539
29,7,17.760789
34,5,17.776414
29,2,17.792038
29,4,17.807664
27,14,17.870166
9,8,17.901417
40,5,17.932665
42,5,17.948289
29,2,17.963917
40,7,17.979541
26,17,18.026413
-7,10,18.073289
25,1,18.088916
25,1,18.088916
38,4,18.10454
0,11,18.151416
0,9,18.198292
-6,13,18.245165
25,1,18.260791
25,1,18.260791
25,1,18.260791
-5,10,18.307666
-3,8,18.35454
29,2,18.35454
20,20,18.417038
27,2,18.417038
-8,19,18.47954
27,5,18.495162
25,1,18.495162
-6,13,18.526413
50,9,18.557665
32,4,18.57329
31,4,18.57329
30,5,18.588914
31,3,18.604538
40,4,18.620165
35,4,18.63579
25,1,18.63579
-13,16,19.526413
27,4,19.542038
50,6,19.557665
27,2,19.573288
25,2,19.573288
25,1,19.573288
11,9,19.60454
36,5,19.620165
42,5,19.635789
27,7,19.651412
27,2,19.667037
-2,9,19.682665
10,12,19.729541
26,4,19.745166
-3,8,19.79204
33,5,19.807665
39,8,19.838914
28,6,19.870164
27,2,19.870164
25,10,19.901414
25,1,19.901414
27,2,19.901414
32,9,19.94829
33,8,19.979542
26,4,19.995165
-11,10,20.042038
-19,22,20.13579
29,3,20.13579
32,7,20.167037
10,7,20.182665
25,1,20.19829
34,5,20.213914
27,5,20.229538
9,12,20.26079
25,1,20.26079
25,1,20.26079
-5,10,20.307665
34,13,20.370166
33,11,20.432665
31,13,21.38579
-11,10,21.401413
37,4,21.417039
33,3,21.432663
25,1,21.432663
42,6,21.448289
26,4,21.463916
28,4,21.479539
-4,7,21.495164
25,1,21.510787
35,4,21.510787
25,1,21.510787
16,8,21.542039
28,7,21.542039
50,9,21.573289
27,3,21.573289
40,6,21.588912
29,3,21.604538
2,7,21.620165
35,8,21.635788
-2,9,21.66704
10,9,21.682665
39,8,21.698289
33,4,21.713915
0,6,21.72954
29,4,21.745164
32,4,21.760788
25,1,21.760788
56,8,21.776415
40,7,21.79204
49,3,21.79204
-6,10,21.823289
25,1,21.823289
38,7,21.838915
29,2,21.854537
27,2,21.854537
36,6,21.870164
-4,7,21.885789
-16,11,21.917038
32,9,21.948289
-5,9,21.963916
33,8,21.97954
27,5,21.995164
33,6,22.025378
31,3,22.033378
35,8,22.740592
51,4,22.756215
27,2,22.756215
31,3,22.771841
37,7,22.787468
29,2,22.787468
-14,13,22.818716
32,6,22.83434
27,2,22.83434
31,4,22.849965
25,1,22.849965
43,4,22.865588
31,4,22.881214
29,3,22.881214
30,3,22.896839
34,5,22.912465
25,1,22.912465
51,9,22.928091
33,4,22.943715
7,6,22.959342
37,2,22.959342
11,6,22.974964
33,3,22.974964
-9,10,23.006213
30,15,23.053087
25,1,23.053087
25,2,23.053087
41,7,23.084339
41,3,23.084339
33,4,23.099965
9,10,23.11559
25,4,23.131215
40,7,23.162463
40,6,23.178093
27,2,23.193714
29,4,23.193714
43,4,23.20934
25,1,23.20934
26,4,23.224963
-11,12,23.240589
34,11,23.27184
29,3,23.27184
-4,11,23.303088
54,5,23.303088
-1,8,23.33434
32,15,23.365589
41,8,23.381217
31,6,24.084339
27,2,24.084339
38,6,24.115589
29,2,24.115589
36,9,24.131213
28,13,24.162472
35,4,24.178089
39,15,24.20934
42,6,24.224965
-11,14,24.271845
25,1,24.271845
27,2,24.271845
-13,14,24.303088
27,11,24.334337
35,6,24.349964
33,4,24.365589
41,6,24.381216
33,3,24.381216
31,5,24.396838
0,7,24.412465
26,4,24.428089
35,5,24.428089
31,6,24.443714
-1,8,24.474966
30,4,24.490595
-5,22,24.53747
29,14,24.568714
27,6,24.568714
47,4,24.58434
37,2,24.58434
38,6,24.599965
52,7,24.615589
-12,19,24.662465
25,1,24.662465
29,3,24.678087
25,1,24.678087
21,6,24.693715
27,2,24.693715
29,2,25.381217
25,1,25.381217
37,4,25.396842
37,9,25.412465
37,10,25.443713
33,4,25.443713
39,3,25.459341
-13,12,25.490589
30,4,25.490589
33,7,25.506216
25,1,25.506216
46,13,25.537465
31,4,25.553089
45,15,25.584338
0,9,25.599964
33,4,25.615598
41,5,25.615598
-1,12,25.646839
31,3,25.662466
25,1,25.662466
-3,10,25.693715
51,6,25.693715
29,3,25.709339
33,4,25.724965
31,7,25.74059
27,6,25.756213
35,9,25.771841
33,4,25.787465
39,4,25.80309
25,2,25.80309
29,3,25.80309
36,5,25.818714
37,12,25.849963
8,11,25.881215
39,5,25.881215
33,4,25.89684
29,3,25.912465
21,10,25.928091
25,1,25.928091
30,5,25.943715
29,3,25.959341
8,13,25.99059
25,2,25.99059
37,2,26.006216
41,5,26.693723
39,6,26.70934
25,2,26.724965
-3,7,26.740592
32,4,26.740592
-6,7,26.756215
36,7,26.787466
39,3,26.787466
49,8,26.803091
25,1,26.818716
49,11,26.849965
25,1,26.849965
2,9,26.865588
35,4,26.881216
29,2,26.881216
44,12,26.912463
34,8,26.943715
33,3,26.943715
29,3,26.959342
41,3,26.959342
33,4,26.974963
-13,16,27.006215
-4,7,27.040377
25,1,27.043377
37,2,27.047449
8,11,27.063076
25,1,27.063076
29,2,27.0787
25,1,27.0787
41,7,27.094326
40,7,27.10995
-5,12,27.141202
29,4,27.156824
34,6,27.172449
25,2,27.172449
41,8,27.188076
50,8,27.203699
37,3,27.219324
37,4,27.219324
29,2,27.234949
29,3,27.234949
25,1,27.250574
25,1,27.250574
25,1,27.250574
32,6,27.2662
27,2,27.2662
27,2,27.281826
29,2,27.281826
25,1,27.281826
35,6,27.313075
37,4,27.313075
32,5,27.328702
33,3,27.344325
35,7,28.281827
37,4,28.297449
37,2,28.313076
-2,11,28.344327
25,2,28.344327
50,11,28.375576
30,17,28.422451
38,9,28.4537
30,4,28.469325
39,4,28.48495
25,1,28.48495
29,3,28.500576
49,10,28.531827
33,9,28.563076
27,2,28.563076
51,6,28.594324
28,6,28.609951
30,6,28.625576
25,1,28.625576
25,4,28.6412
27,3,28.656825
5,14,28.703702
33,16,28.781824
27,3,28.797452
24,3,28.813076
37,4,28.828699
37,4,28.844325
48,8,28.875577
27,3,28.875577
31,4,28.891204
9,11,28.922451
33,8,28.953702
25,1,28.953702
35,16,29.016201
35,3,29.016201
29,3,29.031827
37,2,29.031827
25,1,29.047451
32,8,29.078703
44,6,29.109952
26,3,29.125575
11,11,29.172451
50,8,30.125574
30,4,30.141202
37,10,30.188076
36,9,30.219327
36,7,30.234952
44,7,30.266203
37,4,30.281827
35,6,30.313079
29,2,30.328702
26,10,30.359952
25,1,30.375578
33,8,30.406827
-5,8,30.438077
49,7,30.469326
32,5,30.500576
29,3,30.5162
49,4,30.531826
25,1,30.531826
27,2,30.547453
27,5,30.563078
30,8,30.594327
32,15,30.641201
31,3,30.656828
33,5,30.672451
36,3,30.672451
25,2,30.688077
51,4,30.688077
27,2,30.703702
25,2,30.703702
31,3,30.719338
27,2,30.734951
25,1,30.734951
30,9,30.7662
25,1,30.781826
20,8,30.813078
29,2,30.813078
25,1,30.828704
31,10,30.844327
30,5,30.859952
25,2,30.875577
25,8,30.891202
30,4,30.906826
29,2,30.906826
25,2,30.922451
27,2,30.922451
25,1,30.922451
42,6,30.953701
30,12,31.000576
31,3,31.000576
40,4,31.016203
25,2,31.031826
29,9,31.047451
35,6,31.063078
41,3,31.078703
28,11,31.922451
27,2,31.938075
36,5,31.953701
48,8,31.969326
32,7,31.984949
25,1,31.984949
44,7,32.000576
-2,7,32.016202
-7,6,32.046676
39,22,32.1046
39,8,32.120223
27,8,32.135849
32,7,32.151472
5,14,32.19835
25,2,32.19835
48,8,32.213975
28,4,32.2296
29,2,32.2296
29,5,32.245225
46,5,32.260849
30,10,32.276473
28,7,32.307725
34,10,32.323353
25,2,32.338976
31,7,32.354598
13,8,32.370224
33,3,32.385849
36,11,32.417101
33,12,32.448355
29,2,32.448355
28,3,32.463974
34,8,32.4796
29,2,32.4796
25,1,32.4796
27,2,32.495225
30,7,32.51085
26,3,32.51085
25,1,32.51085
39,9,32.5421
38,6,32.5421
27,8,33.245228
-13,20,33.292106
33,3,33.292106
25,1,33.307725
25,1,33.307725
25,1,33.307725
48,14,33.338974
27,2,33.354601
34,9,33.370225
32,9,33.401475
-17,16,33.432723
35,4,33.448351
31,3,33.448351
24,19,33.495223
30,5,33.510851
33,3,33.510851
55,9,33.526474
49,4,33.542099
34,5,33.557727
29,2,33.557727
27,2,33.557727
28,4,33.573357
50,3,33.588981
27,2,33.588981
25,1,33.588981
33,9,33.620225
42,17,33.667101
31,3,33.667101
31,5,33.682724
34,6,33.698349
43,14,33.729598
35,4,33.745225
25,2,33.745225
31,5,33.76085
25,1,33.76085
35,7,33.776473
25,1,33.7921
25,5,33.7921
35,3,33.807725
29,4,33.823347
28,6,33.838973
30,4,33.838973
34,6,33.854598
33,4,33.870224
30,9,34.57335
31,11,34.588974
32,5,34.6046
37,10,34.635849
31,3,34.635849
47,3,34.651474
29,2,34.651474
33,11,34.682725
25,2,34.682725
33,3,34.698349
31,13,34.7296
46,12,34.76085
47,8,34.776475
33,4,34.792098
25,2,34.792098
35,5,34.807724
27,3,34.823348
37,3,34.838975
25,1,34.838975
25,1,34.838975
31,3,34.854601
29,2,34.870229
34,5,34.885852
31,13,34.917099
47,3,34.932725
35,7,34.94835
39,5,34.963977
38,7,34.979601
25,1,34.979601
45,5,34.995223
36,5,35.01085
25,1,35.01085
27,2,35.01085
25,1,35.01085
31,3,35.026474
33,6,35.042098
19,14,35.073349
42,5,35.088975
3,6,35.104598
53,5,35.120225
26,3,35.120225
29,3,35.135851
25,1,35.135851
35,5,35.151475
35,4,35.1671
29,2,35.1671
46,4,35.182735
-10,11,35.198351
31,5,35.213973
40,9,35.229603
42,15,35.948349
50,3,35.963976
25,2,35.963976
27,2,35.963976
28,16,36.010849
27,2,36.010849
31,3,36.026475
37,3,36.026475
0,7,36.057725
25,1,36.057725
25,2,36.057725
35,4,36.073349
36,9,36.104599
27,3,36.104599
47,7,36.120222
31,10,36.151473
32,14,36.182722
37,10,36.213974
32,13,36.245225
27,2,36.260851
30,11,36.2921
-5,14,36.323348
24,3,36.338973
45,2,36.338973
22,20,36.385849
43,5,36.401474
27,14,36.432724
45,2,36.44835
-4,9,36.463975
33,4,36.479601
-9,10,36.510855
37,4,36.510855
27,2,36.526475
39,5,36.542098
47,3,36.542098
29,3,36.557724
34,7,36.573352
29,3,36.573352
35,4,36.588974
34,7,37.297324
54,8,37.312947
25,2,37.312947
31,3,37.328574
28,4,37.344197
46,13,37.375446
36,5,37.391073
33,3,37.391073
28,3,37.406696
37,5,37.406696
45,2,37.406696
45,6,37.437948
34,7,37.469198
40,8,37.484824
34,5,37.500449
27,18,37.578574
35,5,37.594198
26,6,37.625449
6,7,37.641075
25,1,37.641075
27,2,37.6567
41,18,37.703573
25,2,37.719199
37,4,37.734822
29,5,37.750449
25,1,37.750449
31,5,37.766075
32,9,37.797323
25,5,37.812949
30,17,37.859824
26,5,37.875449
25,1,37.875449
30,5,37.891071
39,6,37.906698
41,6,37.922322
35,6,37.953575
27,2,37.953575
22,6,37.969199
30,5,37.984823
32,8,38.016073
39,17,38.062949
29,3,38.078573
53,6,39.047326
25,1,39.047326
27,2,39.062947
26,4,39.078574
28,4,39.078574
52,4,39.094199
39,6,39.109826
25,5,39.12545
37,4,39.141073
50,10,39.187951
33,3,39.187951
25,11,39.234825
30,4,39.266075
28,3,39.281701
31,11,39.328576
27,2,39.328576
25,1,39.328576
0,23,39.422327
27,2,39.437951
29,2,39.437951
-4,9,39.484825
31,3,39.50045
25,1,39.50045
25,1,39.516076
34,5,39.531702
37,4,39.547326
49,4,39.578575
25,1,39.578575
31,9,39.609826
35,4,39.625452
36,5,39.656699
33,6,39.672325
35,4,39.687951
33,3,39.703576
32,6,39.7192
25,4,39.734825
27,11,39.781701
45,11,39.828576
25,3,39.844201
55,9,39.87545
29,4,39.891076
48,5,39.9067
36,4,39.937948
31,3,39.937948
7,14,40.00045
-5,10,40.047326
-7,6,40.078576
45,2,40.094201
44,6,41.141074
29,3,41.156699
30,7,41.172325
25,1,41.187949
29,2,41.187949
25,1,41.187949
37,4,41.203574
40,6,41.219202
31,3,41.234826
31,3,41.234826
33,7,41.266075
27,2,41.266075
52,5,41.2817
26,3,41.297326
27,17,41.344199
29,3,41.359824
32,10,41.375449
34,7,41.406699
50,5,41.453577
47,7,41.484826
44,6,41.516075
47,4,41.5317
31,5,41.56295
35,5,41.578576
25,4,41.5942
47,3,41.609827
37,2,41.625451
-1,10,41.672326
38,6,41.687952
27,2,41.703576
23,10,41.750451
-3,12,41.81295
46,4,41.828575
33,3,41.844201
36,8,41.875452
33,4,41.937952
39,8,42.057361
52,8,42.076411
35,9,42.107666
27,2,42.170167
25,1,42.185791
33,8,42.201416
32,9,42.232666
1,10,42.295167
25,1,42.295167
36,5,42.326416
25,1,42.326416
36,4,42.357667
35,7,43.388916
25,1,43.388916
28,3,43.388916
29,2,43.404538
47,3,43.404538
29,2,43.420161
29,13,43.451415
27,3,43.451415
28,5,43.467145
27,3,43.482769
38,8,43.49829
46,7,43.513915
25,1,43.513915
35,4,43.529538
25,1,43.529538
25,1,43.529538
31,3,43.545166
25,1,43.545166
35,4,43.56079
32,9,43.576417
48,5,43.59204
40,7,43.607665
25,2,43.607665
25,1,43.607665
42,9,43.638915
-11,20,43.68579
33,8,43.701415
1,6,43.717038
33,3,43.732664
29,2,43.732664
13,21,43.795164
45,2,43.795164
35,9,43.810791
25,1,43.826416
25,1,43.826416
25,1,43.826416
25,1,43.826416
0,11,43.857666
-10,21,43.90454
33,4,43.920164
35,6,43.935787
24,3,43.951414
25,1,43.951414
33,4,43.96704
33,3,43.96704
37,4,43.982667
37,3,43.982667
38,6,43.998289
25,1,43.998289
25,1,43.998289
27,2,44.013915
27,2,44.013915
48,6,44.029539
29,2,44.77954
37,4,44.77954
34,10,44.810791
35,7,44.826415
-15,22,44.888912
29,3,44.888912
25,1,44.888912
25,1,44.904541
47,3,44.904541
25,1,44.920167
-10,11,44.935791
35,6,44.951415
25,1,44.96704
37,4,44.96704
31,2,44.96704
33,6,44.99829
25,2,44.99829
37,3,45.013916
31,4,45.013916
51,5,45.02954
45,2,45.045165
29,8,45.060789
27,2,45.060789
33,3,45.060789
27,5,45.076414
29,2,45.076414
28,4,45.092037
27,2,45.107661
20,23,45.154537
25,1,45.154537
41,9,45.185787
-12,15,45.217061
31,3,45.217061
29,3,45.232664
48,4,45.248289
32,4,45.248289
25,1,45.248289
28,11,45.279538
33,3,45.279538
47,4,45.295163
23,17,45.342037
33,3,45.342037
25,1,45.357664
47,5,45.357664
25,5,45.373287
41,5,45.388913
29,6,45.404539
25,1,45.404539
27,2,45.404539
39,10,46.217041
40,8,46.248291
25,1,46.248291
-10,25,46.326415
31,3,46.326415
35,24,46.388917
37,7,46.420165
25,1,46.420165
37,2,46.420165
29,2,46.435791
37,20,46.482666
30,4,46.498292
29,2,46.513917
24,4,46.513917
29,3,46.52954
38,9,46.545166
33,3,46.56079
27,2,46.56079
33,9,46.592041
25,1,46.592041
36,3,46.592041
33,4,46.607667
37,4,46.623292
36,15,46.670167
25,3,46.670167
32,10,46.701416
31,6,46.717039
37,6,46.732666
25,2,46.748293
1,8,46.763916
25,1,46.779543
45,2,46.779543
45,2,46.779543
20,19,46.842041
25,1,46.842041
36,5,46.857665
27,2,46.873291
36,8,46.888916
36,3,46.904541
35,4,46.920166
27,2,46.920166
36,5,46.935791
25,1,46.951416
25,1,46.951416
26,6,47.681211
34,7,47.696836
29,4,47.712459
37,2,47.728083
29,3,47.728083
37,3,47.743711
31,3,47.743711
29,2,47.759336
29,2,47.759336
25,1,47.759336
33,3,47.77496
27,2,47.77496
34,5,47.790587
25,2,47.790587
35,6,47.806211
25,14,47.837459
25,1,47.837459
45,12,47.884333
30,4,47.899959
26,3,47.899959
25,1,47.915582
24,4,47.915582
27,2,47.915582
36,5,47.931207
27,2,47.946834
29,2,47.946834
32,13,47.978084
26,3,47.993711
33,3,48.009332
31,3,48.009332
36,5,48.024961
33,5,48.040583
34,7,48.056209
31,3,48.056209
25,1,48.056209
29,2,48.071832
25,2,48.071832
25,1,48.071832
26,4,48.087457
27,2,48.087457
47,3,48.103085
28,3,48.103085
31,10,48.134336
26,3,48.149961
39,7,48.165585
31,9,48.196836
25,1,48.196836
30,5,48.212462
27,2,48.212462
37,7,48.228086
25,1,48.228086
38,9,48.243709
27,2,48.259334
39,5,48.259334
47,3,48.27496
45,11,48.306212
37,2,48.321837
40,7,48.353802
47,7,48.384336
45,2,48.384336
35,6,49.524961
47,3,49.540586
25,1,49.540586
33,8,49.571962
50,6,49.603087
27,2,49.603087
25,2,49.61871
25,1,49.61871
50,6,49.649974
29,2,49.665587
33,3,49.681211
51,8,49.712461
26,12,49.759336
25,1,49.759336
37,4,49.774962
9,32,49.89996
47,3,49.89996
25,1,49.89996
31,4,49.915586
37,10,49.96246
33,3,49.96246
25,1,49.978086
25,1,49.978086
50,7,50.009335
32,9,50.040587
33,4,50.05621
28,3,50.071835
37,3,50.08746
22,19,50.134334
-9,8,50.165585
35,6,50.196836
38,5,50.212458
25,1,50.212458
25,1,50.212458
30,4,50.228086
29,3,50.24372
31,4,50.259337
25,3,50.274959
25,1,50.274959
27,2,50.274959
46,7,50.306211
25,1,50.306211
36,4,50.322617
29,12,50.368713
44,7,50.399959
44,11,50.431208
28,4,50.446836
31,3,50.46246
36,5,50.478085
24,4,50.493711
-8,9,51.446836
33,5,51.462459
36,8,51.493708
40,5,51.509336
34,6,51.540596
40,6,51.571835
36,3,51.571835
-7,16,51.634337
25,1,51.634337
25,1,51.649961
42,9,51.681211
30,4,51.696833
40,5,51.712459
29,2,51.728085
49,4,51.74371
15,8,51.759335
26,8,51.790585
28,10,51.837461
33,5,51.853085
27,2,51.868712
25,1,51.868712
33,3,51.884336
51,8,51.915586
45,2,51.931211
27,7,51.962461
27,2,51.978088
30,4,51.993712
44,9,52.040588
47,3,52.056211
54,5,52.083816
26,4,52.102815
27,2,52.104883
29,3,52.12051
37,7,52.151762
27,3,52.167387
33,4,52.183011
25,1,52.183011
33,3,52.198637
36,5,52.229886
32,6,52.245512
29,6,52.276761
29,6,52.292385
37,3,52.308013
39,16,52.370511
31,3,52.370511
37,2,52.386136
29,2,52.386136
25,1,52.401759
35,4,52.417385
40,7,52.433011
41,3,52.448635
27,3,52.464259
55,9,53.262395
45,2,53.278021
27,2,53.278021
49,4,53.293644
29,3,53.293644
46,4,53.309268
30,2,53.309268
27,2,53.324894
31,5,53.34052
33,3,53.34052
25,1,53.34052
37,3,53.356142
35,4,53.37177
36,5,53.387394
