,number,value,datetime_start,datetime_complete,duration,params_activation_fn,params_batch_size,params_clip_range,params_ent_coef,params_gae_lambda,params_gamma,params_learning_rate,params_max_grad_norm,params_n_epochs,params_n_steps,params_net_arch,params_vf_coef,state
38,38,2.0,2022-03-04 02:03:51.178466,2022-03-04 02:05:03.957856,0 days 00:01:12.779390,relu,512,0.1,0.0063949033270815515,0.92,0.95,0.0002416035638841168,0.7,20,512,medium,0.30411160682385924,PRUNED
39,39,4.666666666666667,2022-03-04 02:04:39.209893,2022-03-04 02:05:51.156454,0 days 00:01:11.946561,relu,512,0.1,0.0004980044331301557,0.92,0.999,0.00022084797023272647,1.0,20,512,medium,0.7998537535174696,PRUNED
40,40,4.333333333333333,2022-03-04 02:05:03.957856,2022-03-04 02:06:12.072273,0 days 00:01:08.114417,relu,512,0.1,0.0004002089919988062,0.98,0.999,1.600880700619469e-05,1.0,20,2048,medium,0.6494812339846209,PRUNED
41,41,6.0,2022-03-04 02:05:25.721796,2022-03-04 02:07:27.236718,0 days 00:02:01.514922,tanh,64,0.3,0.00026063587756526666,0.98,0.999,0.0003142072453137084,1.0,20,2048,medium,0.7555949083125271,PRUNED
42,42,4.0,2022-03-04 02:05:51.156454,2022-03-04 02:07:15.282172,0 days 00:01:24.125718,tanh,64,0.3,0.0015032205067676114,0.98,0.9999,0.0003157144187787487,2.0,10,2048,medium,0.7424066758659466,PRUNED
43,43,0.6666666666666666,2022-03-04 02:06:12.072273,2022-03-04 02:07:49.863272,0 days 00:01:37.790999,relu,64,0.1,0.00021612655106925248,0.99,0.9999,3.9559214192299156e-05,5.0,10,256,medium,0.17020253314774345,PRUNED
44,44,7.666666666666667,2022-03-04 02:07:15.282172,2022-03-04 02:08:25.721206,0 days 00:01:10.439034,relu,256,0.1,0.0002640124710867126,0.99,0.9999,4.1999333167146265e-05,5.0,10,256,medium,0.04449333543432492,PRUNED
45,45,10.0,2022-03-04 02:07:27.252343,2022-03-04 02:08:37.771053,0 days 00:01:10.518710,relu,256,0.1,0.00027075898351494994,0.99,0.9999,3.9433409665962266e-05,5.0,10,256,medium,0.16563646131417734,PRUNED
46,46,9.0,2022-03-04 02:07:49.878898,2022-03-04 02:08:52.112494,0 days 00:01:02.233596,relu,256,0.1,0.0009389994232710853,0.99,0.9999,0.0009958432989832728,5.0,5,256,medium,0.033276206815301634,PRUNED
47,47,-0.6666666666666666,2022-03-04 02:08:25.721206,2022-03-04 02:09:38.885494,0 days 00:01:13.164288,relu,256,0.2,0.0005378373145090557,0.9,0.9,0.00012436465427405005,5.0,10,256,medium,0.5260540662604463,PRUNED
48,48,6.666666666666667,2022-03-04 02:08:37.771053,2022-03-04 02:09:46.586857,0 days 00:01:08.815804,tanh,256,0.2,0.000812956743795052,0.9,0.9,0.00013348782115165465,0.3,5,128,medium,0.5121680767994552,PRUNED
49,49,5.333333333333333,2022-03-04 02:08:52.112494,2022-03-04 02:09:54.554622,0 days 00:01:02.442128,tanh,32,0.2,0.000528239537210277,0.9,0.9,0.00010975166545118473,0.5,1,128,medium,0.5252849885079997,PRUNED
50,50,2.0,2022-03-04 02:09:38.885494,2022-03-04 02:10:41.469623,0 days 00:01:02.584129,tanh,32,0.2,0.0001521547877702169,0.8,0.9,1.2849233696952012e-05,0.5,1,128,small,0.438176847322772,PRUNED
51,51,8.333333333333334,2022-03-04 02:09:46.586857,2022-03-04 02:10:49.280777,0 days 00:01:02.693920,tanh,32,0.4,0.0033405478353446595,0.8,0.95,0.0008219044022090966,0.5,1,128,small,0.4319222883139904,PRUNED
52,52,-2.0,2022-03-04 02:09:54.554622,2022-03-04 02:11:07.251056,0 days 00:01:12.696434,tanh,512,0.4,0.00014483018724002788,0.8,0.95,0.0008073106883021748,2.0,5,64,small,0.00046950159397737834,PRUNED
53,53,7.333333333333333,2022-03-04 02:10:41.469623,2022-03-04 02:12:35.207871,0 days 00:01:53.738248,relu,32,0.1,0.002034396428360472,0.92,0.999,0.0007864752127266511,0.3,10,256,small,0.29670964507040365,PRUNED
54,54,0.3333333333333333,2022-03-04 02:10:49.280777,2022-03-04 02:12:41.096063,0 days 00:01:51.815286,relu,32,0.1,0.001423110737045744,0.92,0.999,2.7260830087828698e-05,0.3,10,256,small,0.26322990975678595,PRUNED
55,55,0.3333333333333333,2022-03-04 02:11:07.251056,2022-03-04 02:12:58.059432,0 days 00:01:50.808376,relu,32,0.1,0.0006444521776670699,0.92,0.999,3.0480621137042404e-05,0.3,10,256,small,0.3197291468962914,PRUNED
56,56,5.333333333333333,2022-03-04 02:12:35.207871,2022-03-04 02:14:28.842925,0 days 00:01:53.635054,relu,32,0.1,0.0014432285163132256,0.95,0.999,3.0167789420376085e-05,0.3,10,256,small,0.6398222462421288,PRUNED
57,57,3.6666666666666665,2022-03-04 02:12:41.096063,2022-03-04 02:13:52.729094,0 days 00:01:11.633031,relu,256,0.3,0.0006416422129860194,0.95,0.995,0.00046920787920948757,0.9,10,128,small,0.32503767351366464,PRUNED
58,58,10.0,2022-03-04 02:12:58.059432,2022-03-04 02:14:51.342153,0 days 00:01:53.282721,relu,256,0.3,0.000873116847928035,0.95,0.995,0.0005110495198722075,0.9,5,128,small,0.6381721598205892,COMPLETE
59,59,-1.3333333333333333,2022-03-04 02:13:52.729094,2022-03-04 02:15:15.058422,0 days 00:01:22.329328,tanh,256,0.4,0.0008347599036541301,1.0,0.99,4.750232147662699e-05,0.9,5,128,small,0.6251728186550135,COMPLETE
60,60,1.6666666666666667,2022-03-04 02:15:15.120922,2022-03-04 02:16:20.168091,0 days 00:01:05.047169,tanh,256,0.3,0.0017338519144529797,0.95,0.995,2.1427333814036787e-05,0.9,5,128,small,0.20405967677459635,PRUNED
61,61,6.333333333333333,2022-03-04 02:15:15.120922,2022-03-04 02:16:20.355591,0 days 00:01:05.234669,tanh,256,0.3,0.003299192969359826,0.95,0.995,2.1294854397431056e-05,0.9,5,128,small,0.08150470880572581,PRUNED
62,62,5.666666666666667,2022-03-04 02:15:15.120922,2022-03-04 02:16:19.886840,0 days 00:01:04.765918,tanh,256,0.3,0.0017223348204520633,0.95,0.995,0.0005036286739753226,0.9,5,128,small,0.09066217516330703,PRUNED
63,63,6.666666666666667,2022-03-04 02:16:19.886840,2022-03-04 02:17:25.260256,0 days 00:01:05.373416,relu,256,0.3,0.0010141924038898475,0.95,0.995,0.0006748007665539769,0.9,5,128,small,0.1987024502185341,PRUNED
64,64,0.6666666666666666,2022-03-04 02:16:20.168091,2022-03-04 02:17:33.035819,0 days 00:01:12.867728,relu,256,0.3,0.0010497389464970048,0.9,0.995,7.677731191281634e-05,0.9,5,64,small,0.9065347719551684,PRUNED
65,65,5.0,2022-03-04 02:16:20.355591,2022-03-04 02:17:33.395195,0 days 00:01:13.039604,relu,512,0.3,0.0011350579552871463,0.9,0.995,6.920594470975537e-05,0.9,5,64,small,0.9046375999727863,PRUNED
66,66,5.0,2022-03-04 02:17:25.260256,2022-03-04 02:18:30.554949,0 days 00:01:05.294693,relu,512,0.2,0.00034038265186877724,0.9,0.9999,0.0003718743079709953,0.9,5,64,small,0.8920891207197815,PRUNED
67,67,4.666666666666667,2022-03-04 02:17:33.035819,2022-03-04 02:19:37.832992,0 days 00:02:04.797173,relu,512,0.2,0.0003229683116359847,0.99,0.95,0.0003856286548425727,0.9,20,1024,small,0.44955563753585975,COMPLETE
68,68,5.666666666666667,2022-03-04 02:17:33.410818,2022-03-04 02:19:19.529193,0 days 00:01:46.118375,relu,128,0.2,0.0003460690335626977,0.99,0.95,9.310426024122528e-05,0.9,20,1024,medium,0.6661102506849349,PRUNED
69,69,-1.0,2022-03-04 02:18:30.554949,2022-03-04 02:22:03.577649,0 days 00:03:33.022700,tanh,128,0.4,0.00594900841472189,0.99,0.95,9.355991074147654e-05,2.0,20,1024,medium,0.6702811743637335,COMPLETE
70,70,2.3333333333333335,2022-03-04 02:19:19.544819,2022-03-04 02:21:00.805482,0 days 00:01:41.260663,tanh,256,0.4,0.005394085705996805,0.98,0.99,1.0094652170848467e-05,0.7,20,128,medium,0.5908610963143173,PRUNED
71,71,7.666666666666667,2022-03-04 02:19:37.832992,2022-03-04 02:20:49.809896,0 days 00:01:11.976904,tanh,512,0.2,0.005648602174409545,0.99,0.95,0.0008973068715932824,0.9,20,1024,medium,0.602428626111198,PRUNED
72,72,4.666666666666667,2022-03-04 02:20:49.809896,2022-03-04 02:21:50.806010,0 days 00:01:00.996114,tanh,512,0.2,0.00022672725319037126,0.99,0.95,0.0005631058226118528,0.7,20,1024,small,0.5597623218982635,PRUNED
73,73,5.333333333333333,2022-03-04 02:21:00.805482,2022-03-04 02:22:02.468272,0 days 00:01:01.662790,relu,512,0.2,0.0004522886367527516,0.99,0.95,0.00018111208363026107,0.9,20,1024,small,0.42497480346302907,PRUNED
74,74,12.333333333333334,2022-03-04 02:21:50.806010,2022-03-04 02:22:54.519622,0 days 00:01:03.713612,relu,512,0.2,0.00046201024105234183,0.99,0.95,0.00019166730210939194,0.9,20,1024,small,0.49551920827725904,PRUNED
75,75,1.3333333333333333,2022-03-04 02:22:02.483898,2022-03-04 02:23:50.581257,0 days 00:01:48.097359,relu,64,0.4,0.000727008615559393,0.99,0.95,0.00038718087639006874,2.0,20,1024,small,0.4953427935768788,PRUNED
76,76,8.0,2022-03-04 02:22:03.577649,2022-03-04 02:23:55.218564,0 days 00:01:51.640915,relu,64,0.4,0.00029338766904943075,0.98,0.999,0.0007211297299400016,0.9,20,512,small,0.47843414398716577,PRUNED
77,77,2.6666666666666665,2022-03-04 02:22:54.519622,2022-03-04 02:24:49.728331,0 days 00:01:55.208709,relu,64,0.4,0.0005887277610383979,1.0,0.999,0.0007044967173889158,5.0,20,512,small,0.3500644190972827,PRUNED
78,78,1.3333333333333333,2022-03-04 02:23:50.581257,2022-03-04 02:24:49.087705,0 days 00:00:58.506448,relu,256,0.3,0.001286269103330352,1.0,0.999,0.0007063867028559334,5.0,5,512,small,0.35516584171683807,PRUNED
79,79,4.666666666666667,2022-03-04 02:23:55.234190,2022-03-04 02:25:05.830138,0 days 00:01:10.595948,relu,256,0.3,0.0005819790931344232,1.0,0.9,5.484725990828779e-05,5.0,10,128,small,0.3853595192856086,PRUNED
80,80,1.0,2022-03-04 02:24:49.087705,2022-03-04 02:26:10.743843,0 days 00:01:21.656138,relu,256,0.1,0.00010066321975660531,0.9,0.9,0.0002710337553619442,0.9,10,128,medium,0.45475813566134893,PRUNED
81,81,13.0,2022-03-04 02:24:49.728331,2022-03-04 02:26:09.665717,0 days 00:01:19.937386,tanh,256,0.1,0.0008636637934085198,0.9,0.9,5.2598732183136996e-05,0.9,10,128,medium,0.7058728879730575,PRUNED
82,82,4.0,2022-03-04 02:25:05.830138,2022-03-04 02:26:10.384468,0 days 00:01:04.554330,tanh,128,0.1,0.0008614404293000028,0.9,0.9999,0.000441101256677755,1.0,5,128,medium,0.7150866746354879,PRUNED
83,83,-1.0,2022-03-04 02:26:09.665717,2022-03-04 02:27:46.972170,0 days 00:01:37.306453,tanh,128,0.4,0.0033690866513380806,0.99,0.95,0.00011478828260933318,2.0,20,1024,medium,0.7446835008534312,PRUNED
84,84,-0.3333333333333333,2022-03-04 02:26:10.384468,2022-03-04 02:27:49.984049,0 days 00:01:39.599581,tanh,128,0.4,0.0022047021701257184,0.99,0.95,0.0002663959287818676,2.0,20,1024,medium,0.7688162759653636,PRUNED
85,85,0.3333333333333333,2022-03-04 02:26:10.743843,2022-03-04 02:27:50.327798,0 days 00:01:39.583955,tanh,128,0.4,0.002044703744905667,0.99,0.95,0.00011438654579511868,2.0,20,1024,medium,0.5452370577518288,PRUNED
86,86,5.333333333333333,2022-03-04 02:27:46.972170,2022-03-04 02:29:22.678953,0 days 00:01:35.706783,tanh,128,0.4,0.00039519721865562867,0.99,0.95,3.405358552008106e-05,2.0,20,1024,medium,0.12612842279425368,PRUNED
87,87,10.0,2022-03-04 02:27:49.984049,2022-03-04 02:29:25.788330,0 days 00:01:35.804281,tanh,128,0.4,0.00018464504751463238,0.99,0.95,1.2108569278343358e-05,2.0,20,1024,medium,0.6728350476743649,PRUNED
88,88,4.333333333333333,2022-03-04 02:27:50.327798,2022-03-04 02:29:31.051516,0 days 00:01:40.723718,tanh,128,0.4,0.009800210456591145,0.92,0.95,3.350362649949317e-05,0.7,20,256,medium,0.6788959050169119,PRUNED
89,89,7.0,2022-03-04 02:29:22.678953,2022-03-04 02:30:23.660269,0 days 00:01:00.981316,tanh,512,0.2,0.007316006818487749,0.92,0.9999,0.0005772351467466153,0.3,1,256,medium,0.6802056902967957,PRUNED
90,90,7.0,2022-03-04 02:29:25.788330,2022-03-04 02:30:25.472770,0 days 00:00:59.684440,tanh,512,0.2,0.009726249635268547,0.92,0.9999,0.00014098067522921856,0.3,1,256,medium,0.2586407070058224,PRUNED
91,91,-4.666666666666667,2022-03-04 02:29:31.051516,2022-03-04 02:30:26.847771,0 days 00:00:55.796255,tanh,512,0.2,0.0001470212599989707,0.98,0.9999,0.00014499227740386657,0.3,1,2048,small,0.059726854186873735,PRUNED
