,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_clip_range,params_ent_coef,params_gae_lambda,params_gamma,params_learning_rate,params_max_grad_norm,params_n_epochs,params_n_steps,params_vf_coef,state
32,32,6.0,2022-03-06 20:30:08.020947,2022-03-06 20:30:40.551287,0 days 00:00:32.530340,256,0.2,0.003359482981408551,0.9,0.95,0.00013414899203017803,0.9,10,1024,0.5418178860179204,PRUNED
33,33,8.666666666666666,2022-03-06 20:30:40.551287,2022-03-06 20:31:13.417418,0 days 00:00:32.866131,256,0.2,0.0062804975724878795,0.9,0.95,0.00016998249494474022,0.9,10,1024,0.7463122705845531,PRUNED
34,34,8.0,2022-03-06 20:31:13.417418,2022-03-06 20:32:10.550060,0 days 00:00:57.132642,32,0.2,0.0016752839982689452,0.9,0.95,0.0003831766129331742,0.9,10,1024,0.6827838452532421,PRUNED
35,35,0.0,2022-03-06 20:32:10.550060,2022-03-06 20:32:43.435273,0 days 00:00:32.885213,256,0.4,0.0030307231535755172,0.9,0.95,0.00021330007847427732,0.9,10,1024,0.5992573092445406,PRUNED
36,36,6.666666666666667,2022-03-06 20:32:43.435273,2022-03-06 20:33:16.081371,0 days 00:00:32.646098,256,0.2,0.00643523449166341,0.9,0.95,0.00026650579831370426,0.9,10,1024,0.5201959108755436,PRUNED
37,37,6.0,2022-03-06 20:33:16.081371,2022-03-06 20:33:51.021378,0 days 00:00:34.940007,128,0.1,0.0014423999425498871,0.9,0.95,0.0002974540085545819,0.9,10,1024,0.45257547401719267,PRUNED
38,38,-1.0,2022-03-06 20:33:51.021378,2022-03-06 20:34:32.370591,0 days 00:00:41.349213,64,0.3,0.002010612322622491,0.9,0.95,4.514157507182883e-05,5.0,10,1024,0.26721934422578214,PRUNED
39,39,4.0,2022-03-06 20:34:32.370591,2022-03-06 20:35:28.889861,0 days 00:00:56.519270,512,0.2,0.0035725508514059985,0.8,0.95,0.00014753076742311745,0.9,1,1024,0.40438579130376007,COMPLETE
40,40,3.0,2022-03-06 20:58:21.573976,2022-03-06 20:59:08.604630,0 days 00:00:47.030654,32,0.3,0.007815888039228568,0.9,0.95,6.35242302308044e-05,0.3,5,1024,0.11220102765453976,PRUNED
41,41,12.0,2022-03-06 20:59:08.604630,2022-03-06 20:59:39.743477,0 days 00:00:31.138847,512,0.3,0.0010977177120594728,1.0,0.99,3.235118360819122e-05,0.9,10,2048,0.8277920426601825,PRUNED
42,42,11.0,2022-03-06 20:59:39.744492,2022-03-06 21:00:12.601280,0 days 00:00:32.856788,512,0.3,0.001917769146372617,0.95,0.9,3.920950718016666e-05,0.7,10,512,0.6330429978803405,PRUNED
43,43,3.6666666666666665,2022-03-06 21:00:12.601280,2022-03-06 21:00:46.825582,0 days 00:00:34.224302,512,0.3,0.0025352572934626578,0.8,0.9999,8.673273129862976e-05,0.3,10,1024,0.9469032946832472,PRUNED
44,44,4.333333333333333,2022-03-06 21:00:46.826582,2022-03-06 21:01:30.663212,0 days 00:00:43.836630,512,0.3,0.0007786380946185576,0.9,0.95,2.5144642303179876e-05,0.9,10,128,0.7796547684016037,PRUNED
45,45,6.666666666666667,2022-03-06 21:01:30.664213,2022-03-06 21:02:28.818009,0 days 00:00:58.153796,64,0.2,0.0013646150143466374,0.95,0.999,1.7186123215036147e-05,0.9,10,64,0.7263523439617898,PRUNED
46,46,3.0,2022-03-06 21:02:28.818009,2022-03-06 21:03:41.596777,0 days 00:01:12.778768,256,0.3,0.0009599772689417135,0.98,0.95,2.584824743382766e-05,5.0,10,2048,0.6895801912869246,COMPLETE
47,47,13.666666666666666,2022-03-06 21:03:41.596777,2022-03-06 21:05:17.207007,0 days 00:01:35.610230,128,0.4,0.0025735668373710035,0.8,0.95,5.3663246306375406e-05,0.7,10,1024,0.4898053760900355,COMPLETE
48,48,-5.333333333333333,2022-03-06 21:05:17.207007,2022-03-06 21:05:49.841097,0 days 00:00:32.634090,512,0.1,0.00010989579802360652,0.9,0.99,4.0967265690779005e-05,0.3,10,1024,0.26141647078634045,PRUNED
49,49,3.0,2022-03-06 21:05:49.841097,2022-03-06 21:06:20.556757,0 days 00:00:30.715660,64,0.2,0.001709054175587305,0.99,0.9,0.00012920223882155812,2.0,1,2048,0.5548625296851616,PRUNED
50,50,-3.3333333333333335,2022-03-06 21:07:47.030536,2022-03-06 21:08:18.127135,0 days 00:00:31.096599,512,0.3,0.009900804224205268,1.0,0.9999,8.994379391939343e-05,1.0,5,1024,0.8177587424081549,PRUNED
51,51,1.0,2022-03-06 21:08:18.127135,2022-03-06 21:08:55.287524,0 days 00:00:37.160389,128,0.4,0.002548858763837101,0.8,0.95,5.499173353357279e-05,0.7,10,1024,0.4944790616337066,PRUNED
52,52,8.0,2022-03-06 21:08:55.288524,2022-03-06 21:09:31.306098,0 days 00:00:36.017574,128,0.4,0.002202078677054543,0.8,0.95,3.904253415604696e-05,0.7,10,1024,0.4871635295505139,PRUNED
53,53,4.666666666666667,2022-03-06 21:09:31.306098,2022-03-06 21:10:09.115268,0 days 00:00:37.809170,128,0.4,0.003968198217363283,0.8,0.95,3.081598706958343e-05,0.7,10,1024,0.5806452240660578,PRUNED
54,54,8.666666666666666,2022-03-06 21:10:09.115268,2022-03-06 21:10:47.150737,0 days 00:00:38.035469,128,0.4,0.0011584674966091308,0.8,0.95,7.440211851871199e-05,0.7,10,512,0.37225132263310917,PRUNED
55,55,-2.6666666666666665,2022-03-06 21:10:47.150737,2022-03-06 21:11:31.740090,0 days 00:00:44.589353,256,0.4,0.005693755363247691,0.95,0.95,5.6641445800987355e-05,0.7,10,128,0.9953283441384044,PRUNED
56,56,9.333333333333334,2022-03-06 21:11:31.740090,2022-03-06 21:12:15.551505,0 days 00:00:43.811415,128,0.2,0.00015340483751113547,0.8,0.995,1.340735997929948e-05,0.3,10,1024,0.8649114002636535,PRUNED
57,57,7.666666666666667,2022-03-06 21:12:15.552505,2022-03-06 21:13:49.164013,0 days 00:01:33.611508,32,0.3,0.0029466037704273134,0.9,0.999,2.3435754722728288e-05,0.9,20,2048,0.6308203548422856,PRUNED
58,58,14.666666666666666,2022-03-06 21:13:49.164013,2022-03-06 21:14:38.926905,0 days 00:00:49.762892,512,0.3,0.0006700947064498267,0.92,0.95,3.516979965403516e-05,0.5,10,64,0.11489070532496903,PRUNED
59,59,6.333333333333333,2022-03-06 21:14:38.926905,2022-03-06 21:16:12.328273,0 days 00:01:33.401368,64,0.2,0.0004283118243996385,0.98,0.995,0.00010942430512100977,0.7,10,1024,0.2819750506674887,COMPLETE
60,60,7.666666666666667,2022-03-06 21:16:17.721683,2022-03-06 21:16:52.572117,0 days 00:00:34.850434,256,0.1,0.00027297050876082474,0.95,0.95,4.951334585619847e-05,5.0,10,1024,0.7580045414112093,PRUNED
61,61,15.0,2022-03-06 21:16:52.572117,2022-03-06 21:17:26.416744,0 days 00:00:33.844627,256,0.2,0.00141327313658192,0.9,0.95,0.00017368398458933196,0.9,10,1024,0.6467613913669465,PRUNED
62,62,5.333333333333333,2022-03-06 21:17:26.417745,2022-03-06 21:18:07.257495,0 days 00:00:40.839750,256,0.2,0.00170661446955752,0.9,0.95,7.896253148583866e-05,0.9,10,1024,0.6865479357697732,PRUNED
63,63,9.333333333333334,2022-03-06 21:18:07.258495,2022-03-06 21:18:43.953496,0 days 00:00:36.695001,256,0.2,0.001548798542004802,0.9,0.95,2.9021522676387653e-05,0.9,10,1024,0.9093598734285497,PRUNED
64,64,8.666666666666666,2022-03-06 21:18:43.953496,2022-03-06 21:19:18.068497,0 days 00:00:34.115001,256,0.2,0.002303955959053298,0.9,0.95,6.751779703302612e-05,0.9,10,1024,0.6031613528444474,PRUNED
65,65,12.666666666666666,2022-03-06 21:19:18.068497,2022-03-06 21:19:50.306496,0 days 00:00:32.237999,256,0.2,0.001252450379306303,0.99,0.99,0.00010802143826580418,1.0,5,256,0.6622671104903228,PRUNED
66,66,6.666666666666667,2022-03-06 21:19:50.307498,2022-03-06 21:20:56.875496,0 days 00:01:06.567998,64,0.3,0.0005231291685994131,0.92,0.995,1.450819098531325e-05,0.5,20,256,0.8023379552975898,PRUNED
67,67,7.0,2022-03-06 21:20:56.876495,2022-03-06 21:21:42.437496,0 days 00:00:45.561001,512,0.3,0.0003238949749430484,0.92,0.995,1.8911937188347173e-05,0.5,20,256,0.7092767680510558,PRUNED
68,68,2.3333333333333335,2022-03-06 21:21:42.438495,2022-03-06 21:22:40.067498,0 days 00:00:57.629003,128,0.3,0.00045661616630967807,0.92,0.995,2.1876294518773483e-05,0.5,20,256,0.9314002241424594,PRUNED
69,69,10.666666666666666,2022-03-06 21:22:40.068496,2022-03-06 21:23:26.855496,0 days 00:00:46.787000,256,0.3,0.00023873287040179493,0.8,0.995,0.0001857191880502282,2.0,20,2048,0.8504916056766417,PRUNED
70,70,27.0,2022-03-06 21:23:30.266496,2022-03-06 21:27:01.065496,0 days 00:03:30.799000,32,0.4,0.007959917621741634,1.0,0.9,1.1871624177374383e-05,0.3,20,256,0.880903561481482,COMPLETE
71,71,,2022-03-06 21:27:01.066496,,,32,0.4,0.00743892069349107,1.0,0.9,1.154025484036343e-05,0.3,20,256,0.9655320042575439,RUNNING
