#{"t_start": 1646345717.811115, "env_id": "wordle-v0"}
r,l,t
36,4,4.445855
11,6,4.477104
-2,7,4.508355
31,3,4.508355
16,8,5.523978
10,6,5.555228
11,6,5.570852
3,9,5.617726
9,7,5.648977
58,7,5.680226
4,7,5.711478
10,6,5.742729
32,2,5.742729
7,9,5.789603
10,6,5.820852
-4,9,5.852103
-3,7,5.867729
1,9,5.898978
48,6,5.914603
0,7,5.945852
16,8,5.977103
34,4,5.992728
-1,7,6.008354
28,4,6.023977
12,8,6.070855
39,4,6.086479
6,7,6.117728
13,10,6.164604
45,8,6.195853
2,7,6.227106
-4,6,6.258355
-4,8,6.289605
2,6,6.305231
1,6,6.33648
27,2,6.33648
-8,8,6.367729
-1,7,6.383355
20,6,6.414604
25,1,6.414604
4,7,6.430227
20,6,6.49273
25,2,6.49273
22,7,6.523992
4,6,6.539603
33,6,6.570853
1,7,7.492729
4,7,7.52398
25,1,7.52398
5,6,7.539604
5,8,7.570852
25,2,7.586479
0,6,7.602101
-3,7,7.633352
59,9,7.664603
-8,8,7.695852
35,5,7.711478
-1,8,7.74273
5,8,7.789235
29,3,7.801235
3,7,7.819984
-4,7,7.851234
0,7,7.866859
34,3,7.882484
27,2,7.882484
25,1,7.882484
0,7,7.913734
0,8,7.944992
5,7,7.976234
47,6,8.007486
-2,9,8.038735
25,1,8.054359
11,6,8.069984
7,9,8.101235
11,7,8.132483
-9,6,8.163734
6,7,8.194983
-2,7,8.226234
4,6,8.257485
34,3,8.27311
13,8,8.30436
27,2,8.319985
14,6,8.351236
29,9,8.382486
-5,7,8.413734
6,7,8.444983
2,7,8.476235
4,6,8.507484
2,8,9.429357
9,9,9.460608
3,8,9.476233
-5,9,9.507483
25,2,9.507483
32,2,9.523109
43,8,9.538733
11,6,9.554358
-1,9,9.585608
-7,6,9.601233
13,10,9.632483
1,8,9.648107
11,7,9.679358
32,6,9.694983
28,8,9.710608
1,8,9.741861
38,7,9.757483
-7,8,9.788733
37,4,9.788733
3,7,9.819981
40,4,9.819981
39,6,9.851234
38,4,9.866858
41,4,9.866858
5,6,9.898106
15,6,9.913733
37,6,9.929358
10,8,9.944983
9,10,9.976231
19,7,9.991856
-2,7,10.007482
49,6,10.038732
-4,6,10.054358
50,6,10.069985
31,7,10.101232
5,9,10.116858
-3,7,10.148108
38,7,10.163733
44,8,11.02538
10,6,11.041006
-5,6,11.056629
11,6,11.072256
10,8,11.103506
-6,11,11.134755
5,6,11.150379
3,8,11.166005
25,2,11.181629
11,7,11.197256
2,7,11.228505
1,6,11.244129
15,6,11.259754
33,3,11.275381
-7,9,11.291005
18,7,11.322254
38,6,11.337879
12,10,11.369129
19,6,11.400381
2,7,11.43163
3,6,11.447256
-5,8,11.462881
-1,6,11.478504
29,2,11.494129
-4,8,11.509755
2,8,11.541005
-6,7,11.556629
48,7,11.58788
3,7,11.603504
-9,9,11.634755
-3,6,11.666005
39,7,11.697254
-3,7,11.728506
3,6,11.759754
-6,9,11.791006
5,6,11.80663
11,9,11.837879
0,7,11.853504
-7,9,12.822378
0,7,12.838004
30,4,12.853629
10,6,12.884881
29,2,12.884881
13,7,12.916128
25,1,12.916128
13,7,12.947379
11,8,12.978629
-10,7,13.009879
29,2,13.009879
34,2,13.009879
38,4,13.025503
25,1,13.025503
38,9,13.056755
44,6,13.072381
27,2,13.072381
29,2,13.088005
29,3,13.10363
7,7,13.134878
-5,10,13.16613
30,3,13.181754
3,9,13.213005
54,7,13.244254
30,4,13.244254
25,1,13.25988
30,6,13.275504
2,7,13.29113
10,7,13.306753
4,6,13.32238
-5,8,13.35363
0,8,13.369255
47,6,13.38488
18,8,13.41613
46,7,13.447378
32,7,13.47863
25,1,13.47863
5,10,13.54113
4,9,13.588005
13,8,13.619256
10,6,13.650505
25,1,13.650505
4,7,13.681755
29,7,13.713006
12,9,14.713005
-3,9,14.744254
-5,8,14.775505
-8,9,14.791129
29,3,14.806753
-3,7,14.82238
7,7,14.853628
-7,8,14.869256
2,7,14.88488
49,7,14.916128
25,1,14.931755
11,6,14.947378
12,6,14.97863
31,3,14.994254
7,7,15.009879
40,6,15.025505
25,2,15.041131
44,5,15.056761
-1,10,15.072381
3,6,15.10363
29,2,15.10363
41,4,15.119255
42,9,15.134881
27,2,15.150505
17,7,15.181755
-7,7,15.213005
33,4,15.213005
34,6,15.244256
8,6,15.259879
29,2,15.259879
2,9,15.29113
-5,6,15.322378
27,2,15.338005
-10,7,15.369254
1,10,15.416129
8,7,15.447379
10,7,15.478628
5,6,15.494262
7,6,15.525505
-2,9,15.556754
31,3,15.572379
-4,8,15.619256
41,9,16.509879
-3,7,16.541128
40,5,16.556755
-1,6,16.588008
-5,8,16.634883
38,5,16.650509
46,3,16.666133
-1,7,16.697381
-2,9,16.728632
8,7,16.744258
-3,6,16.775506
0,7,16.806756
29,2,16.806756
10,11,16.85363
25,1,16.85363
10,6,16.884881
10,11,16.91613
15,8,16.947383
27,2,16.947383
0,6,16.963007
6,8,17.009884
6,6,17.04113
39,4,17.04113
2,9,17.088006
-3,6,17.103631
4,10,17.13488
48,6,17.16613
31,3,17.16613
-8,6,17.197379
3,12,17.228629
-5,9,17.244257
1,9,17.275504
6,7,17.291129
-8,9,17.322379
0,7,17.353629
-4,8,17.369255
-5,8,17.400505
5,7,17.416129
-1,6,18.27351
-1,7,18.289136
27,2,18.304761
-1,7,18.320385
44,3,18.320385
35,4,18.33601
44,5,18.351636
38,4,18.367259
30,5,18.382885
25,1,18.382885
5,9,18.414137
6,6,18.42976
38,5,18.445387
50,10,18.476637
8,6,18.492259
-1,9,18.523513
-2,7,18.554762
14,7,18.570386
33,8,18.617262
5,9,18.648512
-1,8,18.695386
-6,10,18.757892
41,4,18.773515
-2,8,18.789138
8,7,18.820387
-5,9,18.851639
29,2,18.867264
10,6,18.882887
31,3,18.898513
6,7,18.929763
23,8,18.961014
11,7,18.976636
27,3,18.992263
38,8,19.039138
-5,7,19.086013
2,9,19.132888
30,2,19.132888
41,4,19.148513
-3,9,19.195387
4,6,19.211012
-2,6,19.242264
5,6,19.398561
10,6,20.336014
29,2,20.351636
4,6,20.367263
-8,9,20.398514
42,7,20.429761
17,6,20.445387
30,2,20.461016
3,9,20.492265
25,2,20.507889
4,6,20.523514
34,4,20.539139
-9,8,20.570389
9,6,20.601637
-7,6,20.632885
2,6,20.648512
51,4,20.664138
32,3,20.679765
-1,8,20.711012
-3,6,20.742259
2,7,20.757884
27,2,20.773512
8,7,20.789137
-4,7,20.820385
15,6,20.836011
4,7,20.86726
15,6,20.898512
43,4,20.898512
34,2,20.914136
5,6,20.92976
1,6,20.96101
3,6,20.976635
12,6,20.992261
3,7,21.023511
37,6,21.054761
27,2,21.070388
-5,7,21.101637
-1,9,21.132889
1,7,21.148512
26,5,21.164135
6,6,21.195385
27,2,21.195385
-1,6,21.21101
-4,8,21.24226
-7,9,21.273511
13,7,22.17976
-7,9,22.211012
-2,7,22.226635
11,9,22.257885
41,7,22.289136
18,9,22.320384
-1,7,22.351634
2,6,22.36726
7,7,22.398511
5,14,22.429761
-4,9,22.461009
4,7,22.476635
1,10,22.507885
6,12,22.539134
2,7,22.554761
3,11,22.601636
29,2,22.617261
1,7,22.632887
2,9,22.648511
40,5,22.664136
4,7,22.695386
2,8,22.726637
39,7,22.757886
-1,8,22.797136
1,6,22.814135
5,8,22.833817
-2,8,22.849444
20,6,22.865068
29,7,22.896319
34,3,22.896319
25,1,22.911944
16,6,22.92757
-3,8,22.958819
1,7,22.974442
-6,7,22.990069
9,6,23.880694
3,6,23.911944
8,7,23.943194
25,1,23.943194
1,10,23.990068
14,9,24.036942
35,10,24.08382
-3,8,24.115068
-5,7,24.130693
1,7,24.161944
32,4,24.177568
27,2,24.177568
2,7,24.193193
-5,8,24.240069
33,4,24.255693
-5,9,24.271319
-1,7,24.302567
32,3,24.302567
0,12,24.349442
-2,9,24.380693
45,6,24.411942
0,6,24.443193
2,6,24.474443
0,9,24.490068
7,6,24.521322
7,9,24.552571
7,7,24.583818
9,7,24.599443
-10,11,24.630692
16,6,24.661943
36,7,24.677568
-6,7,24.708818
23,7,24.74007
7,7,24.755695
32,4,24.77132
21,9,24.786942
12,6,24.802568
-6,8,25.86507
36,3,25.880695
10,10,25.911944
-2,6,25.927569
-16,9,25.958817
5,8,25.974443
7,6,25.990069
32,4,26.021318
-7,10,26.052568
36,7,26.068195
43,4,26.083819
2,8,26.099442
0,6,26.130692
-7,7,26.146318
38,3,26.146318
29,3,26.161943
25,1,26.161943
35,4,26.208821
-1,10,26.271322
-9,10,26.318194
-2,7,26.333818
9,8,26.380694
7,7,26.396318
8,9,26.427568
10,7,26.458817
4,7,26.474446
46,5,26.49007
-2,6,26.52132
35,4,26.536946
9,8,26.568195
0,10,26.615069
2,7,26.630693
3,7,26.661943
2,8,26.693195
25,1,26.693195
-11,10,26.740069
8,7,26.771318
38,4,26.786944
39,7,26.818194
0,7,27.837961
25,1,27.837961
2,7,27.869215
0,6,27.884838
7,10,27.931715
25,1,27.931715
29,2,27.931715
5,9,27.962964
5,6,27.994213
34,4,28.00984
26,3,28.00984
1,9,28.04109
-7,6,28.07234
13,6,28.103589
25,1,28.103589
12,7,28.13484
13,6,28.150465
-10,8,28.181715
-4,8,28.212966
-3,7,28.244215
3,8,28.275464
36,4,28.291089
6,8,28.306713
33,3,28.322337
15,6,28.337965
0,6,28.353588
10,6,28.369211
5,6,28.400462
4,6,28.431721
5,7,28.462961
12,7,28.478587
1,9,28.509839
5,7,28.525463
34,9,28.541088
3,8,28.666092
-1,7,28.69734
21,7,28.712964
27,2,28.712964
3,9,28.744212
-5,7,28.759836
48,7,28.791087
-1,9,29.978591
-5,12,30.087966
-11,8,30.134842
8,8,30.166092
-2,9,30.212964
4,8,30.244214
-1,11,30.291088
42,10,30.35359
-2,8,30.38484
5,11,30.431717
1,8,30.447339
34,3,30.462966
33,3,30.478589
11,7,30.494212
13,10,30.525461
6,7,30.541087
25,4,30.556712
-2,9,30.587962
45,4,30.587962
15,6,30.619213
10,6,30.634836
12,7,30.650463
31,3,30.666087
-2,7,30.697338
7,7,30.712963
-11,13,30.759837
4,9,30.791087
6,8,30.806712
3,11,30.853642
39,5,30.884845
2,6,30.900464
-3,10,30.947338
0,8,30.978591
10,8,31.931713
25,1,31.947337
-1,8,31.962961
8,8,31.994212
-1,9,32.009838
4,7,32.041088
45,8,32.056711
2,6,32.072338
4,9,32.103587
-4,6,32.119211
11,7,32.150465
7,7,32.166088
4,11,32.212964
27,2,32.212964
7,6,32.228588
-1,8,32.259837
-2,8,32.275462
10,8,32.291088
51,7,32.322337
-11,6,32.337961
27,2,32.353586
19,7,32.384837
31,3,32.400463
-6,7,32.416087
3,7,32.431712
5,11,32.556715
-5,12,32.587963
41,7,32.603588
2,8,32.634838
36,4,32.650463
-1,9,32.666088
25,1,32.681712
3,11,32.712961
21,9,32.728586
0,8,32.759837
3,9,32.791087
29,2,32.791087
6,8,33.804565
-3,9,33.851441
-2,7,33.882691
6,8,33.91394
-1,8,33.945194
-3,11,33.992067
8,11,34.023316
48,6,34.054569
36,3,34.054569
25,1,34.070192
-4,10,34.101441
48,8,34.132689
-2,11,34.179566
-7,6,34.210817
-3,10,34.242067
5,8,34.273316
31,3,34.28894
4,8,34.320191
8,6,34.335816
-3,8,34.367067
3,7,34.38269
8,8,34.413941
-3,6,34.429564
3,7,34.445189
-9,6,34.476439
-4,7,34.492067
28,5,34.507691
2,6,34.523315
7,16,34.57019
-2,6,34.585815
40,6,34.601441
-7,12,34.648315
13,8,34.679564
1,16,35.617065
5,7,35.648318
8,7,35.663941
25,1,35.679566
-3,8,35.710816
-8,6,35.72644
30,3,35.742064
21,6,35.757689
0,13,35.78894
5,6,35.804565
-11,8,35.835815
25,1,35.835815
29,7,35.851439
25,1,35.851439
10,8,35.882689
38,4,35.898314
0,7,35.929565
0,7,35.945191
43,8,35.97644
7,7,35.992065
13,6,36.038941
25,1,36.038941
0,8,36.070194
-3,15,36.148316
-5,10,36.179566
15,8,36.210816
45,5,36.226441
13,11,36.273316
-7,8,36.304566
6,7,36.320193
39,5,36.351442
2,6,36.382692
23,7,36.398318
1,9,36.445193
-8,7,36.460816
5,9,36.492066
38,6,36.507692
1,8,36.538942
3,10,37.938054
35,4,37.953682
-1,7,37.969307
16,7,38.000557
-1,6,38.016181
14,12,38.047433
35,9,38.094309
-2,6,38.109936
33,5,38.141182
8,6,38.172433
8,7,38.188057
-4,11,38.219307
-7,8,38.250558
42,5,38.266182
0,12,38.297432
44,6,38.313057
7,6,38.328682
28,4,38.344307
25,1,38.344307
14,8,38.375557
30,2,38.375557
3,9,38.484935
29,2,38.484935
16,7,38.516184
36,3,38.531807
-1,7,38.547432
29,3,38.563057
21,7,38.578683
-1,8,38.609934
-3,7,38.641183
3,7,38.656808
38,7,38.688058
1,7,38.703682
0,11,38.750557
-3,7,38.781807
53,7,38.797433
25,1,38.797433
3,10,38.828682
-2,8,39.781806
7,6,39.797432
4,12,39.906812
4,12,39.969306
9,11,40.016183
31,2,40.016183
4,7,40.047435
2,11,40.078683
4,6,40.109933
54,7,40.125557
9,7,40.156809
25,1,40.156809
4,9,40.188057
35,5,40.203682
-1,6,40.219307
60,6,40.234932
1,10,40.266182
11,7,40.297431
14,11,40.328682
8,6,40.344308
25,1,40.344308
10,8,40.375556
54,7,40.391182
51,5,40.406806
6,9,40.438057
15,6,40.469307
-6,11,40.516184
51,9,40.547432
10,8,40.563057
1,6,40.578683
4,6,40.609931
-4,7,40.625557
48,13,40.656806
7,7,40.688056
41,7,40.719307
2,7,41.969311
47,5,41.984935
41,5,42.000557
-7,8,42.03181
50,5,42.047432
31,3,42.063059
40,7,42.078684
-3,13,42.12556
3,6,42.141182
34,2,42.156807
4,8,42.172434
10,9,42.219309
50,5,42.234934
6,7,42.266184
8,8,42.297434
5,11,42.344309
34,3,42.359935
11,10,42.391184
46,8,42.40681
5,7,42.43806
41,6,42.453684
4,10,42.484935
36,3,42.547435
1,11,42.578684
8,11,42.625558
30,4,42.641185
0,7,42.656808
7,6,42.672434
6,15,42.75056
19,9,42.766186
31,3,42.781807
3,13,42.828685
34,2,42.828685
27,2,42.84431
36,7,42.859935
4,8,42.891186
2,6,43.884459
0,9,43.91571
15,6,43.931334
-4,7,43.946959
13,8,43.97821
31,2,43.993834
14,10,44.040709
-2,8,44.071959
30,4,44.103209
29,2,44.103209
-5,13,44.16571
2,7,44.19696
-2,10,44.22821
5,7,44.259459
41,6,44.275085
50,7,44.306334
-3,8,44.354483
-1,7,44.401359
25,1,44.401359
-4,11,44.448234
-1,6,44.463858
18,9,44.495108
-6,9,44.526359
5,7,44.541986
7,7,44.573235
3,6,44.588859
9,9,44.620109
6,6,44.65136
5,9,44.682609
3,7,44.698234
15,7,44.713861
8,8,44.745111
-10,12,44.77636
2,12,44.823235
25,1,44.823235
2,6,45.713859
4,6,45.729483
35,5,45.74511
46,4,45.760735
11,6,45.776358
1,6,45.791983
29,3,45.807608
49,3,45.807608
-2,8,45.838857
4,8,45.870109
15,8,45.885736
7,7,45.916983
2,6,45.948235
11,7,45.963859
7,6,45.995109
-3,6,46.010734
27,2,46.010734
39,4,46.026359
7,7,46.073232
29,2,46.073232
2,7,46.104484
43,6,46.135734
44,7,46.15136
25,1,46.15136
10,6,46.166983
-3,8,46.198235
9,7,46.21386
-10,9,46.245108
26,7,46.276359
2,8,46.30761
9,6,46.323234
45,6,46.354484
-2,8,46.401358
4,8,46.432609
-3,8,46.463858
-1,7,46.495109
10,6,46.526359
25,1,46.526359
40,6,46.557607
3,8,46.588859
30,2,46.604484
19,8,46.62011
4,9,46.651358
-9,10,47.526369
38,3,47.526369
37,10,47.557608
47,4,47.573235
3,7,47.604482
25,2,47.604482
13,7,47.635732
31,3,47.651359
-4,8,47.682607
-2,7,47.698234
7,9,47.729484
4,7,47.760734
15,7,47.791994
6,8,47.838858
40,5,47.863037
-5,8,47.897322
12,6,47.912947
4,7,47.944196
7,7,47.975447
43,6,48.006698
-6,7,48.037948
5,7,48.069199
8,8,48.100447
2,10,48.147322
0,9,48.178574
10,8,48.209823
5,6,48.241072
-10,11,48.287947
1,7,48.319197
29,2,48.334823
36,6,48.366073
3,7,48.381698
6,8,48.412947
31,2,48.412947
10,7,48.444198
40,7,48.475446
12,7,48.506697
-1,8,48.553573
-5,10,49.584824
39,4,49.600448
17,7,49.631698
8,6,49.662947
36,3,49.662947
35,3,49.678572
10,8,49.725448
-3,8,49.756697
35,4,49.772323
-9,11,49.819198
-2,10,49.866073
16,10,49.912948
39,3,49.928573
1,6,49.944196
25,1,49.959823
-5,6,49.975456
1,7,50.006698
13,9,50.022321
2,6,50.037948
-4,7,50.069203
25,2,50.069203
16,7,50.084823
25,1,50.084823
-1,6,50.100447
-1,7,50.131698
2,7,50.178574
41,5,50.194197
37,4,50.209823
-4,6,50.241072
3,8,50.272322
1,10,50.303574
32,2,50.319197
1,7,50.334822
-1,6,50.350448
0,6,50.381696
-3,6,50.397321
10,7,50.428572
1,6,50.459821
27,6,50.475448
-6,9,50.491073
29,9,50.522322
37,8,51.350446
28,4,51.366073
25,1,51.366073
-4,7,51.397324
15,7,51.428572
2,8,51.459822
12,7,51.491071
3,7,51.537948
35,2,51.537948
12,9,51.584823
38,4,51.584823
-5,6,51.616071
2,6,51.631698
1,7,51.647321
2,10,51.694196
0,6,51.709821
-1,8,51.741071
5,11,51.772323
28,7,51.787947
-2,8,51.803572
15,6,51.819196
34,4,51.834822
2,11,51.866072
-7,12,51.912946
40,5,51.912946
2,7,51.944196
25,1,51.944196
7,7,51.959821
2,7,51.991071
27,2,51.991071
12,7,52.006696
0,8,52.037947
43,6,52.053572
20,8,52.069197
41,4,52.084821
43,7,52.100446
23,7,52.131696
4,6,52.147321
5,8,52.162946
25,1,53.066879
3,6,53.082503
15,6,53.098126
4,7,53.113752
5,7,53.145001
8,6,53.160627
11,8,53.176253
2,6,53.207503
38,6,53.223126
19,6,53.238752
45,8,53.254378
24,7,53.270001
36,3,53.285627
33,4,53.301253
-6,14,53.332503
-2,9,53.363752
-3,8,53.395001
0,8,53.410628
0,6,53.426251
44,5,53.441878
6,6,53.457502
27,2,53.473128
5,9,53.504378
10,8,53.535628
3,8,53.566878
37,3,53.582503
4,8,53.613754
0,9,53.645002
8,6,53.660626
6,6,53.69188
25,1,53.69188
1,7,53.707503
14,12,53.738753
17,11,53.785627
50,5,53.801253
47,4,53.816878
48,7,53.832503
25,1,53.848127
48,7,53.863753
29,2,53.863753
7,8,54.660626
5,8,54.691877
20,6,54.707501
6,9,54.723127
2,8,54.754377
38,5,54.770002
44,5,54.785628
2,11,54.816878
8,8,54.848128
11,12,54.895002
5,7,54.926252
-4,7,54.941879
4,8,54.988753
0,7,55.004377
22,8,55.035628
-6,11,55.082503
4,9,55.113752
7,9,55.145001
13,7,55.176251
52,6,55.191876
-12,9,55.238751
0,9,55.270001
17,8,55.285626
-6,6,55.301251
25,1,55.301251
-12,11,55.348126
11,6,55.363752
35,3,55.363752
7,6,55.395002
51,7,55.410629
20,8,55.441878
-4,12,55.488753
10,6,55.504377
25,1,55.520003
30,2,55.520003
25,2,55.535628
38,8,56.380585
7,6,56.396211
37,6,56.427462
28,3,56.427462
0,9,56.474338
37,5,56.489961
8,7,56.505586
-2,6,56.521211
39,6,56.536837
50,8,56.568087
0,9,56.599337
-1,8,56.646212
-2,7,56.661836
-3,8,56.67746
29,4,56.693086
3,10,56.724335
46,6,56.739961
-6,6,56.755585
9,6,56.786837
11,7,56.802463
42,7,56.833712
9,7,56.864962
4,6,56.896213
13,8,56.927462
25,1,56.927462
-5,9,56.958712
-6,8,56.989961
-4,9,57.005587
50,6,57.02121
25,1,57.036836
6,7,57.052461
5,7,57.083711
-4,12,57.130586
17,6,57.146212
2,12,57.193088
2,6,57.208712
47,7,57.239961
3,6,58.141418
48,10,58.172666
23,6,58.203918
13,7,58.235169
41,3,58.250793
43,6,58.282044
0,8,58.297667
25,1,58.313293
32,2,58.313293
-2,6,58.328917
27,2,58.344542
8,6,58.360166
37,3,58.375792
7,8,58.407041
25,1,58.422665
43,4,58.43829
25,1,58.43829
46,7,58.453916
11,6,58.485166
-3,9,58.500791
15,6,58.516416
31,4,58.53204
10,12,58.563291
-2,8,58.594541
13,7,58.610167
6,7,58.625792
35,4,58.641416
46,8,58.657043
-8,7,58.688291
0,6,58.703917
1,7,58.71954
11,7,58.735167
0,6,58.750791
3,12,58.797666
32,3,58.797666
-2,7,58.813291
1,9,58.844541
5,8,58.860166
3,8,58.891416
25,1,58.891416
39,4,58.907041
6,8,58.922666
3,6,58.938291
6,7,59.891418
-2,10,59.938293
16,7,59.969542
32,3,59.985168
14,10,60.032043
33,4,60.047665
3,7,60.063295
-3,8,60.094541
3,7,60.110167
0,6,60.125791
20,7,60.157041
11,9,60.188293
18,7,60.219544
-7,12,60.282042
25,1,60.282042
4,6,60.313292
1,7,60.344543
25,1,60.344543
25,1,60.344543
1,8,60.391417
25,1,60.391417
2,8,60.422668
25,1,60.422668
7,7,60.469542
10,7,60.485167
-1,11,60.547668
25,1,60.547668
43,8,60.578917
6,8,60.625793
-5,10,60.657042
17,8,60.703918
45,7,60.735168
45,8,60.750792
3,6,60.766418
63,7,60.782042
2,6,60.813291
27,2,60.813291
10,6,60.828916
31,4,60.844541
4,7,60.875792
19,8,60.907042
2,10,61.828918
9,6,61.844557
43,8,61.860167
5,6,61.875792
6,6,61.907041
15,7,61.922666
16,7,61.953917
6,7,61.969542
25,1,61.985168
14,14,62.047666
2,8,62.078917
33,6,62.110168
8,6,62.125791
11,6,62.157043
49,6,62.172667
47,11,62.219542
37,8,62.235168
32,4,62.250792
7,8,62.282042
-6,10,62.313292
12,8,62.344543
5,8,62.360167
-6,9,62.391419
-2,13,62.422667
39,4,62.438293
25,1,62.438293
39,3,62.453918
-2,6,62.469543
-3,7,62.485167
15,8,62.500793
49,9,62.532043
42,6,62.547668
-9,11,62.578917
32,2,62.578917
47,3,62.594542
10,6,62.610166
-1,8,62.641418
13,6,63.511675
23,7,63.542924
29,3,63.542924
8,6,63.558549
9,9,63.589802
25,1,63.589802
3,15,63.636674
3,8,63.667925
-4,12,63.7148
44,5,63.730425
39,6,63.761676
25,1,63.761676
-1,9,63.80855
12,9,63.839799
25,1,63.839799
-7,10,63.87105
1,7,63.9023
10,9,63.933548
41,4,63.949174
9,6,63.980425
16,8,63.99605
-8,9,64.0273
38,6,64.042925
8,6,64.074175
5,7,64.089799
49,6,64.105424
12,10,64.136676
12,6,64.152299
-2,8,64.18355
1,10,64.2148
-1,8,64.246052
50,5,64.246052
61,7,64.277302
31,3,64.277302
44,7,64.30855
27,2,64.324176
1,8,64.355425
-7,9,65.324173
0,7,65.339799
14,8,65.371049
3,8,65.386674
-3,8,65.417924
39,7,65.464798
15,7,65.49605
31,2,65.49605
2,8,65.542926
13,12,65.589799
3,6,65.621049
42,6,65.652302
-8,8,65.68355
29,3,65.699175
7,6,65.730426
7,6,65.74605
32,3,65.761676
31,3,65.7773
-1,7,65.80855
-4,6,65.824175
30,2,65.8398
33,3,65.8398
4,8,65.886674
41,14,65.949175
5,7,65.9648
31,2,65.980424
4,11,66.011674
40,4,66.0273
53,6,66.05855
-2,9,66.0898
14,8,66.12105
39,5,66.136675
-2,11,66.183549
2,10,66.214798
40,6,66.230425
8,13,66.277298
5,7,66.308549
1,7,67.167924
1,8,67.183551
25,1,67.183551
37,5,67.199173
5,13,67.230425
7,9,67.261673
27,2,67.277299
9,14,67.324173
9,6,67.339809
31,3,67.355424
1,7,67.371049
9,9,67.402301
12,6,67.417924
3,8,67.449176
35,5,67.449176
-4,8,67.480425
25,1,67.480425
3,7,67.511674
11,7,67.542923
-9,10,67.574174
1,8,67.605424
44,6,67.636673
-1,7,67.652298
16,6,67.683549
37,8,67.699174
25,1,67.7148
33,7,67.730433
17,6,67.74605
1,9,67.777299
25,1,67.777299
8,6,67.808547
-2,9,67.839799
39,5,67.855425
18,7,67.871049
46,11,67.916176
12,9,67.963053
-5,10,67.994302
18,7,68.009926
32,4,68.759929
35,4,68.775553
16,6,68.806803
59,4,68.822427
51,7,68.853677
59,7,68.869303
5,6,68.884928
-1,12,68.916178
-7,11,68.947428
1,9,68.978678
-10,10,69.009927
6,7,69.025553
16,8,69.056802
44,5,69.072428
0,6,69.088053
5,7,69.103676
39,4,69.119302
29,2,69.134927
25,1,69.134927
2,9,69.166177
5,8,69.197427
4,9,69.228676
-7,7,69.259926
5,6,69.275551
25,1,69.275551
0,8,69.306803
7,7,69.322426
-4,10,69.353677
-8,12,69.384926
15,6,69.400552
7,10,69.431801
4,9,69.447427
4,6,69.478676
-3,6,69.494301
31,5,69.509927
9,9,69.525552
38,4,69.541178
36,5,69.556802
14,8,70.384927
2,7,70.400552
25,1,70.416178
-6,9,70.431804
30,8,70.463053
17,8,70.478679
45,10,70.509927
3,7,70.525553
9,6,70.541177
14,8,70.572434
6,6,70.588053
6,9,70.603678
-1,7,70.634928
50,9,70.650552
42,6,70.666178
10,9,70.697426
14,7,70.728676
6,8,70.759928
-3,9,70.791177
2,7,70.806803
51,7,70.838052
-9,9,70.853677
33,10,70.900553
25,1,70.900553
32,4,70.916178
4,9,70.947429
-6,17,70.994303
-2,6,71.025552
41,3,71.025552
4,8,71.056802
6,6,71.072428
