,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_clip_range,params_ent_coef,params_gae_lambda,params_gamma,params_learning_rate,params_max_grad_norm,params_n_epochs,params_n_steps,params_vf_coef,state
116,116,-47.666666666666664,2022-03-08 21:35:52.638795,2022-03-08 21:36:44.598796,0 days 00:00:51.960001,64,0.2,0.0003272897401806052,0.99,0.95,5.666275077640236e-05,0.5,20,512,0.9207728781287824,PRUNED
117,117,-51.333333333333336,2022-03-08 21:35:52.962802,2022-03-08 21:36:26.257797,0 days 00:00:33.294995,512,0.2,0.0003378844204049131,0.99,0.95,0.00016550832149072068,0.5,20,512,0.9278024839416373,PRUNED
118,118,-53.333333333333336,2022-03-08 21:36:26.259796,2022-03-08 21:37:35.918795,0 days 00:01:09.658999,32,0.2,0.00040952243194514225,0.9,0.8,5.288021047633921e-05,0.3,20,1024,0.9038586588370907,PRUNED
119,119,-57.0,2022-03-08 21:36:44.599796,2022-03-08 21:37:54.204797,0 days 00:01:09.605001,32,0.2,0.0024973354854950164,0.9,0.8,4.990987739712369e-05,0.3,10,1024,0.9974551074679486,PRUNED
120,120,-50.333333333333336,2022-03-08 21:36:57.816796,2022-03-08 21:38:10.031795,0 days 00:01:12.214999,32,0.2,0.00022571253016179607,0.99,0.95,0.0007483380016893686,0.3,10,1024,0.9987856321990873,PRUNED
121,121,-47.0,2022-03-08 21:37:35.919796,2022-03-08 21:38:10.676797,0 days 00:00:34.757001,256,0.3,0.0003660719725976673,0.99,0.95,9.21460993677091e-05,1.0,10,512,0.3960100518965896,PRUNED
122,122,-49.333333333333336,2022-03-08 21:37:54.206796,2022-03-08 21:38:30.493796,0 days 00:00:36.287000,256,0.3,0.00016777472219264657,0.99,0.95,7.324840609583464e-05,1.0,10,512,0.7800214085262352,PRUNED
123,123,-48.0,2022-03-08 21:38:10.033795,2022-03-08 21:39:02.365797,0 days 00:00:52.332002,64,0.1,0.0018713090277887668,0.92,0.8,7.148561290702755e-05,5.0,20,128,0.46725697396409066,PRUNED
124,124,-47.666666666666664,2022-03-08 21:38:10.678796,2022-03-08 21:39:02.723796,0 days 00:00:52.045000,64,0.1,0.0018605749506075536,0.92,0.8,7.341149429640772e-05,5.0,20,128,0.5003790511092159,PRUNED
125,125,-47.666666666666664,2022-03-08 21:38:30.494795,2022-03-08 21:39:21.316797,0 days 00:00:50.822002,64,0.1,0.0039358918009328005,0.92,0.8,7.53091799736861e-05,5.0,20,128,0.5178502749944842,PRUNED
126,126,-42.666666666666664,2022-03-08 21:39:02.367797,2022-03-08 21:39:54.043796,0 days 00:00:51.675999,64,0.1,0.008412775774846299,0.92,0.8,7.575581903855926e-05,5.0,20,128,0.5411516261380327,PRUNED
127,127,-52.0,2022-03-08 21:39:02.725796,2022-03-08 21:39:54.532796,0 days 00:00:51.807000,64,0.1,0.008552990449572922,1.0,0.99,9.903763623972407e-05,5.0,20,128,0.5504211511803578,PRUNED
128,128,-56.666666666666664,2022-03-08 21:39:21.317796,2022-03-08 21:40:10.964795,0 days 00:00:49.646999,64,0.1,0.00027215207908023054,1.0,0.99,4.193212277611809e-05,5.0,1,2048,0.5895896909383017,PRUNED
129,129,-32.666666666666664,2022-03-08 21:39:54.044796,2022-03-08 21:41:45.257796,0 days 00:01:51.213000,64,0.4,0.0012434300093490073,1.0,0.99,9.50549061041985e-05,5.0,1,2048,0.4449513567649538,COMPLETE
130,130,-44.0,2022-03-08 21:39:54.533796,2022-03-08 21:41:07.198795,0 days 00:01:12.664999,32,0.4,0.0006426862020674342,0.98,0.995,0.00035519246531962354,0.3,1,256,0.7530092096497442,PRUNED
131,131,-53.666666666666664,2022-03-08 21:40:10.965796,2022-03-08 21:40:59.697795,0 days 00:00:48.731999,64,0.4,0.005590881493632615,0.95,0.9,0.0001142783077949515,0.9,1,2048,0.4696847230142404,PRUNED
132,132,-58.333333333333336,2022-03-08 21:40:59.699795,2022-03-08 21:42:08.411796,0 days 00:01:08.712001,32,0.4,0.0006347897616262934,0.98,0.995,0.0003798987616602095,0.3,1,256,0.7503199114440855,PRUNED
133,133,-54.0,2022-03-08 21:41:07.199796,2022-03-08 21:42:15.318795,0 days 00:01:08.118999,32,0.4,0.0005510879366180901,0.98,0.995,0.0005564296117722367,0.3,1,256,0.9686107019384708,PRUNED
134,134,-51.666666666666664,2022-03-08 21:41:45.259796,2022-03-08 22:06:20.946422,0 days 00:24:35.686626,32,0.4,0.0012447539042573614,1.0,0.995,0.0006614193197892604,1.0,1,256,0.4318799208440739,PRUNED
135,135,-50.333333333333336,2022-03-08 21:42:08.413796,2022-03-08 22:06:35.391422,0 days 00:24:26.977626,32,0.4,0.0013699954492449944,1.0,0.995,0.0006635479282300009,0.3,1,256,0.38593476621283607,PRUNED
136,136,-49.666666666666664,2022-03-08 21:42:15.320795,2022-03-08 22:06:38.089477,0 days 00:24:22.768682,32,0.4,0.0011346468299629861,1.0,0.99,8.618030846599114e-05,1.0,1,256,0.700744624826303,PRUNED
137,137,-44.333333333333336,2022-03-08 22:06:40.690424,2022-03-08 22:07:34.501421,0 days 00:00:53.810997,64,0.2,0.003048083577606147,0.8,0.95,0.00013638426911098531,5.0,20,2048,0.47870978325735253,PRUNED
138,138,-42.666666666666664,2022-03-08 22:06:40.694422,2022-03-08 22:08:41.851421,0 days 00:02:01.156999,64,0.2,0.005689153823970986,0.8,0.99,0.00014130916979661828,5.0,20,2048,0.624040834531448,COMPLETE
139,139,-34.666666666666664,2022-03-08 22:06:40.701423,2022-03-08 22:08:41.976422,0 days 00:02:01.274999,64,0.2,0.005845760280662608,0.8,0.99,0.000136312774245522,5.0,20,2048,0.4268045205729651,COMPLETE
140,140,-59.666666666666664,2022-03-08 22:07:34.502423,2022-03-08 22:08:28.340422,0 days 00:00:53.837999,64,0.2,0.00036294386412067054,0.95,0.99,9.079539733977058e-05,5.0,20,2048,0.42093912364055047,PRUNED
141,141,-55.666666666666664,2022-03-08 22:08:28.341422,2022-03-08 22:09:21.331465,0 days 00:00:52.990043,64,0.2,0.00012912272052231546,0.8,0.99,6.357198404983293e-05,0.7,10,2048,0.36210666020417864,PRUNED
142,142,-48.333333333333336,2022-03-08 22:08:41.853422,2022-03-08 22:09:40.320466,0 days 00:00:58.467044,64,0.2,0.00013467361467735817,0.8,0.99,0.00015269845455747298,0.7,10,2048,0.6658683058367916,PRUNED
143,143,-58.333333333333336,2022-03-08 22:08:41.978422,2022-03-08 22:09:40.603465,0 days 00:00:58.625043,64,0.2,0.004406335262231586,0.8,0.99,0.00015270136715684484,5.0,20,2048,0.9493256461811667,PRUNED
144,144,-49.0,2022-03-08 22:09:21.333465,2022-03-08 22:10:21.480467,0 days 00:01:00.147002,64,0.2,0.00560741650842094,0.8,0.99,0.00014540050617745494,5.0,20,2048,0.4175323198399799,PRUNED
145,145,-46.666666666666664,2022-03-08 22:09:40.322466,2022-03-08 22:10:39.219465,0 days 00:00:58.896999,64,0.2,0.005850766399317964,0.8,0.99,0.00018760878553383757,5.0,20,2048,0.31666248180217105,PRUNED
146,146,-63.333333333333336,2022-03-08 22:09:40.606466,2022-03-08 22:10:39.668466,0 days 00:00:59.062000,64,0.2,0.00041496868589935575,0.8,0.99,0.0001301819949559777,5.0,20,2048,0.26985499794140966,PRUNED
147,147,-45.333333333333336,2022-03-08 22:10:21.482465,2022-03-08 22:11:23.768466,0 days 00:01:02.286001,64,0.2,0.0066984560785106895,0.8,0.99,0.00017573372062549175,2.0,20,2048,0.33650323264363025,PRUNED
148,148,-52.333333333333336,2022-03-08 22:10:39.221465,2022-03-08 22:11:42.529465,0 days 00:01:03.308000,64,0.2,0.0051909330801059835,0.8,0.99,0.00017512979285928641,2.0,5,2048,0.6251701038984672,PRUNED
149,149,-53.0,2022-03-08 22:10:39.670469,2022-03-08 22:11:42.958465,0 days 00:01:03.287996,64,0.2,0.006570804713458744,0.8,0.99,0.00010840439379319507,2.0,5,2048,0.4543394111213295,PRUNED
150,150,-44.666666666666664,2022-03-08 22:11:23.770466,2022-03-08 22:12:23.696466,0 days 00:00:59.926000,64,0.2,0.0004470903116989849,0.99,0.99,0.0001101503859586973,0.5,5,2048,0.621504818942658,PRUNED
151,151,-53.666666666666664,2022-03-08 22:11:42.531465,2022-03-08 22:12:43.530466,0 days 00:01:00.999001,512,0.2,0.0002866782263882441,0.99,0.999,0.00010020745868718742,0.5,1,64,0.8991873618650934,PRUNED
152,152,-60.666666666666664,2022-03-08 22:11:42.960465,2022-03-08 22:12:44.060465,0 days 00:01:01.100000,512,0.2,0.00990965259658906,0.99,0.999,9.774375784752291e-05,0.5,1,64,0.6203998180108519,PRUNED
153,153,-56.666666666666664,2022-03-08 22:12:23.698465,2022-03-08 22:13:29.454466,0 days 00:01:05.756001,64,0.2,0.00944953075753883,0.92,0.999,9.709002287416763e-05,5.0,20,64,0.4913750521590622,PRUNED
154,154,-46.666666666666664,2022-03-08 22:12:43.531465,2022-03-08 22:13:48.327466,0 days 00:01:04.796001,64,0.4,0.000558351939893866,0.98,0.9999,0.00044036907287194787,0.9,1,512,0.7947429946533661,PRUNED
155,155,-45.666666666666664,2022-03-08 22:12:44.062466,2022-03-08 22:13:34.626477,0 days 00:00:50.564011,128,0.4,0.0005640439898749299,0.98,0.9999,0.0009708503292226617,0.9,1,512,0.789950579551409,PRUNED
156,156,-50.333333333333336,2022-03-08 22:13:29.457465,2022-03-08 22:14:19.706465,0 days 00:00:50.249000,128,0.4,0.000579695311955317,0.98,0.9999,0.0004697946852702392,0.9,1,512,0.7941730755310028,PRUNED
157,157,-49.666666666666664,2022-03-08 22:13:34.628465,2022-03-08 22:14:37.133466,0 days 00:01:02.505001,64,0.2,0.007484659468729444,0.95,0.9,0.00024232122689329608,5.0,20,512,0.44516855791809323,PRUNED
158,158,-57.333333333333336,2022-03-08 22:13:48.329467,2022-03-08 22:14:49.388465,0 days 00:01:01.058998,64,0.2,0.007221318198420015,0.95,0.9,8.150551995636719e-05,5.0,20,2048,0.4428066131789279,PRUNED
159,159,-57.0,2022-03-08 22:14:19.708466,2022-03-08 22:15:19.478465,0 days 00:00:59.769999,64,0.2,0.007117486327384882,0.95,0.9,7.983093912038457e-05,5.0,20,2048,0.8743389419702099,PRUNED
160,160,-54.333333333333336,2022-03-08 22:14:37.135465,2022-03-08 22:15:39.236466,0 days 00:01:02.101001,64,0.1,0.006958676049421321,0.92,0.95,8.173378584994749e-05,5.0,20,2048,0.8817873449747305,PRUNED
161,161,-45.666666666666664,2022-03-08 22:14:49.390465,2022-03-08 22:15:53.042466,0 days 00:01:03.652001,64,0.4,0.00047137848052409073,0.8,0.95,0.0008005128504002262,1.0,1,2048,0.8772979509420046,PRUNED
162,162,-47.333333333333336,2022-03-08 22:15:19.480465,2022-03-08 22:16:22.124466,0 days 00:01:02.644001,64,0.4,0.00048331091248983297,0.8,0.95,0.00021700693711082397,1.0,1,2048,0.7134098480726604,PRUNED
163,163,-53.666666666666664,2022-03-08 22:15:39.238466,2022-03-08 22:16:40.555465,0 days 00:01:01.316999,64,0.4,0.004775298526412926,0.8,0.95,0.00012022707047203877,1.0,1,2048,0.838839130671718,PRUNED
164,164,-43.333333333333336,2022-03-08 22:15:53.044466,2022-03-08 22:16:52.853466,0 days 00:00:59.809000,64,0.4,0.005050347571529124,0.99,0.95,0.00012576418466666764,1.0,20,64,0.5205157786001997,PRUNED
165,165,-44.333333333333336,2022-03-08 22:16:22.126465,2022-03-08 22:17:23.231464,0 days 00:01:01.104999,64,0.4,0.0004017220600849037,0.99,0.95,0.0002863129510003823,0.3,20,64,0.8292020037036206,PRUNED
166,166,-45.0,2022-03-08 22:16:40.558465,2022-03-08 22:17:40.136466,0 days 00:00:59.578001,64,0.2,0.0003653982944149434,0.92,0.995,8.839499404407609e-05,0.3,20,64,0.927779906203815,PRUNED
167,167,-52.0,2022-03-08 22:16:52.855466,2022-03-08 22:20:04.849465,0 days 00:03:11.993999,32,0.2,0.00041625551985630365,0.92,0.995,8.911224260499939e-05,0.3,10,512,0.9198686567603482,COMPLETE
168,168,-43.0,2022-03-08 22:17:23.233465,2022-03-08 22:18:44.052467,0 days 00:01:20.819002,32,0.2,0.0003339985809897769,0.92,0.99,9.323384709888272e-05,0.9,10,512,0.9597386429676295,PRUNED
169,169,-46.0,2022-03-08 22:17:40.137466,2022-03-08 22:19:01.131465,0 days 00:01:20.993999,32,0.1,0.00033579972463242054,1.0,0.99,6.663827870313892e-05,0.9,10,512,0.9555159066125217,PRUNED
170,170,-51.0,2022-03-08 22:18:44.054464,2022-03-08 22:19:41.587466,0 days 00:00:57.533002,64,0.1,0.0007312590549527167,1.0,0.8,0.00016422091242643754,0.7,10,128,0.9405542794732469,PRUNED
171,171,-43.666666666666664,2022-03-08 22:19:01.133466,2022-03-08 22:21:06.172465,0 days 00:02:05.038999,64,0.2,0.0004071542251066189,0.9,0.999,0.00013727872321400353,0.7,1,128,0.9129052522979982,COMPLETE
172,172,-52.0,2022-03-08 22:19:41.589465,2022-03-08 22:20:35.413464,0 days 00:00:53.823999,64,0.2,0.0004201106103220239,0.98,0.999,0.00010894391355908104,2.0,1,2048,0.9742195701288654,PRUNED
173,173,-54.0,2022-03-08 22:20:04.851465,2022-03-08 22:21:00.948465,0 days 00:00:56.097000,64,0.4,0.0003776840418645111,0.99,0.995,0.00010699010680499192,2.0,1,512,0.7367328599077104,PRUNED
174,174,-52.0,2022-03-08 22:20:35.414466,2022-03-08 22:21:12.061464,0 days 00:00:36.646998,256,0.4,0.00030553931460429695,0.99,0.995,0.00020339093542218325,2.0,1,512,0.7265233004175502,PRUNED
175,175,-63.333333333333336,2022-03-08 22:21:00.950466,2022-03-08 22:21:39.976465,0 days 00:00:39.025999,256,0.4,0.0009201912778394332,0.99,0.995,0.00019901620410238725,2.0,1,512,0.5649172804874079,PRUNED
176,176,-49.0,2022-03-08 22:21:06.175466,2022-03-08 22:22:02.914465,0 days 00:00:56.738999,64,0.2,0.000500757192473395,0.9,0.999,0.00013881578996093817,0.7,1,128,0.9051547054771123,PRUNED
177,177,-45.666666666666664,2022-03-08 22:21:12.063465,2022-03-08 22:22:06.584465,0 days 00:00:54.521000,64,0.2,0.0061646262446752404,0.9,0.999,0.00014003181072922368,0.7,1,128,0.9001992153091366,PRUNED
178,178,-43.0,2022-03-08 22:21:39.978466,2022-03-08 22:22:16.394465,0 days 00:00:36.415999,64,0.2,0.00024992779787231373,0.9,0.999,0.00013900704718252437,0.7,1,128,0.905240309603519,PRUNED
179,179,-45.333333333333336,2022-03-08 22:22:19.237466,2022-03-08 22:23:16.910466,0 days 00:00:57.673000,64,0.3,0.00043736815408694046,0.9,0.9999,0.00015902450779853877,5.0,20,256,0.93047223196999,PRUNED
180,180,-61.0,2022-03-08 22:22:19.333467,2022-03-08 22:23:17.465466,0 days 00:00:58.131999,64,0.3,0.0004439516469314513,0.9,0.9999,0.00016220698003745177,5.0,20,128,0.9280515059244838,PRUNED
181,181,-45.333333333333336,2022-03-08 22:22:19.380465,2022-03-08 22:24:34.175466,0 days 00:02:14.795001,64,0.3,0.0028871519024199674,0.9,0.9999,0.00011748700457207221,5.0,20,128,0.9399619877463945,COMPLETE
182,182,-47.666666666666664,2022-03-08 22:23:16.912467,2022-03-08 22:24:17.675466,0 days 00:01:00.762999,64,0.2,0.00037776982779050484,0.8,0.99,0.0008837352093818804,0.7,20,128,0.41078981760374705,PRUNED
183,183,-58.333333333333336,2022-03-08 22:23:17.467466,2022-03-08 22:24:17.860465,0 days 00:01:00.392999,64,0.2,0.0003517979555732866,0.92,0.999,7.111609585355379e-05,0.9,20,64,0.8653246894598973,PRUNED
184,184,-51.666666666666664,2022-03-08 22:24:17.677466,2022-03-08 22:24:59.992466,0 days 00:00:42.315000,256,0.4,0.0003520707298733298,0.99,0.95,0.00018446704509143176,2.0,1,2048,0.6857624507544143,PRUNED
185,185,-49.0,2022-03-08 22:24:17.863466,2022-03-08 22:25:21.058467,0 days 00:01:03.195001,64,0.2,0.0001142781322442635,0.92,0.999,8.407936882412633e-05,0.9,20,64,0.8805899986546117,PRUNED
186,186,-52.666666666666664,2022-03-08 22:24:34.178465,2022-03-08 22:25:16.262465,0 days 00:00:42.084000,256,0.4,0.00027880502743298045,0.99,0.95,0.00013037896418567705,2.0,1,2048,0.9780215306078621,PRUNED
187,187,-57.333333333333336,2022-03-08 22:24:59.993466,2022-03-08 22:25:40.936466,0 days 00:00:40.943000,256,0.2,0.0003148308531029594,0.99,0.8,0.00012641595324122733,1.0,1,512,0.497653633384419,PRUNED
188,188,-53.666666666666664,2022-03-08 22:25:16.264465,2022-03-08 22:26:40.121466,0 days 00:01:23.857001,256,0.2,0.00038489566045002996,0.8,0.99,8.128555486981027e-05,1.0,1,512,0.6488512904446725,COMPLETE
189,189,-44.0,2022-03-08 22:25:21.061465,2022-03-08 22:26:19.763466,0 days 00:00:58.702001,64,0.2,0.00038541680967750763,0.92,0.999,7.894326177199752e-05,0.9,20,64,0.8387434116607126,PRUNED
190,190,-45.0,2022-03-08 22:25:40.938465,2022-03-08 22:26:39.514466,0 days 00:00:58.576001,64,0.3,0.0023784722753821576,0.9,0.9999,0.00010799902330895278,5.0,20,128,0.1656222188597518,PRUNED
191,191,-46.0,2022-03-08 22:26:19.765466,2022-03-08 22:27:16.054466,0 days 00:00:56.289000,64,0.2,0.0034012726241731475,0.9,0.9999,0.00011855184476561878,5.0,20,128,0.9652568388095583,PRUNED
192,192,-48.0,2022-03-08 22:26:39.516466,2022-03-08 22:27:34.135466,0 days 00:00:54.619000,64,0.3,0.003885456565206765,0.9,0.9999,6.0068104031143395e-05,5.0,20,128,0.9453558114659046,PRUNED
193,193,-62.0,2022-03-08 22:26:40.124465,2022-03-08 22:27:35.135466,0 days 00:00:55.011001,64,0.2,0.0004775778542721863,0.92,0.999,9.575741145588264e-05,0.9,20,64,0.8935051619334969,PRUNED
194,194,-53.333333333333336,2022-03-08 22:27:16.056466,2022-03-08 22:28:34.127466,0 days 00:01:18.071000,32,0.2,0.0004772045005981579,0.92,0.999,6.076707715716337e-05,0.9,1,64,0.8912949741134873,PRUNED
195,195,-36.333333333333336,2022-03-08 22:27:34.137465,2022-03-08 22:30:33.059466,0 days 00:02:58.922001,32,0.3,0.0025894767641069434,0.95,0.995,9.605152134261518e-05,5.0,1,2048,0.9079999784405156,COMPLETE
196,196,-56.666666666666664,2022-03-08 22:27:35.137466,2022-03-08 22:28:26.488468,0 days 00:00:51.351002,64,0.3,0.0029768469580953804,0.95,0.999,1.4723092029539608e-05,0.9,20,64,0.9176092383370902,PRUNED
197,197,-49.333333333333336,2022-03-08 22:28:26.490466,2022-03-08 22:29:43.492466,0 days 00:01:17.002000,32,0.1,0.009092054057246383,0.98,0.995,0.00024559768040629393,5.0,1,2048,0.9841766458365239,PRUNED
198,198,-52.333333333333336,2022-03-08 22:28:34.130465,2022-03-08 22:29:25.340465,0 days 00:00:51.210000,64,0.1,0.009047850346051796,0.98,0.995,0.00014974755002607367,5.0,1,2048,0.9409800475753662,PRUNED
199,199,-53.333333333333336,2022-03-08 22:29:25.342465,2022-03-08 22:30:18.062466,0 days 00:00:52.720001,64,0.2,0.0015052293283334577,0.8,0.99,0.0001018021327547211,0.5,20,2048,0.8625462997984423,PRUNED
200,200,-51.0,2022-03-08 22:29:43.493466,2022-03-08 22:30:37.123465,0 days 00:00:53.629999,64,0.2,0.00040056913108995804,0.8,0.99,8.922334393316351e-05,0.5,20,256,0.8527101913979639,PRUNED
201,201,-54.666666666666664,2022-03-08 22:30:18.064465,2022-03-08 22:31:10.156466,0 days 00:00:52.092001,64,0.2,0.0002034147352187055,0.99,0.95,8.637230651021259e-05,1.0,10,256,0.816019113983855,PRUNED
202,202,-44.0,2022-03-08 22:30:33.061466,2022-03-08 22:31:47.379466,0 days 00:01:14.318000,32,0.4,0.007933034547217286,0.95,0.995,9.016292586852704e-05,1.0,1,2048,0.7754094307109209,PRUNED
203,203,-45.0,2022-03-08 22:30:37.128466,2022-03-08 22:31:51.732467,0 days 00:01:14.604001,32,0.4,0.004298748907115357,0.95,0.995,7.593509440020304e-05,1.0,1,2048,0.9071383410551641,PRUNED
204,204,-59.666666666666664,2022-03-08 22:31:10.158466,2022-03-08 22:32:23.936466,0 days 00:01:13.778000,32,0.4,0.00451824434769386,0.95,0.995,7.062642430049053e-05,0.3,1,2048,0.9061674137515018,PRUNED
205,205,-46.333333333333336,2022-03-08 22:31:47.381466,2022-03-08 22:33:01.286466,0 days 00:01:13.905000,32,0.3,0.0017839327655512804,0.95,0.9999,0.00011356531902499315,5.0,20,2048,0.9179152051606863,PRUNED
206,206,-48.0,2022-03-08 22:31:51.733465,2022-03-08 22:33:05.795466,0 days 00:01:14.062001,32,0.3,0.0025577309115497556,0.95,0.9999,0.00011484205752679326,5.0,20,2048,0.919691116447568,PRUNED
207,207,-54.666666666666664,2022-03-08 22:32:23.939466,2022-03-08 22:33:44.889466,0 days 00:01:20.950000,32,0.2,0.000539130010443359,0.95,0.9,0.00022634236849438803,0.7,1,1024,0.8819861356386889,PRUNED
208,208,-51.666666666666664,2022-03-08 22:33:01.288466,2022-03-08 22:33:48.528465,0 days 00:00:47.239999,128,0.2,0.0005279831068031827,0.92,0.9,0.00021922983136547964,0.7,1,1024,0.8764835050351826,PRUNED
209,209,-43.0,2022-03-08 22:33:05.798466,2022-03-08 22:34:22.931467,0 days 00:01:17.133001,512,0.3,0.0005198383518956312,0.9,0.9,9.944409632067503e-05,5.0,1,1024,0.955684075569379,COMPLETE
210,210,-56.0,2022-03-08 22:33:44.891466,2022-03-08 22:34:22.828467,0 days 00:00:37.937001,512,0.3,0.001027482946247228,0.9,0.95,0.00010104801753844242,5.0,1,512,0.953130645950125,PRUNED
211,211,-45.666666666666664,2022-03-08 22:33:48.531465,2022-03-08 22:34:49.997488,0 days 00:01:01.466023,64,0.3,0.00016170209768247174,0.9,0.95,0.00012791893054048416,5.0,20,128,0.9550586751083284,PRUNED
212,212,-49.666666666666664,2022-03-08 22:34:22.829466,2022-03-08 22:36:36.968466,0 days 00:02:14.139000,64,0.3,0.002239620092979235,1.0,0.999,9.743957386520923e-05,5.0,20,128,0.4660567051071602,COMPLETE
213,213,-54.333333333333336,2022-03-08 22:34:22.934466,2022-03-08 22:34:59.952465,0 days 00:00:37.017999,512,0.3,0.0005978006362287952,0.9,0.9,0.00012642578229176164,5.0,1,1024,0.9796544496373512,PRUNED
214,214,-49.0,2022-03-08 22:34:49.998470,2022-03-08 22:35:28.455466,0 days 00:00:38.456996,512,0.3,0.00042924416762114565,0.9,0.9,9.496824794038086e-05,5.0,10,1024,0.9364629914820409,PRUNED
215,215,-50.0,2022-03-08 22:34:59.954465,2022-03-08 22:35:37.476466,0 days 00:00:37.522001,512,0.3,0.00043671190687077276,0.9,0.9,9.815265793278108e-05,5.0,10,1024,0.9390455092267058,PRUNED
216,216,-53.0,2022-03-08 22:35:28.457465,2022-03-08 22:36:24.570466,0 days 00:00:56.113001,512,0.3,0.0004477749840386329,0.8,0.999,0.00010400594308876606,5.0,20,64,0.4602038743920045,PRUNED
217,217,-42.333333333333336,2022-03-08 22:35:37.479465,2022-03-08 22:36:33.739467,0 days 00:00:56.260002,64,0.3,0.0003347070486577895,1.0,0.999,8.540734612577555e-05,5.0,20,64,0.9664341487935518,PRUNED
218,218,-41.0,2022-03-08 22:36:24.571466,2022-03-08 22:37:55.927466,0 days 00:01:31.356000,64,0.2,0.002736268263810412,1.0,0.8,0.000526942383747945,0.9,20,2048,0.9698487989795234,COMPLETE
219,219,-49.0,2022-03-08 22:36:33.741488,2022-03-08 22:37:27.734466,0 days 00:00:53.992978,64,0.2,0.00036586171262314266,0.92,0.8,0.00011281328440665092,0.9,20,2048,0.9227645391788848,PRUNED
220,220,-56.666666666666664,2022-03-08 22:36:36.970467,2022-03-08 22:37:31.304466,0 days 00:00:54.333999,64,0.2,0.0020323840919537713,0.92,0.8,0.0005891915418877991,0.9,1,2048,0.9966658752370158,PRUNED
221,221,-52.666666666666664,2022-03-08 22:38:00.484498,2022-03-08 22:38:57.389466,0 days 00:00:56.904968,64,0.2,0.002834712959016315,1.0,0.8,0.0005032149489826095,0.9,20,2048,0.9688484795586223,PRUNED
222,222,-44.333333333333336,2022-03-08 22:38:00.499466,2022-03-08 22:38:57.649466,0 days 00:00:57.150000,64,0.2,0.002785375528450677,0.8,0.8,0.00039944536833486094,0.9,20,2048,0.9606255019813437,PRUNED
223,223,-48.666666666666664,2022-03-08 22:38:00.513487,2022-03-08 22:40:09.817466,0 days 00:02:09.303979,64,0.2,0.0031678806449134136,1.0,0.8,0.0007533313960503422,0.9,20,2048,0.9592496418571571,COMPLETE
224,224,-56.666666666666664,2022-03-08 22:38:57.391465,2022-03-08 22:39:54.246465,0 days 00:00:56.855000,64,0.2,0.0032480227940399884,1.0,0.8,0.0007236887628447835,0.9,20,2048,0.8928773068520319,PRUNED
225,225,-43.333333333333336,2022-03-08 22:38:57.651467,2022-03-08 22:39:54.646466,0 days 00:00:56.994999,64,0.2,0.0014970380674896035,1.0,0.99,0.0003105968122423734,0.3,20,2048,0.9399662665066849,PRUNED
226,226,-44.666666666666664,2022-03-08 22:39:54.248466,2022-03-08 22:40:52.494466,0 days 00:00:58.246000,64,0.2,0.0021868041604671726,1.0,0.99,0.00031914132056452235,0.3,20,2048,0.9444679648699227,PRUNED
227,227,-54.666666666666664,2022-03-08 22:39:54.649466,2022-03-08 22:40:52.911466,0 days 00:00:58.262000,64,0.2,0.0005043507744726097,0.98,0.99,0.0005536047340253699,0.9,20,2048,0.9987631279191911,PRUNED
228,228,-49.666666666666664,2022-03-08 22:40:09.820465,2022-03-08 22:41:08.222465,0 days 00:00:58.402000,64,0.4,0.0003980945815626342,0.99,0.995,0.00017466947402682681,2.0,1,512,0.6623164346660566,PRUNED
229,229,-37.333333333333336,2022-03-08 22:40:52.496466,2022-03-08 22:43:01.595465,0 days 00:02:09.098999,64,0.4,0.0005144249868191521,0.99,0.995,0.0005450734608519049,2.0,1,512,0.9971912757728866,COMPLETE
230,230,-50.666666666666664,2022-03-08 22:40:52.914466,2022-03-08 22:41:49.504466,0 days 00:00:56.590000,64,0.4,0.0036252126940791844,0.99,0.995,0.00017149555654355535,2.0,1,512,0.5088946529108054,PRUNED
231,231,-61.0,2022-03-08 22:41:08.225465,2022-03-08 22:42:32.738464,0 days 00:01:24.512999,32,0.1,0.0006806113395999836,0.99,0.95,0.0001447579269856934,2.0,1,512,0.5246551517470619,PRUNED
232,232,-48.333333333333336,2022-03-08 22:41:49.506465,2022-03-08 22:42:28.765465,0 days 00:00:39.259000,256,0.1,0.0003200807962636893,0.99,0.95,7.851407610910463e-05,1.0,1,512,0.7122091756376987,PRUNED
233,233,-48.0,2022-03-08 22:42:28.767465,2022-03-08 22:44:31.104465,0 days 00:02:02.337000,64,0.2,0.0003489067449344387,0.8,0.9999,8.644669343302539e-05,2.0,1,128,0.9144622752182824,COMPLETE
234,234,-44.333333333333336,2022-03-08 22:42:32.739466,2022-03-08 22:43:27.098467,0 days 00:00:54.359001,64,0.2,0.00035063941533387507,0.8,0.9999,8.421784921162117e-05,5.0,1,128,0.8916930924798531,PRUNED
235,235,-49.333333333333336,2022-03-08 22:43:01.598468,2022-03-08 22:43:55.799471,0 days 00:00:54.201003,64,0.2,0.0005144480522216266,0.8,0.9999,0.0005074680343302799,5.0,1,128,0.9786559608218679,PRUNED
236,236,-44.666666666666664,2022-03-08 22:43:27.100465,2022-03-08 22:44:19.742465,0 days 00:00:52.642000,64,0.2,0.002540415111112832,0.9,0.9,0.00045156642503195763,0.7,10,64,0.9814787559998049,PRUNED
