#{"t_start": 1646660892.817173, "env_id": "WordleWord-v0"}
r,l,t
11,7,4.415212
18,6,4.430837
13,6,4.446462
6,12,4.477713
45,6,4.493339
23,6,4.508964
25,1,4.508964
12,8,4.524587
66,9,4.555837
22,6,4.571462
44,4,4.587088
54,7,4.602713
-25,33,4.680837
53,4,4.696463
64,5,4.712089
22,6,4.727712
62,4,4.727712
21,6,4.743338
16,6,4.758962
-3,36,5.212086
26,6,5.227712
47,4,5.243335
58,5,5.243335
15,7,5.258961
13,6,5.290211
20,6,5.305836
36,6,5.32146
40,4,5.32146
39,5,5.337086
-26,51,5.462087
41,3,5.477712
56,5,5.477712
16,7,5.493337
44,3,5.508961
0,12,5.540213
23,6,5.555836
32,2,5.555836
63,7,5.571462
20,6,5.587086
37,4,5.602712
10,7,5.618336
51,4,5.633961
26,15,5.665211
47,7,5.680836
13,6,5.696461
26,11,5.74334
7,7,5.758962
27,6,5.774585
27,7,5.790212
40,4,5.805836
18,7,5.821461
-25,42,6.290212
2,6,6.321462
26,6,6.337086
13,7,6.35271
-1,21,6.399585
22,6,6.415211
52,5,6.430837
16,7,6.462087
17,8,6.477711
50,4,6.477711
26,7,6.493336
-50,71,6.665211
4,13,6.712087
-24,54,6.837085
51,6,6.85271
32,2,6.85271
67,6,7.243342
21,8,7.258962
37,8,7.290212
11,15,7.321464
29,6,7.337089
28,13,7.383966
35,7,7.399591
32,6,7.415211
33,3,7.430837
16,6,7.430837
9,6,7.446461
13,7,7.477709
34,8,7.493341
28,6,7.508961
66,5,7.524585
28,6,7.54021
29,6,7.555834
6,12,7.587086
18,6,7.60271
54,8,7.618337
-11,19,7.680837
34,2,7.680837
48,4,7.696466
29,8,7.712085
51,4,7.712085
14,7,7.743336
-13,15,7.774586
19,29,7.868336
40,6,7.883962
36,6,7.899588
55,17,8.305837
53,4,8.321462
5,28,8.38396
25,6,8.399585
17,7,8.430835
24,6,8.446462
64,6,8.446462
23,7,8.477711
36,6,8.493341
31,10,8.508962
25,9,8.540216
23,7,8.555835
50,4,8.555835
25,1,8.555835
34,2,8.571462
39,6,8.587085
24,6,8.602712
42,3,8.602712
66,6,8.618336
67,5,8.633962
56,5,8.649586
37,4,8.649586
14,10,8.680837
39,7,8.696464
23,7,8.727711
36,6,8.727711
54,3,8.752517
22,6,8.76659
46,7,8.782216
36,3,8.782216
23,6,8.797841
2,10,8.829091
34,2,8.829091
28,6,8.844718
22,6,8.860345
21,12,8.891594
23,6,8.907216
57,4,8.922843
60,4,8.922843
-13,21,9.344718
25,6,9.360343
26,6,9.375968
44,3,9.375968
20,6,9.391593
-20,37,9.485346
0,7,9.500968
36,3,9.51659
48,4,9.532217
-786,786,12.688466
25,6,12.704092
30,7,12.719717
51,4,12.735342
25,6,12.750968
59,4,12.766593
25,6,12.782225
30,8,12.797845
45,6,12.813468
37,9,12.844717
9,6,12.860343
69,6,12.875968
51,4,12.891595
8,7,12.907216
51,4,12.907216
7,9,12.938466
43,7,12.954091
32,2,12.969718
28,6,12.985342
36,3,12.985342
55,5,13.000966
25,5,13.016592
27,6,13.032216
47,4,13.047842
11,7,13.063468
12,6,13.079092
27,6,13.094717
66,5,13.485343
11,7,13.500968
36,6,13.51659
16,6,13.532216
3,7,13.547843
44,6,13.563468
29,7,13.579092
47,4,13.594717
31,6,13.610343
47,4,13.625967
20,6,13.641593
42,3,13.641593
42,3,13.657228
5,10,13.688468
17,9,13.704093
61,5,13.719718
3,6,13.735342
25,6,13.76403
10,7,13.774087
-1,21,13.83659
26,6,13.852214
36,6,13.867839
40,6,13.883465
48,6,13.89909
36,6,13.914715
35,6,13.930339
36,6,13.945963
8,8,13.961588
27,14,14.008464
5,6,14.024088
0,6,14.039714
44,4,14.039714
39,7,14.070963
22,7,14.086589
-1,49,14.602213
36,8,14.617837
20,7,14.633464
29,10,14.664714
56,5,14.664714
65,7,14.695962
23,8,14.711589
7,6,14.727214
18,7,14.74284
44,6,14.758463
35,6,14.77409
31,11,14.805339
65,7,14.820964
10,9,14.852212
51,5,14.867838
0,9,14.883465
47,4,14.89909
44,6,14.914714
31,8,14.930339
34,9,14.961588
37,7,14.977214
38,6,14.992837
14,6,15.008463
44,3,15.024087
27,6,15.039714
34,2,15.039714
22,7,15.055338
32,9,15.086589
29,6,15.102214
43,7,15.117837
4,7,15.133463
67,5,15.149088
4,26,15.227213
35,6,15.617839
-4,26,15.680338
18,6,15.711589
13,6,15.727215
17,26,15.789714
31,6,15.805338
34,2,15.805338
25,6,15.820965
24,6,15.836589
16,6,15.852214
17,8,15.883465
24,7,15.899089
42,3,15.914714
52,5,15.914714
18,12,15.945963
47,4,15.961588
65,5,15.977215
52,5,15.992838
14,10,16.024089
-25,42,16.149088
46,6,16.164716
47,5,16.180339
61,7,16.195965
36,7,16.21159
8,11,16.242841
37,9,16.274089
48,4,16.274089
8,6,16.289716
46,5,16.305341
58,6,16.711589
67,5,16.727214
28,6,16.742839
12,13,16.774089
35,7,16.789713
12,18,16.836589
15,7,16.852216
37,7,16.867838
0,8,16.899089
15,6,16.914714
-10,45,17.039714
39,3,17.039714
20,6,17.055339
18,6,17.070963
48,4,17.086589
64,5,17.102215
53,5,17.117838
19,9,17.133463
25,1,17.133463
16,6,17.149088
35,6,17.164716
25,8,17.195964
43,4,17.195964
7,6,17.211587
11,6,17.227212
10,7,17.258468
54,3,17.258468
25,1,17.258468
18,8,17.289713
63,5,17.305339
36,6,17.320964
35,4,17.320964
12,9,17.352213
42,5,17.36784
20,8,17.758466
50,4,17.774091
24,6,17.789712
34,6,17.80534
-10,25,17.883465
41,3,17.883465
51,5,17.899088
38,8,17.930341
44,6,17.945966
42,3,17.945966
6,7,17.977214
58,4,17.977214
23,7,18.008465
29,6,18.024092
-15,61,18.195965
39,7,18.21159
40,6,18.227215
11,6,18.24284
25,6,18.258465
16,6,18.27409
3,8,18.305337
36,3,18.305337
19,7,18.320965
35,6,18.33659
32,2,18.352214
37,7,18.36784
11,13,18.399089
40,4,18.414712
3,6,18.430343
-10,10,18.461589
36,6,18.477214
5,6,18.876016
34,2,18.891643
7,7,18.907268
47,5,18.922893
11,6,18.938518
41,3,18.938518
16,6,18.954144
-3,9,18.985391
40,6,19.001018
12,7,19.016644
5,10,19.047893
10,6,19.063517
44,3,19.079142
55,8,19.094765
16,8,19.126018
34,2,19.126018
18,8,19.141642
50,4,19.15727
17,6,19.172892
13,8,19.204143
11,6,19.219769
64,5,19.235394
38,6,19.251018
22,17,19.297892
32,2,19.297892
22,7,19.313515
16,6,19.329142
5,6,19.344767
7,10,19.376018
-7,12,19.407267
11,6,19.422892
41,3,19.438517
10,6,19.454142
45,6,19.469768
0,9,19.485393
66,4,19.501017
23,9,19.532267
51,6,19.547892
10,6,19.563517
15,8,19.969769
48,4,19.985393
47,3,19.985393
55,8,20.016642
56,5,20.016642
10,6,20.04789
75,5,20.04789
-3,16,20.094766
46,5,20.110392
54,7,20.126019
31,9,20.157268
45,5,20.172893
22,6,20.188517
24,6,20.20414
36,6,20.219767
3,54,20.391642
23,6,20.407266
12,12,20.438516
39,7,20.454143
58,7,20.485393
24,7,20.503225
41,3,20.503225
56,5,20.518854
64,5,20.534477
48,3,20.550103
46,4,20.550103
51,4,20.565727
27,6,20.581353
20,10,20.612604
3,6,20.628227
19,6,20.643853
31,6,20.659477
23,7,20.675102
66,4,21.081354
13,7,21.096978
21,8,21.112604
2,7,21.128229
62,8,21.159479
22,6,21.175101
38,6,21.190728
23,6,21.206354
35,6,21.221978
32,6,21.237603
19,6,21.253227
24,7,21.284478
27,6,21.300101
23,10,21.315726
67,5,21.331353
10,7,21.346978
39,7,21.378229
67,5,21.378229
44,6,21.409478
48,3,21.409478
14,6,21.425104
36,6,21.440729
50,4,21.456354
14,7,21.471978
29,6,21.487602
29,6,21.503229
25,1,21.503229
-19,17,21.550105
15,6,21.565728
12,6,21.581354
36,6,21.596978
52,5,21.612603
38,6,21.628228
28,12,21.659475
36,6,21.690727
25,1,21.690727
53,4,21.690727
13,8,21.721977
-2,15,21.753228
6,6,22.159479
18,7,22.175105
11,7,22.206353
14,7,22.221977
19,6,22.237603
30,2,22.237603
27,6,22.253228
7,6,22.284477
32,2,22.284477
-2,17,22.331352
57,4,22.346977
35,6,22.362602
45,6,22.378227
5,6,22.393852
-1,14,22.425102
67,5,22.440728
36,6,22.456352
51,5,22.471978
22,6,22.487603
40,6,22.503227
28,6,22.518852
33,6,22.550105
52,5,22.550105
27,6,22.565727
45,7,22.596978
15,6,22.612604
10,8,22.628227
-18,22,22.690728
65,5,22.706353
43,7,22.721976
48,4,22.737603
36,6,22.753227
32,9,22.768852
59,5,22.784478
52,9,22.815728
40,6,22.831352
26,7,22.846977
45,6,22.862604
21,6,23.284479
3,7,23.300104
30,6,23.315729
20,6,23.331354
2,9,23.362602
13,6,23.378228
36,3,23.378228
-15,21,23.440728
10,17,23.487603
44,3,23.487603
-78,82,23.721979
50,4,23.721979
24,6,23.737602
19,6,23.753228
26,7,23.789431
7,41,23.886261
23,7,23.917511
33,7,23.948761
18,7,23.980012
27,6,23.995637
44,6,24.54251
25,6,24.558136
24,7,24.57376
15,6,24.589388
9,7,24.620637
23,7,24.636261
41,3,24.651886
18,8,24.667511
36,3,24.683136
50,4,24.698762
7,6,24.714386
62,4,24.73001
23,6,24.745636
36,6,24.761261
22,6,24.792511
8,8,24.808133
44,3,24.823761
17,6,24.839385
8,7,24.85501
13,7,24.901887
47,4,24.901887
18,6,24.917511
6,6,24.948763
44,6,24.964387
62,4,24.980011
-11,21,25.074014
32,2,25.089639
45,7,25.12089
32,2,25.12089
64,5,25.136514
44,3,25.152138
28,6,25.183391
27,8,25.214639
18,6,25.230264
32,2,25.230264
8,11,25.277139
11,6,25.292765
39,7,25.324014
18,6,25.339639
25,6,25.355264
57,4,25.370889
41,3,25.370889
29,12,25.808388
6,12,25.839638
28,6,25.855263
31,3,25.870889
40,6,25.886515
32,2,25.886515
55,5,25.902139
67,5,25.917763
44,6,25.933388
22,6,25.964639
11,11,26.011514
9,7,26.050812
22,6,26.060877
57,4,26.076507
13,6,26.092134
7,23,26.170257
59,9,26.201506
43,4,26.201506
45,7,26.232756
19,6,26.248381
64,5,26.264004
24,6,26.279629
19,7,26.295256
8,9,26.326505
6,6,26.34213
17,6,26.357756
17,6,26.373382
51,9,26.404631
47,5,26.420256
13,11,26.451506
30,7,26.467131
66,5,26.482756
10,20,26.52963
25,10,26.560881
45,6,26.576505
32,2,26.967127
49,4,26.982755
55,6,26.998379
18,14,27.029631
44,3,27.045256
11,8,27.06088
29,14,27.092132
29,7,27.12338
41,3,27.12338
-5,8,27.15463
49,7,27.170256
44,3,27.185881
21,6,27.201507
34,7,27.217131
25,1,27.217131
32,2,27.232755
21,8,27.248379
10,6,27.264005
42,3,27.279629
25,8,27.295254
0,6,27.310879
22,6,27.326506
19,7,27.357755
36,3,27.357755
59,4,27.373379
49,8,27.389004
7,18,27.435879
46,3,27.451505
16,6,27.467129
19,6,27.482754
19,7,27.498379
40,4,27.514005
30,2,27.514005
44,3,27.529631
13,6,27.545256
57,4,27.567782
33,9,27.594207
14,6,27.612532
25,6,27.629898
45,6,27.648226
21,6,27.66551
48,4,27.675671
35,7,27.69704
61,6,28.084491
45,5,28.100116
10,9,28.131365
9,9,28.14699
46,5,28.162616
22,6,28.17824
47,5,28.193865
43,9,28.225114
42,3,28.225114
36,8,28.256365
34,7,28.27199
15,6,28.287614
20,6,28.303239
63,5,28.318865
63,7,28.334489
10,6,28.350115
59,7,28.365738
36,3,28.381365
24,6,28.396988
18,8,28.412614
36,3,28.428239
23,6,28.443864
18,6,28.459488
44,4,28.459488
20,10,28.490737
2,7,28.521991
24,6,28.537616
30,7,28.553241
26,8,28.568865
56,5,28.584491
47,10,28.61574
29,6,28.631362
65,7,28.646989
17,8,28.678245
52,5,28.678245
12,6,28.693866
37,4,28.709491
62,8,28.740741
42,3,28.740741
11,6,28.756365
8,12,29.170998
29,6,29.186625
5,6,29.20225
29,6,29.217874
46,6,29.233499
50,7,29.264748
35,6,29.280373
37,3,29.280373
45,3,29.295997
34,2,29.295997
37,7,29.311624
17,8,29.342872
-4,17,29.389747
20,6,29.421
50,4,29.421
3,6,29.436625
49,8,29.467873
44,6,29.483497
42,3,29.483497
11,11,29.51475
-21,31,29.592874
9,6,29.608498
27,3,29.624123
44,6,29.639749
43,4,29.655374
3,6,29.671
12,6,29.686623
6,7,29.702249
24,6,29.717873
36,6,29.733497
59,5,29.749122
25,6,29.764749
61,9,29.795997
34,7,29.811622
51,4,29.811622
11,16,29.858499
-20,29,30.342873
14,7,30.358497
57,5,30.374121
-6,18,30.420997
34,7,30.436623
50,4,30.452247
35,7,30.467872
16,6,30.483497
41,7,30.514748
40,6,30.530374
24,10,30.545998
28,8,30.577247
5,6,30.627192
38,6,30.651321
23,16,30.707593
36,6,30.723593
18,6,30.731646
22,7,30.760323
24,7,30.786181
64,5,30.801804
65,10,30.817431
-48,70,31.03618
35,6,32.158318
17,6,32.205195
8,30,32.361444
66,6,32.377068
46,5,32.392692
15,9,32.408315
45,7,32.439566
17,6,32.455191
62,6,32.470818
29,7,32.486441
4,8,32.502065
52,5,32.517691
56,4,32.533316
44,6,32.548941
45,5,32.564566
5,7,32.58019
21,7,32.595816
25,6,32.61144
45,7,32.642691
67,5,32.642691
57,4,32.658316
61,5,32.673942
13,6,32.689568
17,7,32.705191
4,6,32.720816
30,6,32.736441
35,6,32.752064
36,7,32.783316
44,6,32.798942
67,5,32.814567
45,3,32.814567
24,6,32.830191
27,6,32.845816
44,3,32.861442
51,5,32.877066
31,2,32.877066
35,6,32.892692
31,6,32.908316
44,3,32.908316
57,4,32.923941
17,9,32.95519
18,8,33.345817
47,7,33.377066
24,6,33.392692
-35,43,33.502066
10,36,33.595814
50,4,33.61144
46,6,33.627066
13,6,33.642691
10,6,33.658318
67,5,33.673942
5,6,33.689566
10,6,33.705192
36,3,33.705192
17,6,33.720817
28,7,33.736441
44,6,33.767691
31,17,33.806341
52,4,33.821968
13,6,33.837594
34,8,33.85322
61,5,33.868845
45,6,33.884467
-16,46,34.00947
11,6,34.41572
20,6,34.431346
21,6,34.446969
-13,32,34.540718
11,19,34.603222
67,5,34.618845
44,3,34.618845
64,5,34.634471
32,2,34.634471
54,6,34.650095
20,6,34.66572
14,6,34.69697
41,3,34.69697
16,8,34.728219
31,7,34.743846
38,6,34.75947
6,6,34.775095
45,6,34.79072
51,4,34.806345
62,8,34.821971
44,3,34.837596
17,7,34.853222
22,7,34.868845
14,6,34.88447
26,6,34.900096
36,6,34.915721
55,6,34.931344
25,1,34.931344
0,12,34.962595
63,7,34.993844
44,3,34.993844
24,6,35.00947
60,12,35.04072
63,7,35.07197
35,7,35.087594
18,8,35.103219
27,7,35.509471
14,9,35.54072
2,8,35.556346
39,12,35.60322
43,5,35.60322
46,5,35.618845
47,5,35.63447
26,8,35.665722
10,7,35.681345
6,9,35.712595
22,6,35.728219
66,5,35.728219
11,8,35.75947
29,6,35.775095
-22,40,35.884468
66,5,35.900095
18,7,35.91572
44,6,35.931342
60,8,35.946969
44,3,35.962593
16,6,35.978223
-14,23,36.040722
36,5,36.056346
31,6,36.071967
-10,14,36.118846
29,8,36.150093
-73,86,36.775095
3,15,36.806346
31,6,36.82197
22,6,36.837596
36,6,36.868844
20,6,36.88447
5,8,36.900093
14,9,36.931345
13,6,36.946967
36,6,36.962594
6,10,36.993845
8,13,37.025095
46,11,37.056345
66,4,37.056345
46,6,37.07197
44,3,37.087594
20,6,37.10322
14,6,37.118845
11,7,37.134469
42,3,37.150096
61,5,37.165723
66,5,37.181346
13,6,37.19697
43,4,37.19697
34,7,37.228218
49,5,37.243845
27,6,37.259469
28,6,37.275094
27,6,37.290719
21,7,37.306346
-5,9,37.72822
55,8,37.743845
27,9,37.775095
24,6,37.775095
8,7,37.806345
22,7,37.82197
25,6,37.837595
6,7,37.853221
18,8,37.884469
2,14,37.915722
1,44,38.040721
5,8,38.056346
20,6,38.07197
-9,22,38.13447
3,19,38.19697
35,6,38.212595
40,6,38.228221
37,7,38.243845
12,6,38.259471
39,7,38.275095
25,6,38.290719
23,6,38.306345
5,6,38.32197
47,4,38.337595
14,6,38.35322
27,6,38.368845
64,5,38.384469
30,12,38.814883
21,6,38.830511
36,3,38.830511
-31,44,38.971136
12,25,39.049261
14,7,39.064886
-59,64,39.236761
44,3,39.252384
44,3,39.252384
50,4,39.26801
33,6,39.283635
50,4,39.299259
20,6,39.314884
14,10,39.346137
19,6,39.361763
22,6,39.377388
5,7,39.393013
30,7,39.408638
62,4,39.424261
26,6,39.439887
27,6,39.455512
17,6,39.471134
66,5,39.48676
12,7,39.502386
20,8,39.533636
19,6,39.971134
53,4,39.986759
15,7,40.002386
32,6,40.018011
51,4,40.033634
7,6,40.04926
56,5,40.064886
-5,22,40.111762
15,6,40.143011
51,4,40.143011
44,3,40.158637
3,45,40.283636
17,9,40.299261
10,6,40.330509
61,6,40.346136
14,7,40.361761
62,5,40.377386
23,14,40.408637
32,6,40.424261
45,6,40.439887
12,7,40.455512
19,6,40.471137
44,3,40.486763
16,6,40.502386
64,6,40.518012
-115,132,41.252386
27,9,41.283636
50,4,41.299261
50,4,41.299261
10,15,41.346136
3,8,41.377386
20,7,41.393012
18,7,41.408637
61,5,41.424263
21,6,41.439885
6,8,41.455511
15,34,41.564888
32,6,41.580512
46,5,41.580512
36,6,41.611763
24,7,41.627387
56,5,41.643009
3,8,41.658637
22,6,41.674262
23,7,41.689886
4,13,41.736762
52,4,41.736762
13,7,42.143009
12,7,42.174263
24,7,42.189888
15,7,42.205512
33,3,42.221136
21,7,42.236761
19,6,42.252386
21,6,42.268009
49,7,42.283636
6,7,42.299261
18,6,42.314887
28,6,42.330512
-7,37,42.439886
20,6,42.455513
12,7,42.471135
21,8,42.486773
45,3,42.502387
37,6,42.518012
62,8,42.533634
57,4,42.549261
22,6,42.564885
47,4,42.58051
42,3,42.58051
25,8,42.611761
44,3,42.611761
62,4,42.627386
-1,19,42.674261
34,7,42.705512
33,6,42.721136
21,7,42.736762
47,4,42.736762
61,7,42.76801
10,28,43.221137
22,6,43.236763
5,6,43.252387
46,5,43.299263
51,4,43.299263
0,15,43.346137
0,10,43.377387
37,7,43.393013
66,9,43.424259
2,6,43.439884
42,4,43.439884
13,7,43.471134
61,5,43.486762
35,7,43.502386
58,4,43.518013
32,2,43.518013
-7,28,43.596137
66,5,43.611761
7,6,43.627387
58,5,43.643009
38,13,43.674263
2,13,43.705512
21,8,43.73676
-1,10,43.752387
17,7,43.783637
25,6,43.803779
20,6,43.820777
36,6,43.822814
37,7,43.854065
41,7,43.869691
68,7,43.885314
50,6,43.900942
68,7,43.916567
13,6,43.932191
64,5,44.338441
24,6,44.354067
15,6,44.36969
49,5,44.385315
2,18,44.432191
47,4,44.447825
13,6,44.463442
13,8,44.479064
66,4,44.494692
25,1,44.494692
25,1,44.494692
56,5,44.510317
13,10,44.541566
48,3,44.541566
78,5,44.557193
26,8,44.588441
27,6,44.604065
34,2,44.604065
43,5,44.619691
15,6,44.635315
18,8,44.65094
19,6,44.666566
11,6,44.682191
26,9,44.713441
12,6,44.729066
29,6,44.74469
48,3,44.74469
7,9,44.775941
51,6,44.791566
5,7,44.807191
19,6,44.822816
-17,25,44.885316
44,3,44.900941
22,8,44.916567
24,9,44.947814
35,7,44.96344
27,7,44.979065
19,7,44.994689
39,3,45.010316
10,9,45.416567
14,10,45.432191
2,9,45.463441
-4,8,45.479066
37,3,45.494691
23,7,45.510316
45,6,45.525941
47,5,45.541568
25,10,45.572814
35,6,45.588441
20,6,45.604067
36,3,45.619692
15,9,45.635317
22,6,45.650942
9,8,45.682192
33,7,45.697814
34,9,45.729066
13,8,45.744691
8,25,45.807192
39,7,45.838443
66,5,45.854068
55,5,45.869691
40,4,45.885316
32,2,45.885316
43,3,45.885316
19,7,45.916566
10,7,45.932193
22,6,45.947818
66,6,45.963442
28,6,45.979067
10,17,46.025943
44,3,46.025943
25,6,46.041566
57,4,46.057193
16,7,46.072817
52,8,46.104068
27,6,46.510318
67,5,46.525942
18,6,46.541568
62,6,46.557192
-3,11,46.588443
52,4,46.588443
13,9,46.619692
51,4,46.635316
64,6,46.650942
8,6,46.666566
39,5,46.682191
46,5,46.697816
16,10,46.713442
7,6,46.744691
57,4,46.744691
18,8,46.775942
35,6,46.791564
5,6,46.807189
20,6,46.822817
44,16,46.869692
14,6,46.885316
66,5,46.900941
34,7,46.916567
10,6,46.932191
13,6,46.947816
61,6,46.963442
39,3,46.979067
21,7,46.994691
25,6,47.010317
27,6,47.025944
-2,6,47.041566
25,1,47.041566
47,4,47.057191
11,7,47.072817
27,7,47.088442
21,7,47.119689
31,6,47.135316
41,7,47.150943
20,6,47.166567
51,5,47.18219
36,6,47.213443
18,7,47.635315
31,6,47.65094
-11,18,47.697816
27,6,47.713442
48,6,47.729066
15,6,47.744693
19,6,47.760317
55,13,47.791566
51,5,47.807191
14,16,47.854066
35,6,47.869691
48,6,47.885316
45,6,47.900939
47,4,47.916564
25,6,47.932191
-4,8,47.947816
36,7,47.963442
24,6,47.979067
8,6,47.99469
15,7,48.025941
26,7,48.041568
23,6,48.057191
47,5,48.072817
17,11,48.104067
20,7,48.119692
25,1,48.119692
66,6,48.135317
34,7,48.150941
48,4,48.166567
17,8,48.182191
36,3,48.197814
37,7,48.21344
62,6,48.229066
21,6,48.24469
44,6,48.260315
6,22,48.697816
44,3,48.697816
47,7,48.713441
29,6,48.729067
41,3,48.74469
64,8,48.760315
51,5,48.775941
40,6,48.791567
55,4,48.817391
47,4,48.829391
46,6,48.831435
36,5,48.847062
13,6,48.862687
22,6,48.878311
49,8,48.909562
46,6,48.925188
19,7,48.940812
19,7,48.956436
10,43,49.081438
45,7,49.097062
51,8,49.112687
39,7,49.143937
27,9,49.159564
27,6,49.175186
29,6,49.190813
44,6,49.222086
55,6,49.237689
14,9,49.268939
40,6,49.30019
5,6,49.315814
7,6,49.331439
55,5,49.347064
51,5,49.378315
35,6,49.393938
20,12,49.425191
13,7,49.878314
29,6,49.893938
51,4,49.909564
-3,16,49.956438
64,5,49.972062
21,7,49.987688
22,7,50.003313
15,7,50.018937
36,3,50.034563
12,7,50.050187
4,7,50.065813
13,7,50.081439
5,7,50.112688
19,6,50.128313
2,7,50.143938
-36,46,50.268937
52,5,50.284561
26,11,50.31581
43,3,50.31581
42,8,50.347061
51,4,50.347061
60,10,50.378314
14,6,50.393937
50,4,50.409563
44,7,50.425185
19,6,50.440813
61,5,50.456438
42,5,50.472063
53,4,50.487689
47,4,50.487689
9,7,50.503313
12,6,50.534562
5,6,50.55019
52,5,50.55019
65,6,50.956438
4,12,50.987687
33,3,51.003313
38,6,51.018939
32,2,51.018939
3,10,51.050187
33,6,51.065812
52,8,51.081438
36,6,51.097061
52,5,51.112687
11,6,51.143939
47,3,51.159564
34,2,51.159564
10,9,51.190815
13,6,51.206439
21,7,51.237689
51,4,51.253314
29,7,51.268939
44,3,51.284564
47,4,51.284564
11,7,51.300188
6,7,51.331438
64,5,51.347064
20,6,51.362689
27,6,51.378312
25,6,51.393938
63,5,51.409563
45,7,51.425188
16,6,51.440813
57,4,51.456438
17,8,51.472061
29,6,51.487687
-3,8,51.503314
55,6,51.534564
45,3,51.534564
21,6,51.550188
23,7,51.565814
21,6,51.581438
36,3,51.597063
36,6,51.628315
-58,78,52.237688
56,5,52.253313
42,6,52.268936
7,6,52.284564
27,2,52.284564
24,18,52.331439
17,7,52.347063
63,7,52.362688
22,6,52.378312
4,7,52.409562
19,8,52.425185
15,7,52.440812
33,8,52.456438
36,6,52.472061
12,7,52.503312
47,4,52.503312
39,6,52.518935
5,6,52.534562
14,7,52.565813
64,5,52.581439
32,2,52.581439
0,21,52.628312
28,6,52.659562
52,5,52.659562
27,7,52.690813
-33,63,53.253314
61,11,53.284564
15,8,53.300188
41,4,53.315814
65,6,53.331438
6,7,53.347064
20,8,53.37831
20,6,53.393937
53,5,53.393937
2,6,53.425188
44,6,53.440814
15,6,53.456439
48,4,53.472063
36,8,53.487689
14,7,53.503313
17,6,53.518936
56,5,53.534564
27,6,53.550188
7,13,53.597061
15,10,53.612688
15,6,53.62831
19,12,53.659563
51,5,53.675189
51,8,53.706438
24,6,53.722063
15,7,53.737688
66,5,53.753314
52,9,53.78456
19,6,53.800188
-17,30,53.886877
55,6,54.294452
21,6,54.310076
34,2,54.310076
47,3,54.325702
28,9,54.341326
37,4,54.356952
46,5,54.372577
-73,80,54.591323
35,7,54.606951
22,6,54.622576
47,6,54.638201
37,4,54.653826
13,6,54.669451
57,5,54.685075
39,7,54.700699
-9,22,54.763201
44,3,54.763201
3,6,54.778827
39,3,54.794451
63,7,54.810077
28,7,54.825701
-15,45,54.950701
66,6,54.966325
36,3,54.981949
41,3,55.372574
62,4,55.388201
27,6,55.403826
26,8,55.419448
48,4,55.435076
63,4,55.450701
29,7,55.466325
16,7,55.481952
36,3,55.497574
39,7,55.513202
67,5,55.528826
24,6,55.544451
45,5,55.560077
17,7,55.575701
6,7,55.591326
-20,38,55.700702
16,7,55.716326
43,7,55.731951
19,9,55.763201
32,2,55.763201
44,4,55.778826
65,6,55.794452
14,6,55.810075
15,6,55.825702
51,5,55.841328
