,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_clip_range,params_ent_coef,params_gae_lambda,params_gamma,params_learning_rate,params_max_grad_norm,params_n_epochs,params_n_steps,params_vf_coef,state
255,255,0.0,2022-03-07 03:54:25.933555,2022-03-07 03:54:46.381326,0 days 00:00:20.447771,32,0.2,0.0005190677789225656,0.95,0.99,0.00012144841205542089,0.5,1,256,0.909538712394695,PRUNED
256,256,6.333333333333333,2022-03-07 03:54:46.381326,2022-03-07 03:55:09.695960,0 days 00:00:23.314634,128,0.1,0.000341899963174765,0.98,0.9,3.717629620107003e-05,1.0,10,2048,0.21216996872415925,PRUNED
257,257,0.3333333333333333,2022-03-07 03:55:09.695960,2022-03-07 03:55:49.764785,0 days 00:00:40.068825,64,0.4,0.0004666170918380396,0.9,0.99,4.364876514994742e-05,0.3,20,256,0.2950484843444744,PRUNED
258,258,3.6666666666666665,2022-03-07 03:55:49.764785,2022-03-07 03:56:18.054475,0 days 00:00:28.289690,32,0.1,0.00022287416699044932,0.8,0.999,2.3945696167970143e-05,0.7,5,512,0.1769432491401962,PRUNED
259,259,9.666666666666666,2022-03-07 03:56:18.054475,2022-03-07 03:56:36.528483,0 days 00:00:18.474008,512,0.2,0.0004100863027623618,0.95,0.95,0.0006585649416348269,2.0,1,2048,0.03702180051821192,PRUNED
260,260,3.6666666666666665,2022-03-07 03:56:36.528483,2022-03-07 03:56:58.500415,0 days 00:00:21.971932,256,0.1,0.00014589598240109648,1.0,0.99,0.00023156744458097502,0.3,10,1024,0.07608701926107878,PRUNED
261,261,-1.0,2022-03-07 03:56:58.500415,2022-03-07 03:57:18.827028,0 days 00:00:20.326613,32,0.1,0.00037539147344925705,0.99,0.995,0.0007848094481128057,0.9,1,256,0.7118233458763911,PRUNED
262,262,1.3333333333333333,2022-03-07 03:57:18.827028,2022-03-07 03:57:53.673599,0 days 00:00:34.846571,32,0.2,0.0022857940415470296,0.95,0.9999,0.00016244904548639823,1.0,10,2048,0.12735818544467117,PRUNED
263,263,6.333333333333333,2022-03-07 03:57:55.439221,2022-03-07 03:58:21.647977,0 days 00:00:26.208756,256,0.4,0.000313013943780424,0.92,0.999,1.959832742132436e-05,5.0,20,256,0.23800026214678857,PRUNED
264,264,2.0,2022-03-07 03:58:21.647977,2022-03-07 03:58:42.401114,0 days 00:00:20.753137,128,0.1,0.004100591189584405,0.8,0.99,2.2250826094736934e-05,0.7,5,2048,0.15905474558934138,PRUNED
265,265,9.666666666666666,2022-03-07 03:58:42.401114,2022-03-07 03:59:02.240753,0 days 00:00:19.839639,512,0.1,0.0007106575526524815,0.99,0.999,0.0001358848887329972,0.3,1,64,0.0984472027890735,PRUNED
266,266,6.0,2022-03-07 03:59:02.240753,2022-03-07 03:59:39.115865,0 days 00:00:36.875112,32,0.2,0.0001640078068129864,0.95,0.99,0.0003812247186746557,0.7,10,1024,0.3359524294782319,PRUNED
267,267,9.666666666666666,2022-03-07 03:59:39.115865,2022-03-07 04:00:19.449884,0 days 00:00:40.334019,64,0.3,0.0005073068232895394,1.0,0.9,1.503942638586031e-05,1.0,20,256,0.19959130102503675,PRUNED
268,268,0.6666666666666666,2022-03-07 04:00:19.449884,2022-03-07 04:00:39.417300,0 days 00:00:19.967416,32,0.1,0.0020359764879927175,0.95,0.995,0.0005528337860195597,0.9,1,2048,0.8157653103320625,PRUNED
269,269,6.333333333333333,2022-03-07 04:00:39.417300,2022-03-07 04:01:00.772335,0 days 00:00:21.355035,256,0.2,0.0005584287728477357,0.8,0.99,0.00042602630315065354,0.3,10,2048,0.8888921719758286,PRUNED
270,270,0.6666666666666666,2022-03-07 04:01:00.772335,2022-03-07 04:01:21.066950,0 days 00:00:20.294615,512,0.1,0.0001803789443429713,0.99,0.999,2.5331779574305634e-05,2.0,5,256,0.8581205499851988,PRUNED
271,271,4.666666666666667,2022-03-07 04:01:21.066950,2022-03-07 04:01:41.756877,0 days 00:00:20.689927,32,0.4,0.00034215306159491877,0.98,0.99,4.987296597936651e-05,0.5,1,1024,0.7703913788869863,PRUNED
272,272,-2.3333333333333335,2022-03-07 04:01:41.756877,2022-03-07 04:02:44.730678,0 days 00:01:02.973801,128,0.1,0.0006336314887342326,0.9,0.999,8.549440280106138e-05,0.7,20,2048,0.04947539264968423,COMPLETE
273,273,10.333333333333334,2022-03-07 04:02:46.621300,2022-03-07 04:03:08.798180,0 days 00:00:22.176880,256,0.2,0.001039015715789294,0.95,0.995,4.0362415420532356e-05,5.0,10,256,0.5179613183042397,PRUNED
274,274,0.3333333333333333,2022-03-07 04:03:08.798180,2022-03-07 04:03:50.649116,0 days 00:00:41.850936,32,0.1,0.0017337908953778194,0.92,0.99,3.40697816881963e-05,0.3,1,2048,0.6907247276204491,COMPLETE
275,275,1.0,2022-03-07 04:03:50.649116,2022-03-07 04:04:14.088174,0 days 00:00:23.439058,64,0.1,0.0004457537649723636,0.8,0.99,1.8362229510435628e-05,1.0,5,1024,0.17745979395961264,PRUNED
276,276,8.333333333333334,2022-03-07 04:04:14.088174,2022-03-07 04:04:52.753792,0 days 00:00:38.665618,32,0.2,0.00039410906165031074,1.0,0.999,0.00029918584027366954,0.9,10,128,0.7311904107192638,PRUNED
277,277,8.333333333333334,2022-03-07 04:04:52.753792,2022-03-07 04:05:45.056875,0 days 00:00:52.303083,512,0.4,0.0004912888553457516,0.99,0.9,2.0648719005538487e-05,0.7,20,256,0.5562782881550109,COMPLETE
278,278,7.0,2022-03-07 04:05:45.056875,2022-03-07 04:06:10.889987,0 days 00:00:25.833112,512,0.4,0.0002866884527601204,0.99,0.9,1.7845850282756482e-05,0.7,20,256,0.47553629159793825,PRUNED
279,279,3.3333333333333335,2022-03-07 04:06:10.889987,2022-03-07 04:06:36.753117,0 days 00:00:25.863130,512,0.4,0.0013825675329603195,0.99,0.9,2.004122141807085e-05,0.7,20,256,0.6029496535351639,PRUNED
280,280,-3.6666666666666665,2022-03-07 04:06:36.753117,2022-03-07 04:07:02.605212,0 days 00:00:25.852095,512,0.4,0.00047089309405446924,0.99,0.9,5.7695380260811726e-05,0.7,20,256,0.13990473971575634,PRUNED
281,281,0.3333333333333333,2022-03-07 04:07:02.605212,2022-03-07 04:07:28.403749,0 days 00:00:25.798537,512,0.4,0.0066130299792622384,0.99,0.9,2.139391635025429e-05,0.7,20,256,0.022011990567807817,PRUNED
282,282,5.333333333333333,2022-03-07 04:07:28.403749,2022-03-07 04:07:54.248044,0 days 00:00:25.844295,512,0.4,0.0003830378009618724,0.99,0.9,1.6017805937515515e-05,0.7,20,256,0.6435895323958954,PRUNED
283,283,9.666666666666666,2022-03-07 04:07:56.232422,2022-03-07 04:08:14.837989,0 days 00:00:18.605567,256,0.4,0.0005190044644175678,0.95,0.99,0.00011604039578376857,0.7,1,2048,0.2595073379411981,PRUNED
284,284,3.3333333333333335,2022-03-07 04:08:14.837989,2022-03-07 04:09:16.964395,0 days 00:01:02.126406,128,0.2,0.00043613511866100695,0.95,0.995,1.1896761105164322e-05,1.0,20,256,0.110263720151217,COMPLETE
285,285,2.0,2022-03-07 04:09:16.964395,2022-03-07 04:09:47.628661,0 days 00:00:30.664266,128,0.2,0.0004341626021602207,0.95,0.995,1.0723816423474389e-05,1.0,20,256,0.09623697516368507,PRUNED
286,286,9.333333333333334,2022-03-07 04:09:47.628661,2022-03-07 04:10:06.564240,0 days 00:00:18.935579,128,0.2,0.00040801310752039475,0.95,0.995,1.3872912735859992e-05,1.0,1,256,0.5487281881831572,PRUNED
287,287,1.0,2022-03-07 04:10:06.564240,2022-03-07 04:10:28.021343,0 days 00:00:21.457103,128,0.3,0.0003208123275641691,0.95,0.995,1.254335738297291e-05,1.0,5,256,0.11356933739690418,PRUNED
288,288,8.333333333333334,2022-03-07 04:10:28.021343,2022-03-07 04:10:58.467846,0 days 00:00:30.446503,128,0.4,0.0003528914533534745,0.95,0.995,1.1042588835238398e-05,1.0,20,256,0.08321227490511787,PRUNED
289,289,6.666666666666667,2022-03-07 04:10:58.467846,2022-03-07 04:11:17.520906,0 days 00:00:19.053060,128,0.1,0.00042955336377319104,0.95,0.995,1.380567588860841e-05,1.0,1,256,0.7981374984121059,PRUNED
290,290,5.0,2022-03-07 04:11:17.520906,2022-03-07 04:11:41.541193,0 days 00:00:24.020287,128,0.2,0.00048568811400566376,0.99,0.99,6.410468822272483e-05,2.0,5,64,0.11009300145690996,PRUNED
291,291,3.6666666666666665,2022-03-07 04:11:41.541193,2022-03-07 04:12:00.506656,0 days 00:00:18.965463,256,0.1,0.0004003924318333542,0.95,0.9,1.152370536758548e-05,5.0,1,256,0.4468737799493,PRUNED
292,292,9.666666666666666,2022-03-07 04:12:00.506656,2022-03-07 04:12:40.614744,0 days 00:00:40.108088,64,0.1,0.0018978999153683505,0.92,0.99,1.7056766410077306e-05,0.9,20,256,0.05779290215015511,PRUNED
293,293,3.6666666666666665,2022-03-07 04:12:42.724122,2022-03-07 04:13:01.796745,0 days 00:00:19.072623,128,0.2,0.0008913589519067783,0.99,0.995,1.2393191435732341e-05,0.7,1,256,0.12807852265158365,PRUNED
294,294,8.666666666666666,2022-03-07 04:13:01.796745,2022-03-07 04:13:27.979960,0 days 00:00:26.183215,256,0.4,0.0025917597228542586,0.95,0.95,1.991336954109258e-05,1.0,20,256,0.15307551541948455,PRUNED
295,295,-2.6666666666666665,2022-03-07 04:13:27.979960,2022-03-07 04:13:56.488986,0 days 00:00:28.509026,32,0.1,0.0036988636895332744,0.98,0.99,0.00036183685832285635,0.7,5,256,0.2237375653375167,PRUNED
296,296,7.0,2022-03-07 04:13:56.488986,2022-03-07 04:14:17.266710,0 days 00:00:20.777724,32,0.3,0.001525534513418134,0.9,0.99,0.00010216926583540389,1.0,1,256,0.4296235063920649,PRUNED
297,297,-2.0,2022-03-07 04:14:17.266710,2022-03-07 04:14:39.252728,0 days 00:00:21.986018,256,0.1,0.0011947172334249205,0.95,0.9999,0.00014570702715848872,2.0,10,512,0.00136490792322266,PRUNED
298,298,0.0,2022-03-07 04:14:39.252728,2022-03-07 04:14:59.061096,0 days 00:00:19.808368,128,0.2,0.00019891408410082373,0.99,0.995,5.287591267646992e-05,0.9,1,64,0.6796933757859744,PRUNED
299,299,4.666666666666667,2022-03-07 04:14:59.061096,2022-03-07 04:15:35.281966,0 days 00:00:36.220870,64,0.1,0.00024731779464407417,0.95,0.99,4.579489240321693e-05,0.7,20,2048,0.03734409839069218,PRUNED
300,300,5.0,2022-03-07 04:15:35.281966,2022-03-07 04:16:03.837308,0 days 00:00:28.555342,32,0.4,0.00036213333988439683,0.99,0.9,6.920895400768479e-05,5.0,5,256,0.08291237029712728,PRUNED
301,301,2.3333333333333335,2022-03-07 04:16:03.837308,2022-03-07 04:16:38.625953,0 days 00:00:34.788645,32,0.2,0.0004667118206757237,0.92,0.99,2.2228473488121915e-05,0.3,10,2048,0.7429337295005966,PRUNED
302,302,2.3333333333333335,2022-03-07 04:16:38.625953,2022-03-07 04:16:57.363498,0 days 00:00:18.737545,256,0.1,0.00030456620897607075,0.95,0.995,0.00041655427928716384,1.0,1,256,0.7100006442321342,PRUNED
303,303,10.0,2022-03-07 04:16:59.433602,2022-03-07 04:17:50.892694,0 days 00:00:51.459092,32,0.1,0.00018036022391191845,0.95,0.99,0.0005009704714869945,0.7,20,2048,0.27900804772782073,PRUNED
304,304,0.3333333333333333,2022-03-07 04:17:50.892694,2022-03-07 04:18:15.710882,0 days 00:00:24.818188,128,0.2,0.0022651212009499834,0.99,0.99,1.5535599887072765e-05,0.3,10,256,0.19490129613292204,PRUNED
305,305,5.0,2022-03-07 04:18:15.710882,2022-03-07 04:18:34.378229,0 days 00:00:18.667347,256,0.1,0.00015792501303548304,0.98,0.995,0.00012848564081265938,0.7,1,2048,0.4919293616603813,PRUNED
306,306,-320.6666666666667,2022-03-07 04:18:34.378229,2022-03-07 04:19:04.608065,0 days 00:00:30.229836,32,0.4,0.0005415195753119052,0.95,0.9,0.000740190967843072,0.9,5,128,0.7633603177341944,PRUNED
307,307,-0.6666666666666666,2022-03-07 04:19:04.608065,2022-03-07 04:19:32.895452,0 days 00:00:28.287387,64,0.1,0.0004291151313788216,0.99,0.99,0.0009845468453788507,1.0,10,1024,0.1717477759149816,PRUNED
308,308,3.0,2022-03-07 04:19:32.895452,2022-03-07 04:19:58.765833,0 days 00:00:25.870381,512,0.2,0.0003342644238002172,0.9,0.99,5.821629581355925e-05,2.0,20,256,0.06987522962432342,PRUNED
309,309,-1.0,2022-03-07 04:19:58.765833,2022-03-07 04:20:18.751360,0 days 00:00:19.985527,32,0.1,0.00021511260841026268,0.8,0.995,1.87164443718897e-05,0.3,1,2048,0.022090079804464584,PRUNED
310,310,2.0,2022-03-07 04:20:18.751360,2022-03-07 04:20:43.675495,0 days 00:00:24.924135,128,0.1,0.00165557645320075,0.92,0.99,4.9722850957184874e-05,5.0,10,256,0.14988481528465852,PRUNED
311,311,10.333333333333334,2022-03-07 04:20:43.675495,2022-03-07 04:21:07.688988,0 days 00:00:24.013493,256,0.3,0.0002744190986594932,0.95,0.9,2.171823149862794e-05,0.7,5,64,0.20772268810876898,PRUNED
312,312,5.0,2022-03-07 04:21:07.688988,2022-03-07 04:21:27.716211,0 days 00:00:20.027223,32,0.2,0.0003874223698801623,0.99,0.99,7.781588559615334e-05,0.9,1,2048,0.11412005295613886,PRUNED
313,313,5.333333333333333,2022-03-07 04:21:29.830991,2022-03-07 04:21:52.984519,0 days 00:00:23.153528,512,0.4,0.0030008821851838334,0.95,0.995,9.214058174771116e-05,0.3,20,1024,0.04758518720440941,PRUNED
314,314,6.666666666666667,2022-03-07 04:21:52.984519,2022-03-07 04:23:15.304486,0 days 00:01:22.319967,32,0.1,0.0005065404021327455,0.8,0.99,2.395579475846283e-05,1.0,10,256,0.22750956526446056,COMPLETE
315,315,15.0,2022-03-07 04:23:15.304486,2022-03-07 04:23:55.872891,0 days 00:00:40.568405,32,0.1,0.0005824024129993242,0.8,0.99,2.2403682946215858e-05,1.0,10,256,0.2531745775637346,PRUNED
316,316,0.0,2022-03-07 04:23:55.872891,2022-03-07 04:24:37.289429,0 days 00:00:41.416538,32,0.2,0.0005024420251482139,0.8,0.95,2.475870461188106e-05,1.0,10,256,0.2456947317112572,PRUNED
317,317,3.0,2022-03-07 04:24:37.289429,2022-03-07 04:25:15.608960,0 days 00:00:38.319531,32,0.1,0.0005920793988101903,0.8,0.999,1.3245632938243984e-05,1.0,10,256,0.588970789791801,PRUNED
318,318,-2.0,2022-03-07 04:25:15.608960,2022-03-07 04:25:54.055049,0 days 00:00:38.446089,32,0.1,0.00046334397889023906,0.8,0.99,2.4057262021802086e-05,1.0,10,256,0.19342913641961768,PRUNED
319,319,7.0,2022-03-07 04:25:54.055049,2022-03-07 04:26:32.551079,0 days 00:00:38.496030,32,0.4,0.0005207324995115016,0.8,0.9,1.9958572661300535e-05,1.0,10,256,0.20986023985477917,PRUNED
320,320,5.0,2022-03-07 04:26:32.551079,2022-03-07 04:27:11.762830,0 days 00:00:39.211751,32,0.2,0.0007831297156074046,0.8,0.9999,0.000454375603439141,1.0,10,256,0.23017395073146127,PRUNED
321,321,6.333333333333333,2022-03-07 04:27:11.762830,2022-03-07 04:28:10.596049,0 days 00:00:58.833219,32,0.1,0.00044991795955151624,0.99,0.995,1.0034300772099456e-05,2.0,20,256,0.16794968963911636,PRUNED
322,322,2.6666666666666665,2022-03-07 04:28:10.596049,2022-03-07 04:28:32.545675,0 days 00:00:21.949626,256,0.1,0.0020614352751723956,0.95,0.999,0.0002803906496628085,0.3,10,512,0.3141589653480206,PRUNED
323,323,1.0,2022-03-07 04:28:34.646310,2022-03-07 04:28:56.358807,0 days 00:00:21.712497,128,0.2,0.000983268541087862,0.92,0.99,0.0003310826804339301,5.0,5,256,0.8372266815618595,PRUNED
324,324,3.3333333333333335,2022-03-07 04:28:56.358807,2022-03-07 04:29:34.604969,0 days 00:00:38.246162,64,0.1,0.0003544455998232856,0.8,0.99,1.188007009131898e-05,1.0,20,1024,0.5550772021151821,PRUNED
325,325,3.6666666666666665,2022-03-07 04:29:34.604969,2022-03-07 04:30:13.638564,0 days 00:00:39.033595,32,0.3,0.004401201313857636,0.98,0.995,1.6946004955331152e-05,0.9,10,256,0.14361348622153106,PRUNED
326,326,1.0,2022-03-07 04:30:13.638564,2022-03-07 04:30:33.854606,0 days 00:00:20.216042,256,0.4,0.003335809097673975,0.95,0.999,0.00011465866564137312,0.3,5,256,0.09312447070012926,PRUNED
327,327,9.333333333333334,2022-03-07 04:30:33.854606,2022-03-07 04:31:10.693492,0 days 00:00:36.838886,32,0.2,0.00014700227435076888,0.99,0.9,0.00038869305208561215,1.0,10,1024,0.03227570165074197,PRUNED
328,328,7.333333333333333,2022-03-07 04:31:10.693492,2022-03-07 04:32:03.218912,0 days 00:00:52.525420,512,0.1,0.0004144830202698584,0.9,0.99,2.6920288857865632e-05,0.3,20,256,0.7801697743509529,COMPLETE
329,329,15.0,2022-03-07 04:32:03.218912,2022-03-07 04:32:29.191527,0 days 00:00:25.972615,512,0.1,0.00011670377030007592,0.9,0.99,2.8341049958168267e-05,0.3,20,256,0.7994674803165656,PRUNED
330,330,8.0,2022-03-07 04:32:29.191527,2022-03-07 04:32:59.740663,0 days 00:00:30.549136,128,0.1,0.00039784637298318935,0.9,0.999,1.8896333116680954e-05,0.3,20,256,0.7532118334523382,PRUNED
331,331,7.666666666666667,2022-03-07 04:32:59.740663,2022-03-07 04:33:58.612140,0 days 00:00:58.871477,32,0.4,0.001121840807977,0.99,0.99,0.0005498974755402896,0.3,20,256,0.7776442191711409,PRUNED
332,332,10.0,2022-03-07 04:33:58.612140,2022-03-07 04:34:57.133777,0 days 00:00:58.521637,32,0.2,0.0005251408496347615,0.9,0.995,2.0699135244770044e-05,0.3,20,256,0.7424253660721434,PRUNED
333,333,14.0,2022-03-07 04:34:59.446226,2022-03-07 04:35:39.580460,0 days 00:00:40.134234,64,0.1,0.0004848422595820512,0.9,0.99,1.4594976082245486e-05,0.3,20,256,0.7831584652860327,PRUNED
334,334,9.0,2022-03-07 04:35:39.580460,2022-03-07 04:36:06.046471,0 days 00:00:26.466011,512,0.1,0.0006368778122829573,0.9,0.999,2.3790749034043247e-05,0.3,20,256,0.826954259788681,PRUNED
335,335,7.666666666666667,2022-03-07 04:36:06.046471,2022-03-07 04:36:46.135552,0 days 00:00:40.089081,128,0.2,0.00037039042624389354,0.9,0.9,0.00010403411455599369,2.0,20,64,0.7189572570085202,PRUNED
336,336,1.0,2022-03-07 04:36:46.135552,2022-03-07 04:37:25.154674,0 days 00:00:39.019122,32,0.1,0.00031994095766168043,0.8,0.995,6.314020965937845e-05,0.9,10,256,0.8071719917860812,PRUNED
337,337,7.0,2022-03-07 04:37:25.154674,2022-03-07 04:37:53.781874,0 days 00:00:28.627200,32,0.4,0.009859034803904565,0.99,0.99,2.266884759549692e-05,1.0,5,256,0.7300583121861516,PRUNED
338,338,4.333333333333333,2022-03-07 04:37:53.781874,2022-03-07 04:38:14.482339,0 days 00:00:20.700465,512,0.2,0.005404924244341162,0.92,0.99,5.404811933702906e-05,5.0,10,1024,0.7830138883574306,PRUNED
339,339,7.0,2022-03-07 04:38:14.482339,2022-03-07 04:38:45.356390,0 days 00:00:30.874051,128,0.1,0.00042282404903776146,0.8,0.999,2.675770749670935e-05,0.3,20,256,0.7611923598195369,PRUNED
340,340,6.0,2022-03-07 04:38:45.356390,2022-03-07 04:39:23.795097,0 days 00:00:38.438707,32,0.3,0.000168974675875393,0.99,0.995,0.0001762059394853432,1.0,10,128,0.5294044443070172,PRUNED
341,341,4.0,2022-03-07 04:39:23.795097,2022-03-07 04:40:03.834343,0 days 00:00:40.039246,64,0.1,0.0005546635782723762,0.9,0.99,1.8407160919525608e-05,0.3,20,256,0.7031286748145741,PRUNED
342,342,9.666666666666666,2022-03-07 04:40:03.834343,2022-03-07 04:40:31.346086,0 days 00:00:27.511743,32,0.2,0.0004776466966721605,0.98,0.9,2.044534901329686e-05,0.9,5,1024,0.2967147231763631,PRUNED
343,343,3.3333333333333335,2022-03-07 04:40:33.517913,2022-03-07 04:40:55.867797,0 days 00:00:22.349884,512,0.4,0.000701173725224618,0.8,0.999,8.444372042674813e-05,2.0,10,256,0.2756926949845552,PRUNED
344,344,12.333333333333334,2022-03-07 04:40:55.867797,2022-03-07 04:41:54.317861,0 days 00:00:58.450064,32,0.1,0.0002905465329126356,0.95,0.99,7.329668784094459e-05,1.0,20,256,0.11794203565114589,PRUNED
345,345,2.0,2022-03-07 04:41:54.317861,2022-03-07 04:42:18.899477,0 days 00:00:24.581616,128,0.1,0.00041618892766943135,0.99,0.95,0.00012735426559276416,0.3,5,64,0.13485939370577485,PRUNED
346,346,9.0,2022-03-07 04:42:18.899477,2022-03-07 04:42:57.546376,0 days 00:00:38.646899,32,0.2,0.00034806621134378986,0.92,0.995,2.5465047592327727e-05,5.0,10,256,0.18472850195839333,PRUNED
347,347,9.0,2022-03-07 04:42:57.546376,2022-03-07 04:43:20.598801,0 days 00:00:23.052425,512,0.1,0.0014397100456417717,0.95,0.99,0.0003522170252721216,1.0,20,1024,0.1741739450097232,PRUNED
348,348,3.6666666666666665,2022-03-07 04:43:20.598801,2022-03-07 04:43:58.495069,0 days 00:00:37.896268,32,0.4,0.0003880014758761039,0.8,0.999,0.00014129526992636305,0.3,10,512,0.3661257047266657,PRUNED
349,349,5.666666666666667,2022-03-07 04:43:58.495069,2022-03-07 04:44:29.320182,0 days 00:00:30.825113,128,0.1,0.0005896437446958274,0.99,0.99,0.0002120423043577411,0.9,20,256,0.23535998937858044,PRUNED
350,350,5.0,2022-03-07 04:44:29.320182,2022-03-07 04:44:53.167203,0 days 00:00:23.847021,64,0.2,0.00019198256552522793,0.95,0.9999,0.0004078927466845381,0.3,5,256,0.8275825191116802,PRUNED
351,351,-1.0,2022-03-07 04:44:53.167203,2022-03-07 04:45:32.046668,0 days 00:00:38.879465,32,0.1,0.00045134224984784383,0.9,0.9,1.0959576334366448e-05,1.0,10,256,0.6613736125675101,PRUNED
352,352,4.0,2022-03-07 04:45:32.046668,2022-03-07 04:46:27.577556,0 days 00:00:55.530888,32,0.3,0.007846967378633041,0.8,0.995,4.6632012789213526e-05,2.0,20,1024,0.1567475207781065,PRUNED
353,353,1.6666666666666667,2022-03-07 04:46:29.796995,2022-03-07 04:46:50.259908,0 days 00:00:20.462913,512,0.2,0.0002344173233399722,0.99,0.99,1.6699458309236947e-05,5.0,10,2048,0.6202214777822532,PRUNED
354,354,4.666666666666667,2022-03-07 04:46:50.259908,2022-03-07 04:47:33.883453,0 days 00:00:43.623545,128,0.1,0.0012853838296050862,0.95,0.999,5.6577136387222056e-05,0.3,5,256,0.067218590218544,COMPLETE
355,355,-1.0,2022-03-07 04:47:33.883453,2022-03-07 04:47:55.471366,0 days 00:00:21.587913,128,0.1,0.001272971243741028,0.95,0.999,5.952689611474563e-05,0.3,5,256,0.07274713793489165,PRUNED
356,356,8.0,2022-03-07 04:47:55.471366,2022-03-07 04:48:22.169352,0 days 00:00:26.697986,32,0.1,0.0011862557244467617,0.92,0.999,5.946386853061332e-05,0.3,5,2048,0.8635800199940507,PRUNED
357,357,8.333333333333334,2022-03-07 04:48:22.169352,2022-03-07 04:48:49.812193,0 days 00:00:27.642841,32,0.1,0.0010805022006757585,0.98,0.999,0.0006348491845120423,0.3,5,1024,0.2177048797801912,PRUNED
358,358,-3.6666666666666665,2022-03-07 04:48:49.812193,2022-03-07 04:49:11.487572,0 days 00:00:21.675379,128,0.1,0.000997844805615792,0.95,0.999,6.777164919072299e-05,0.3,5,256,0.09090682406418187,PRUNED
359,359,1.3333333333333333,2022-03-07 04:49:11.487572,2022-03-07 04:49:35.481101,0 days 00:00:23.993529,256,0.1,0.001258430108061277,0.99,0.999,5.436264486477928e-05,0.3,5,64,0.05665299434977538,PRUNED
360,360,0.3333333333333333,2022-03-07 04:49:35.481101,2022-03-07 04:49:58.232257,0 days 00:00:22.751156,64,0.1,0.00013593139229317892,0.8,0.999,5.265291496759191e-05,0.3,5,2048,0.7644225266628217,PRUNED
361,361,14.666666666666666,2022-03-07 04:49:58.232257,2022-03-07 04:50:18.496962,0 days 00:00:20.264705,512,0.1,0.0014737588342867158,0.99,0.99,4.836561227697381e-05,0.9,5,256,0.8026125991235817,PRUNED
362,362,11.666666666666666,2022-03-07 04:50:18.496962,2022-03-07 04:50:42.983612,0 days 00:00:24.486650,128,0.4,0.0009158903483623213,0.95,0.999,4.3733197585722424e-05,1.0,10,256,0.1164703802498184,PRUNED
363,363,5.0,2022-03-07 04:50:45.155436,2022-03-07 04:51:04.214666,0 days 00:00:19.059230,128,0.1,0.00036967419328819547,0.95,0.995,1.3329296906049899e-05,0.3,1,128,0.06764487806670227,PRUNED
364,364,3.0,2022-03-07 04:51:04.214666,2022-03-07 04:51:39.234842,0 days 00:00:35.020176,32,0.1,0.0010743573417537535,0.8,0.99,0.00011111130638863587,0.3,10,2048,0.7327165095937156,PRUNED
365,365,2.0,2022-03-07 04:51:39.234842,2022-03-07 04:52:06.932928,0 days 00:00:27.698086,32,0.4,0.0003154442494760668,0.9,0.9,0.0001603068131805181,2.0,5,1024,0.2068125755200009,PRUNED
366,366,5.333333333333333,2022-03-07 04:52:06.932928,2022-03-07 04:52:45.262945,0 days 00:00:38.330017,256,0.1,0.0002713586309097283,0.99,0.999,0.0008721631705653403,0.7,1,256,0.18856718616134788,COMPLETE
367,367,-0.3333333333333333,2022-03-07 04:52:45.262945,2022-03-07 04:53:04.321230,0 days 00:00:19.058285,256,0.1,0.0002737280909573669,0.99,0.999,0.0009852325748497832,0.7,1,256,0.18972570386038928,PRUNED
368,368,-2.0,2022-03-07 04:53:04.321230,2022-03-07 04:53:22.989183,0 days 00:00:18.667953,256,0.1,0.000266914441083448,0.99,0.999,0.000826466609541805,0.7,1,2048,0.6879125002699028,PRUNED
369,369,2.3333333333333335,2022-03-07 04:53:22.989183,2022-03-07 04:53:41.859137,0 days 00:00:18.869954,256,0.1,0.00025009586696339933,0.99,0.999,0.0008363707863035937,0.7,1,256,0.2275996440225324,PRUNED
370,370,2.6666666666666665,2022-03-07 04:53:41.859137,2022-03-07 04:54:00.660725,0 days 00:00:18.801588,256,0.1,0.00030349345164454284,0.99,0.999,0.0008917844373449718,0.7,1,1024,0.32856105896585314,PRUNED
371,371,-1.3333333333333333,2022-03-07 04:54:00.660725,2022-03-07 04:54:19.767478,0 days 00:00:19.106753,256,0.1,0.00022893809805718597,0.99,0.999,6.425944514129327e-05,0.7,1,256,0.19184657025215562,PRUNED
372,372,2.0,2022-03-07 04:54:19.767478,2022-03-07 04:54:38.515065,0 days 00:00:18.747587,256,0.1,0.00020807152647768243,0.99,0.999,0.0007001632246177603,0.7,1,2048,0.16206747245896502,PRUNED
373,373,15.333333333333334,2022-03-07 04:54:40.858772,2022-03-07 04:54:59.700485,0 days 00:00:18.841713,256,0.1,0.0013571728688987752,0.8,0.99,0.0007922640539342175,0.9,1,256,0.012408062783572864,PRUNED
374,374,8.0,2022-03-07 04:54:59.700485,2022-03-07 04:55:29.414922,0 days 00:00:29.714437,512,0.1,0.00034104505382194614,0.99,0.999,2.887160088227992e-05,5.0,10,64,0.20741709872810732,PRUNED
375,375,3.6666666666666665,2022-03-07 04:55:29.414922,2022-03-07 04:55:48.832484,0 days 00:00:19.417562,64,0.1,0.0002910935759200547,0.95,0.99,0.0007627692826219674,0.7,1,256,0.26031849132240853,PRUNED
376,376,8.0,2022-03-07 04:55:48.832484,2022-03-07 04:56:10.862239,0 days 00:00:22.029755,256,0.4,0.00084324173320061,0.98,0.99,0.00030879113998444335,0.3,10,512,0.19251321004384966,PRUNED
