,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_clip_range,params_ent_coef,params_gae_lambda,params_gamma,params_learning_rate,params_max_grad_norm,params_n_epochs,params_n_steps,params_vf_coef,state
69,69,2.0,2022-03-06 16:40:27.800763,2022-03-06 16:40:55.499071,0 days 00:00:27.698308,512,0.3,0.0004896024658776902,0.95,0.995,0.0008299419445096951,5.0,5,512,0.3494882488322789,PRUNED
70,70,3.6666666666666665,2022-03-06 16:40:55.499071,2022-03-06 16:41:21.278914,0 days 00:00:25.779843,512,0.4,0.0006884021014631877,0.95,0.995,0.0006640112544060025,5.0,1,512,0.27885127229237855,PRUNED
71,71,5.666666666666667,2022-03-06 16:41:21.278914,2022-03-06 16:42:22.210299,0 days 00:01:00.931385,512,0.1,0.00034685111966681516,0.95,0.995,0.0009965190471094203,5.0,10,512,0.16801322624381354,COMPLETE
72,72,5.333333333333333,2022-03-06 16:42:22.210299,2022-03-06 16:42:56.368213,0 days 00:00:34.157914,128,0.4,0.0005813453428582339,0.95,0.995,0.00036359300574098115,1.0,10,512,0.21223235172622756,PRUNED
73,73,6.0,2022-03-06 16:42:56.368213,2022-03-06 16:43:31.228690,0 days 00:00:34.860477,512,0.4,0.00014728541975849346,0.95,0.999,0.0005327814530666521,0.7,10,128,0.4987338303216563,PRUNED
74,74,16.333333333333332,2022-03-06 16:43:31.228690,2022-03-06 16:44:57.233222,0 days 00:01:26.004532,64,0.4,0.0002514492801894657,0.8,0.95,0.0004542483313259434,0.7,10,1024,0.44175033958658894,COMPLETE
75,75,6.333333333333333,2022-03-06 16:44:57.233222,2022-03-06 16:45:28.865463,0 days 00:00:31.632241,256,0.4,0.00031162625643167306,0.8,0.95,0.00043029856817269197,2.0,10,1024,0.32288315107384274,PRUNED
76,76,8.666666666666666,2022-03-06 16:45:30.552964,2022-03-06 16:46:56.337138,0 days 00:01:25.784174,64,0.4,0.00043586227782614807,0.8,0.95,0.0006217197655480863,0.5,10,1024,0.4419966228999537,COMPLETE
77,77,7.666666666666667,2022-03-06 16:46:56.337138,2022-03-06 16:47:25.600725,0 days 00:00:29.263587,512,0.4,0.00025512811446760816,0.8,0.95,0.0007380592831224894,0.7,10,1024,0.3923208725983782,PRUNED
78,78,6.0,2022-03-06 16:47:25.600725,2022-03-06 16:48:05.102316,0 days 00:00:39.501591,64,0.2,0.00021385197198902465,0.99,0.95,0.0004353391592370542,0.7,10,1024,0.2980553697135323,PRUNED
79,79,9.0,2022-03-06 16:48:05.102316,2022-03-06 16:48:40.211769,0 days 00:00:35.109453,512,0.4,0.0003063169264822038,0.92,0.995,0.0008045080260190543,0.9,20,512,0.48097975647287977,PRUNED
80,80,0.0,2022-03-06 16:48:40.211769,2022-03-06 16:49:35.449052,0 days 00:00:55.237283,32,0.4,0.000180098976287978,0.8,0.995,0.0005897568170619931,5.0,10,512,0.3384760326828628,PRUNED
81,81,2.6666666666666665,2022-03-06 16:49:35.449052,2022-03-06 16:50:16.118752,0 days 00:00:40.669700,64,0.4,0.00023747159756714077,0.9,0.9,0.00029467360790945657,0.7,10,1024,0.4185652392498863,PRUNED
82,82,5.0,2022-03-06 16:50:16.118752,2022-03-06 16:50:44.887490,0 days 00:00:28.768738,128,0.3,0.00035395339696035944,0.95,0.9999,0.0003836167495527347,0.7,5,2048,0.45456754852517467,PRUNED
83,83,-4.333333333333333,2022-03-06 16:50:44.887490,2022-03-06 16:51:26.071434,0 days 00:00:41.183944,64,0.4,0.00014417129695495201,1.0,0.999,0.00045285945492398835,0.7,10,64,0.5450425489748414,PRUNED
84,84,5.333333333333333,2022-03-06 16:51:26.071434,2022-03-06 16:52:07.922985,0 days 00:00:41.851551,64,0.4,0.00011716265201988441,0.98,0.999,0.0002458663130916325,0.7,10,64,0.5084999678326593,PRUNED
85,85,18.0,2022-03-06 16:52:07.922985,2022-03-06 16:53:10.176550,0 days 00:01:02.253565,512,0.4,0.00020233696770377837,1.0,0.995,0.0005388061655797187,0.7,10,512,0.38111380999836936,COMPLETE
86,86,1.3333333333333333,2022-03-06 16:53:12.004550,2022-03-06 16:53:42.166064,0 days 00:00:30.161514,512,0.4,0.00041185062007049794,0.95,0.995,0.0005351728242206369,0.7,10,512,0.3729728753504656,PRUNED
87,87,6.666666666666667,2022-03-06 16:53:42.166064,2022-03-06 16:54:12.297902,0 days 00:00:30.131838,512,0.4,0.00021622020307320695,1.0,0.995,0.0007076693763698517,0.7,10,512,0.22770364465449178,PRUNED
88,88,6.666666666666667,2022-03-06 16:54:12.297902,2022-03-06 16:54:37.322865,0 days 00:00:25.024963,512,0.1,0.0001751750361637217,0.8,0.995,0.0005483026811255651,0.7,1,512,0.4244370832109386,PRUNED
89,89,18.0,2022-03-06 16:54:37.322865,2022-03-06 16:55:40.413620,0 days 00:01:03.090755,512,0.4,0.0002833903130762249,0.99,0.995,0.000917157803315271,0.3,10,256,0.39701055996243584,COMPLETE
90,90,6.333333333333333,2022-03-06 16:55:40.413620,2022-03-06 16:56:12.416226,0 days 00:00:32.002606,512,0.4,0.00029904786102307016,0.99,0.95,0.0009177746115839102,0.3,10,256,0.3001343099821171,PRUNED
91,91,6.666666666666667,2022-03-06 16:56:12.416226,2022-03-06 16:56:44.429918,0 days 00:00:32.013692,256,0.4,0.00025557681027224213,0.99,0.99,0.0008021234901735112,0.3,10,256,0.3527723049579993,PRUNED
92,92,0.0,2022-03-06 16:56:44.429918,2022-03-06 16:57:16.585485,0 days 00:00:32.155567,512,0.4,0.000481875388485622,0.99,0.995,0.0006545787635689458,0.3,10,256,0.4001876235899961,PRUNED
93,93,10.333333333333334,2022-03-06 16:57:16.585485,2022-03-06 16:58:20.671009,0 days 00:01:04.085524,512,0.4,0.0002284574290791549,0.99,0.995,0.00040029063342724444,0.3,10,256,0.4487533947432475,COMPLETE
94,94,6.333333333333333,2022-03-06 16:58:20.671009,2022-03-06 16:58:50.199072,0 days 00:00:29.528063,512,0.4,0.00033947800306186277,1.0,0.995,8.721730098099581e-05,0.7,10,512,0.4806233624971283,PRUNED
95,95,15.333333333333334,2022-03-06 16:58:50.199072,2022-03-06 17:00:01.128611,0 days 00:01:10.929539,512,0.4,0.0071735822729564035,0.95,0.995,0.0009560582749224448,1.0,10,128,0.38068039873863824,COMPLETE
96,96,6.666666666666667,2022-03-06 17:00:03.093246,2022-03-06 17:00:38.517550,0 days 00:00:35.424304,512,0.4,0.008617236675523922,0.95,0.995,0.0009695200280633041,1.0,10,128,0.2655853666082807,PRUNED
97,97,8.666666666666666,2022-03-06 17:00:38.517550,2022-03-06 17:01:14.012141,0 days 00:00:35.494591,512,0.4,0.006847103149773229,0.95,0.995,0.0007783373822165074,1.0,10,128,0.3821857153772951,PRUNED
98,98,-17.333333333333332,2022-03-06 17:01:14.012141,2022-03-06 17:02:12.312086,0 days 00:00:58.299945,64,0.4,0.002373772398519317,0.95,0.9,0.000849434572528601,1.0,20,128,0.33347505454827014,PRUNED
99,99,5.666666666666667,2022-03-06 17:02:12.312086,2022-03-06 17:02:46.902138,0 days 00:00:34.590052,512,0.2,0.003586061868302383,0.95,0.995,0.000601215992214869,1.0,10,128,0.36203327930061735,PRUNED
100,100,3.6666666666666665,2022-03-06 17:02:46.902138,2022-03-06 17:03:38.437399,0 days 00:00:51.535261,32,0.4,0.0018462124227111314,0.92,0.995,0.0007280766614800307,2.0,10,1024,0.31463573392491406,PRUNED
101,101,20.0,2022-03-06 17:03:38.437399,2022-03-06 17:04:43.129475,0 days 00:01:04.692076,256,0.4,0.00039187325613320535,0.9,0.95,0.0008935662355533171,0.5,10,256,0.426246987017734,COMPLETE
102,102,22.666666666666668,2022-03-06 17:04:43.129475,2022-03-06 17:05:48.123467,0 days 00:01:04.993992,256,0.4,0.0002552385435195631,0.9,0.95,0.0005042879155411325,0.5,10,256,0.40075840272311725,COMPLETE
103,103,-1.3333333333333333,2022-03-06 17:05:48.123467,2022-03-06 17:06:19.293582,0 days 00:00:31.170115,256,0.4,0.0003738172397008639,0.9,0.95,0.0008954164203570572,0.5,10,256,0.4060971626115087,PRUNED
104,104,7.666666666666667,2022-03-06 17:06:19.293582,2022-03-06 17:06:50.467560,0 days 00:00:31.173978,256,0.4,0.00028268543453807015,0.9,0.95,0.00048652044773589594,0.5,10,256,0.4360159691822874,PRUNED
105,105,14.666666666666666,2022-03-06 17:06:50.467560,2022-03-06 17:07:56.418613,0 days 00:01:05.951053,256,0.4,0.00024601821127948786,0.9,0.95,0.0003495574240621493,0.5,10,256,0.38333739599254624,COMPLETE
106,106,8.666666666666666,2022-03-06 17:07:58.603356,2022-03-06 17:08:30.818153,0 days 00:00:32.214797,256,0.4,0.00019672466560108028,0.9,0.95,0.0003533038538745864,0.5,10,256,0.3807852145416003,PRUNED
107,107,11.0,2022-03-06 17:08:30.818153,2022-03-06 17:09:35.904064,0 days 00:01:05.085911,256,0.4,0.0009170989646098498,0.9,0.95,0.00022561342905578067,0.5,10,256,0.28704368402215813,COMPLETE
108,108,3.6666666666666665,2022-03-06 17:09:35.904064,2022-03-06 17:10:06.982531,0 days 00:00:31.078467,256,0.4,0.00040233742023600773,0.9,0.95,0.0002738732272118449,0.5,5,256,0.34373465511198176,PRUNED
109,109,7.333333333333333,2022-03-06 17:10:06.982531,2022-03-06 17:10:43.200859,0 days 00:00:36.218328,256,0.3,0.00024502854763122135,0.9,0.95,0.00017411671274846483,0.5,10,256,0.4130260282590496,PRUNED
110,110,10.0,2022-03-06 17:10:43.200859,2022-03-06 17:11:15.826120,0 days 00:00:32.625261,256,0.1,0.00028766187360573797,0.9,0.95,1.4617834391464668e-05,0.5,10,256,0.3104427849177145,PRUNED
111,111,4.0,2022-03-06 17:11:15.826120,2022-03-06 17:11:42.415765,0 days 00:00:26.589645,64,0.4,0.00015513194534883838,0.9,0.95,0.00032842133818114473,0.5,1,256,0.3587198688048989,PRUNED
112,112,11.0,2022-03-06 17:11:42.415765,2022-03-06 17:12:50.132676,0 days 00:01:07.716911,256,0.4,0.0003288266802778567,0.9,0.95,0.000650577885797991,0.5,10,256,0.3897903674694502,COMPLETE
113,113,3.3333333333333335,2022-03-06 17:12:50.134629,2022-03-06 17:13:23.790415,0 days 00:00:33.655786,256,0.4,0.0002670345484844172,0.9,0.95,0.0003066139997585145,5.0,10,256,0.0025501637974374436,PRUNED
114,114,8.333333333333334,2022-03-06 17:13:23.790415,2022-03-06 17:13:57.098280,0 days 00:00:33.307865,512,0.4,0.0002059029071379689,0.9,0.95,0.0009667315039744119,0.5,10,256,0.5155996266171026,PRUNED
115,115,5.666666666666667,2022-03-06 17:13:57.098280,2022-03-06 17:14:30.053058,0 days 00:00:32.954778,256,0.4,0.0002578285072634098,0.98,0.9,0.000556418293521055,0.3,10,2048,0.45863703680707935,PRUNED
116,116,-4.333333333333333,2022-03-06 17:14:32.269812,2022-03-06 17:15:04.094619,0 days 00:00:31.824807,256,0.4,0.00017762360683006825,0.8,0.9999,0.00046278043582167837,0.9,10,1024,0.4299953106270293,PRUNED
117,117,9.333333333333334,2022-03-06 17:15:04.094619,2022-03-06 17:15:44.136819,0 days 00:00:40.042200,256,0.4,0.00022511976416742852,0.99,0.999,0.0004196014829566799,0.5,10,64,0.3288074663438883,PRUNED
118,118,-1.6666666666666667,2022-03-06 17:15:44.136819,2022-03-06 17:16:20.318114,0 days 00:00:36.181295,128,0.4,0.0005561282264760293,0.9,0.995,0.0007980801821151123,5.0,10,128,0.9811617827084168,PRUNED
119,119,1.0,2022-03-06 17:16:20.318114,2022-03-06 17:17:23.440138,0 days 00:01:03.122024,64,0.2,0.0003302515987416407,1.0,0.99,0.000517006005700446,1.0,20,256,0.25391379207921905,PRUNED
120,120,-1.3333333333333333,2022-03-06 17:17:23.440138,2022-03-06 17:17:53.842894,0 days 00:00:30.402756,512,0.4,0.0014382926626545927,0.95,0.995,0.0007150803306985462,0.5,10,512,0.3799385271869492,PRUNED
