,number,value,datetime_start,datetime_complete,duration,params_activation_fn,params_batch_size,params_clip_range,params_ent_coef,params_gae_lambda,params_gamma,params_learning_rate,params_max_grad_norm,params_n_epochs,params_n_steps,params_net_arch,params_vf_coef,state
106,106,11.333333333333334,2022-03-07 15:54:50.636354,2022-03-07 15:55:31.641832,0 days 00:00:41.005478,,64,0.2,0.0047889352674993346,0.9,0.99,0.00012374891990586185,0.7,10,1024,,0.2015882358526185,PRUNED
107,107,0.6666666666666666,2022-03-07 15:55:31.641832,2022-03-07 15:56:33.924582,0 days 00:01:02.282750,,256,0.1,0.007421694814035883,0.92,0.999,6.43201316973203e-05,0.9,20,64,,0.28820046212724865,PRUNED
108,108,4.333333333333333,2022-03-07 15:56:33.924582,2022-03-07 15:57:03.964359,0 days 00:00:30.039777,,512,0.4,0.005799794095785457,0.95,0.9999,1.4808939842031026e-05,0.5,10,512,,0.38967331276347306,PRUNED
109,109,-1.3333333333333333,2022-03-07 15:57:03.964359,2022-03-07 15:58:01.232338,0 days 00:00:57.267979,,32,0.2,0.0006245525041848161,1.0,0.995,2.5995194599799505e-05,1.0,10,1024,,0.5682414617475677,PRUNED
110,110,-2.3333333333333335,2022-03-07 15:58:01.232338,2022-03-07 15:59:15.286041,0 days 00:01:14.053703,,64,0.2,0.008835893917093114,1.0,0.99,1.331841421568077e-05,0.9,5,128,,0.3604822944383196,COMPLETE
111,111,-6.666666666666667,2022-03-07 15:59:15.286041,2022-03-07 16:00:30.799019,0 days 00:01:15.512978,,512,0.3,0.0012029179045262696,0.92,0.999,0.00020182729003592252,1.0,10,128,,0.8133355677465984,COMPLETE
112,112,4.0,2022-03-07 16:00:30.799019,2022-03-07 16:01:06.173763,0 days 00:00:35.374744,,512,0.3,0.0022363418263826075,0.92,0.999,0.00026711793481768613,1.0,10,128,,0.7139961674552834,PRUNED
113,113,6.666666666666667,2022-03-07 16:01:07.898923,2022-03-07 16:01:44.538131,0 days 00:00:36.639208,,512,0.3,0.0016328334965874229,0.92,0.999,0.00043943050570397293,1.0,10,128,,0.6610890353979332,PRUNED
114,114,9.666666666666666,2022-03-07 16:01:44.538131,2022-03-07 16:02:20.987622,0 days 00:00:36.449491,,512,0.3,0.0018661620942369023,0.98,0.95,5.4896338034448175e-05,5.0,10,128,,0.6064794655501036,PRUNED
115,115,0.3333333333333333,2022-03-07 16:02:20.987622,2022-03-07 16:02:49.054186,0 days 00:00:28.066564,,128,0.1,0.003793126625028399,0.99,0.999,0.00010096041984758236,0.3,1,1024,,0.8756036228970703,PRUNED
116,116,4.333333333333333,2022-03-07 16:02:49.054186,2022-03-07 16:03:20.878790,0 days 00:00:31.824604,,256,0.3,0.0014426920115782008,1.0,0.99,0.0006117429433821614,1.0,10,2048,,0.3211365011603562,PRUNED
117,117,7.666666666666667,2022-03-07 16:03:20.878790,2022-03-07 16:04:03.458862,0 days 00:00:42.580072,,64,0.2,0.0010281137665451036,0.92,0.9,4.715595163062688e-05,0.7,10,512,,0.9528676457984542,PRUNED
118,118,5.0,2022-03-07 16:04:03.474487,2022-03-07 16:04:35.755278,0 days 00:00:32.280791,,512,0.1,0.00019159173171571578,0.9,0.99,1.7603527171323617e-05,0.5,5,128,,0.9828165788612142,PRUNED
119,119,12.333333333333334,2022-03-07 16:04:35.755278,2022-03-07 16:05:09.569573,0 days 00:00:33.814295,,256,0.2,0.002531990971277983,0.8,0.995,7.857033708543127e-05,0.9,10,256,,0.7745385746658241,PRUNED
120,120,7.666666666666667,2022-03-07 16:05:09.569573,2022-03-07 16:06:08.343472,0 days 00:00:58.773899,,32,0.2,0.006594005147651849,1.0,0.999,4.027935607146313e-05,1.0,10,64,,0.8370822937713328,PRUNED
121,121,1.0,2022-03-07 16:06:08.343472,2022-03-07 16:07:06.478294,0 days 00:00:58.134822,,32,0.2,0.0016440410340730688,0.99,0.99,1.0461590832550335e-05,0.7,10,512,,0.03200832189639313,PRUNED
122,122,0.0,2022-03-07 16:07:06.478294,2022-03-07 16:08:04.078077,0 days 00:00:57.599783,,32,0.2,0.002028422839146862,0.99,0.99,1.2389217900729632e-05,0.7,10,512,,0.7000894139278737,PRUNED
123,123,5.333333333333333,2022-03-07 16:08:05.914747,2022-03-07 16:09:03.170082,0 days 00:00:57.255335,,32,0.2,0.0018015251992402413,0.99,0.99,1.1450721623156918e-05,0.7,10,512,,0.6620332358229954,PRUNED
124,124,9.333333333333334,2022-03-07 16:09:03.170082,2022-03-07 16:11:06.916467,0 days 00:02:03.746385,,32,0.2,0.0021722865171683063,0.99,0.99,8.679935885467663e-05,0.7,10,512,,0.7287471540652383,COMPLETE
125,125,3.0,2022-03-07 16:11:06.916467,2022-03-07 16:11:51.120109,0 days 00:00:44.203642,,64,0.2,0.002203455072967502,0.99,0.99,8.871038287966564e-05,0.7,10,512,,0.5434600753040107,PRUNED
126,126,0.6666666666666666,2022-03-07 16:11:51.120109,2022-03-07 16:12:19.380375,0 days 00:00:28.260266,,256,0.1,0.003063378003286743,0.95,0.99,6.62112551701771e-05,0.9,1,1024,,0.7540828836865806,PRUNED
127,127,-1.0,2022-03-07 16:12:19.380375,2022-03-07 16:13:46.557572,0 days 00:01:27.177197,,32,0.2,0.0024912307570443613,1.0,0.995,7.338588178273021e-05,0.5,20,128,,0.7304756058043517,PRUNED
128,128,0.6666666666666666,2022-03-07 16:13:46.557572,2022-03-07 16:14:21.170567,0 days 00:00:34.612995,,128,0.4,0.0013176172303477564,1.0,0.99,5.762395901655542e-05,5.0,5,512,,0.7826261120368473,PRUNED
129,129,6.0,2022-03-07 16:14:21.170567,2022-03-07 16:15:11.694757,0 days 00:00:50.524190,,512,0.2,0.005512056126049647,0.99,0.999,0.0001066752001148743,0.3,10,64,,0.8005341087760457,PRUNED
130,130,-2.3333333333333335,2022-03-07 16:15:11.694757,2022-03-07 16:15:44.110922,0 days 00:00:32.416165,,256,0.1,0.00286139239137874,0.95,0.99,8.211710734288404e-05,2.0,10,2048,,0.9741444534816305,PRUNED
131,131,2.6666666666666665,2022-03-07 16:15:44.110922,2022-03-07 16:16:42.275466,0 days 00:00:58.164544,,32,0.2,0.001733726680539333,0.99,0.99,1.5028280209052685e-05,0.7,10,512,,0.691761039661297,PRUNED
132,132,6.333333333333333,2022-03-07 16:16:42.275466,2022-03-07 16:17:41.095893,0 days 00:00:58.820427,,32,0.2,0.0019880255747383125,0.99,0.99,1.0762005085204957e-05,0.7,10,512,,0.6326426901104221,PRUNED
133,133,5.0,2022-03-07 16:17:42.997270,2022-03-07 16:18:48.703696,0 days 00:01:05.706426,,32,0.2,0.0015027883750850014,0.99,0.99,1.9033234827588732e-05,0.7,10,512,,0.6788007480651103,PRUNED
134,134,-1.3333333333333333,2022-03-07 16:18:48.703696,2022-03-07 16:19:52.599965,0 days 00:01:03.896269,,32,0.2,0.009869726716371886,0.99,0.99,9.634712233696009e-05,0.7,10,512,,0.4421301375141641,PRUNED
135,135,4.0,2022-03-07 16:19:52.599965,2022-03-07 16:20:37.640200,0 days 00:00:45.040235,,64,0.2,0.007638830182977179,1.0,0.995,1.3630899121087254e-05,1.0,10,1024,,0.4138133147832394,PRUNED
136,136,1.0,2022-03-07 16:20:37.640200,2022-03-07 16:21:37.405691,0 days 00:00:59.765491,,32,0.2,0.003495070432222511,0.9,0.9999,6.697925968736598e-05,0.5,10,128,,0.3399334983083414,PRUNED
137,137,5.333333333333333,2022-03-07 16:21:37.405691,2022-03-07 16:22:08.095055,0 days 00:00:30.689364,,256,0.3,0.0018626574914430885,0.99,0.99,3.2247337636437734e-05,0.9,5,512,,0.756754304313618,PRUNED
138,138,8.666666666666666,2022-03-07 16:22:08.095055,2022-03-07 16:22:39.380597,0 days 00:00:31.285542,,512,0.2,0.0011691024576953202,1.0,0.999,5.01215352998873e-05,0.7,10,1024,,0.850088693950392,PRUNED
139,139,9.333333333333334,2022-03-07 16:22:39.380597,2022-03-07 16:23:09.536526,0 days 00:00:30.155929,,64,0.1,0.00010303769881949534,0.95,0.95,1.6362154845238404e-05,0.5,1,64,,0.24487989792493509,PRUNED
140,140,8.666666666666666,2022-03-07 16:23:09.552151,2022-03-07 16:24:24.078200,0 days 00:01:14.526049,,128,0.2,0.0051643628501405765,0.98,0.99,4.3737479275315776e-05,0.9,10,128,,0.9427983210277605,COMPLETE
141,141,10.0,2022-03-07 16:24:24.078200,2022-03-07 16:25:01.787586,0 days 00:00:37.709386,,128,0.2,0.005199444005168212,1.0,0.99,4.5120284582500606e-05,0.9,10,128,,0.939614651337794,PRUNED
142,142,4.0,2022-03-07 16:25:01.787586,2022-03-07 16:25:39.263023,0 days 00:00:37.475437,,128,0.2,0.004331306466942089,0.98,0.99,3.8219146736468206e-05,0.9,10,128,,0.9221687016818841,PRUNED
143,143,-3.6666666666666665,2022-03-07 16:25:41.403648,2022-03-07 16:26:18.883479,0 days 00:00:37.479831,,128,0.2,0.008490574537123374,0.98,0.99,5.328648852813526e-05,0.9,10,128,,0.9574376190695051,PRUNED
144,144,17.666666666666668,2022-03-07 16:26:18.883479,2022-03-07 16:27:32.008645,0 days 00:01:13.125166,,128,0.2,0.0047079402455301855,0.98,0.99,3.480101814095312e-05,0.9,10,128,,0.7124307722300018,COMPLETE
145,145,-1.3333333333333333,2022-03-07 16:27:32.008645,2022-03-07 16:28:08.608870,0 days 00:00:36.600225,,128,0.2,0.004865438552769184,0.98,0.99,3.4501725387038834e-05,0.9,10,128,,0.9061545382914806,PRUNED
146,146,10.666666666666666,2022-03-07 16:28:08.608870,2022-03-07 16:28:45.213800,0 days 00:00:36.604930,,128,0.2,0.00670374905876792,0.98,0.995,2.923662372855586e-05,0.9,10,128,,0.7133110290458122,PRUNED
147,147,10.666666666666666,2022-03-07 16:28:45.213800,2022-03-07 16:29:21.764106,0 days 00:00:36.550306,,128,0.2,0.0006988464146264912,0.98,0.99,4.4082161717506386e-05,0.9,10,128,,0.30126414775359417,PRUNED
148,148,13.666666666666666,2022-03-07 16:29:21.764106,2022-03-07 16:30:23.090925,0 days 00:01:01.326819,,128,0.1,0.005798010166707703,0.98,0.9,4.071848293053291e-05,0.9,5,128,,0.8875891983724774,COMPLETE
149,149,8.666666666666666,2022-03-07 16:30:23.090925,2022-03-07 16:30:54.013599,0 days 00:00:30.922674,,128,0.1,0.0046148939602145556,0.98,0.9,3.89169458373652e-05,0.9,5,128,,0.970183259697797,PRUNED
150,150,-1.3333333333333333,2022-03-07 16:30:54.013599,2022-03-07 16:31:27.073767,0 days 00:00:33.060168,,128,0.1,0.005952802225806537,0.98,0.9,4.760258781906597e-05,0.9,5,128,,0.920563658951004,PRUNED
151,151,5.0,2022-03-07 16:31:27.073767,2022-03-07 16:31:59.434866,0 days 00:00:32.361099,,128,0.1,0.005453561459217515,0.98,0.9,4.059681651141214e-05,0.9,5,128,,0.8831567217380836,PRUNED
152,152,,2022-03-07 16:31:59.434866,,,,128,0.1,0.003955442201109351,0.98,0.9,2.259707433796468e-05,0.9,5,128,,0.9417889121340243,RUNNING
