#{"t_start": 1646347213.7321186, "env_id": "wordle-v0"}
r,l,t
-7,6,17.504848
-2,6,17.520473
18,7,17.536099
10,6,17.56735
44,7,17.582974
6,8,17.614223
49,6,17.629848
6,6,17.645471
3,7,17.661097
-6,7,17.692348
8,7,17.707973
14,8,17.739222
22,6,17.75485
25,1,17.770474
24,3,17.770474
27,4,17.786098
9,8,17.817349
-3,7,17.832973
48,8,17.87985
24,6,17.895474
14,7,17.911099
-4,10,17.957973
11,7,17.973598
7,6,18.004848
15,6,18.020472
10,9,18.942348
2,8,18.973597
6,7,19.004848
4,6,19.020473
60,8,19.051723
-3,8,19.098596
34,2,19.098596
5,8,19.145474
-7,7,19.176721
8,6,19.192347
29,3,19.192347
0,6,19.223597
32,4,19.223597
-6,9,19.254847
45,2,19.254847
30,3,19.270472
-2,6,19.301722
-4,9,19.332974
18,7,19.364223
31,4,19.364223
45,5,19.379848
-9,6,19.395472
-1,6,19.411097
51,6,19.442348
3,8,19.457973
15,8,19.489222
30,2,19.489222
6,7,19.504847
0,6,19.536096
2,9,19.567347
0,7,19.582974
-1,6,19.598598
-2,6,19.614221
-2,7,19.645473
2,7,19.661098
20,6,19.676723
35,7,19.707972
4,8,19.739222
11,9,19.770472
-6,7,19.801723
3,7,20.766694
-3,6,20.782319
10,9,20.813572
31,3,20.829194
39,3,20.829194
8,8,20.860443
-6,9,20.891693
7,10,20.938568
25,1,20.938568
44,7,20.969818
12,7,21.001067
33,6,21.016694
40,4,21.032317
8,6,21.063567
24,3,21.063567
2,8,21.094819
7,7,21.126068
7,7,21.141693
50,5,21.157317
5,8,21.188567
50,5,21.204192
15,6,21.219816
10,8,21.235442
8,9,21.266693
16,7,21.282316
25,1,21.282316
9,6,21.313567
-3,7,21.329191
25,7,21.344816
11,8,21.407318
12,8,21.422941
8,9,21.454192
47,6,21.469816
10,7,21.501068
12,6,21.516695
43,4,21.532321
1,8,21.579192
-3,8,21.610444
16,8,21.641693
7,7,22.501067
9,8,22.532316
8,9,22.547942
1,8,22.579191
10,9,22.610442
11,9,22.641692
23,8,22.688569
-9,9,22.71982
25,1,22.71982
30,9,22.766693
29,2,22.766693
25,1,22.766693
3,6,22.797944
15,9,22.844819
6,8,22.876068
9,7,22.907317
17,6,22.922941
49,5,22.938567
10,7,22.954192
5,8,22.985442
1,6,23.016703
22,7,23.047943
4,7,23.079194
0,6,23.09482
38,5,23.126069
29,2,23.126069
20,7,23.157319
-8,8,23.188569
12,6,23.219818
3,7,23.251067
9,6,23.266694
10,7,23.297944
-1,10,23.344817
-7,8,23.376067
-4,7,23.407318
0,6,23.438567
5,8,23.469818
39,4,23.485443
4,6,23.516694
-3,7,24.501069
3,7,24.532317
10,6,24.54794
29,4,24.563569
1,6,24.579191
34,3,24.594816
5,6,24.626067
10,6,24.641692
34,3,24.657318
-5,6,24.672942
17,6,24.704191
6,6,24.73545
-1,6,24.751066
34,3,24.766692
-1,7,24.782319
39,8,24.813566
34,3,24.829192
6,7,24.844817
40,4,24.860441
-3,9,24.90732
38,6,24.922942
39,7,24.954192
2,6,24.969819
-5,10,25.016694
13,6,25.047941
1,9,25.093223
41,5,25.11092
6,11,25.157796
10,6,25.17342
27,5,25.20467
3,9,25.235921
37,9,25.26717
1,6,25.282795
3,6,25.298419
8,7,25.329668
0,7,25.345294
14,9,25.392168
-4,9,25.423418
1,6,25.439042
13,6,25.454667
7,7,26.548421
13,6,26.57967
0,7,26.595295
5,8,26.642171
2,11,26.689047
39,4,26.704671
-5,7,26.735923
25,1,26.735923
-3,6,26.768844
1,10,26.814046
0,6,26.829693
25,1,26.845296
25,1,26.845296
10,6,26.876546
33,5,26.89217
25,1,26.89217
27,2,26.89217
4,7,26.923422
10,8,26.954671
46,7,26.98592
1,8,27.017169
8,7,27.04842
57,6,27.079672
3,7,27.110921
-7,9,27.14217
-13,6,27.173421
-1,10,27.235921
-7,9,27.282796
25,1,27.282796
60,7,27.329672
10,9,27.376546
1,9,27.407796
47,6,27.439045
-3,8,27.470295
0,7,27.501546
-7,9,27.564047
25,1,27.579672
1,6,27.610922
-5,6,27.626544
-2,8,27.673419
7,6,27.689045
40,11,29.298422
18,8,29.360921
7,7,29.407796
49,7,29.454672
-5,10,29.548421
14,7,29.595296
-1,6,29.626548
-1,11,29.67342
12,8,29.720294
7,7,29.73592
-4,8,29.782794
31,3,29.782794
9,7,29.814044
29,2,29.829669
36,6,29.845296
9,6,29.860919
2,7,29.892168
-2,7,29.907794
49,6,29.92342
25,1,29.939043
-14,7,29.954669
2,7,29.985919
2,9,30.017167
-5,8,30.064044
-2,7,30.093039
-2,6,30.096088
-3,7,30.127341
-7,7,30.158594
-2,7,30.18984
17,10,30.221089
46,5,30.236717
5,7,30.267966
27,2,30.267966
3,9,30.299214
-5,7,30.330465
0,7,30.361717
9,7,30.377343
10,6,31.314842
42,4,31.346092
2,8,31.408595
10,7,31.58047
2,8,32.174219
-1,8,32.205469
10,7,32.252345
2,6,32.283594
41,5,32.424221
32,2,32.439843
-4,6,32.455468
13,11,32.502344
25,1,32.517968
-1,7,32.549219
31,4,32.564842
38,5,32.580468
1,6,32.611717
34,5,32.627343
3,7,32.658593
0,8,32.705467
-1,7,32.736719
42,3,32.752343
5,9,32.783593
0,7,32.814841
12,13,32.861717
6,8,32.877341
-8,9,32.908591
2,6,32.924216
13,7,32.955467
46,9,32.986716
-9,8,33.00234
0,11,33.033592
44,5,33.049214
1,6,33.064841
39,4,33.080464
6,8,33.096092
10,7,33.12734
27,4,33.142968
11,6,33.158592
13,6,33.955466
8,6,33.971092
26,7,33.986717
15,8,34.017966
6,7,34.033589
5,6,34.049215
25,1,34.049215
11,9,34.096091
59,6,34.111715
7,13,34.174216
34,6,34.189842
17,6,34.221091
0,11,34.267965
39,4,34.283591
12,6,34.299216
13,8,34.346091
0,6,34.361716
-3,12,34.424217
5,8,34.455466
42,6,34.471092
15,8,34.502341
28,7,34.533589
7,10,34.56484
9,7,34.580466
12,8,34.611714
2,7,34.642966
43,4,34.658591
4,8,34.68984
-5,8,34.705464
2,8,34.736717
2,8,34.767966
41,6,34.783591
15,10,34.81484
8,9,34.84609
-3,7,35.687264
-5,8,35.702889
35,5,35.718513
-3,6,35.73414
3,6,35.765388
25,1,35.765388
38,4,35.765388
27,2,35.781013
-5,8,35.812263
43,4,35.827891
-9,8,35.859139
12,7,35.874762
5,10,35.906014
3,10,35.937264
4,8,35.952888
3,6,35.968514
11,7,35.999763
0,9,36.015389
16,7,36.046638
25,1,36.046638
16,7,36.062263
7,6,36.077888
-2,9,36.109139
1,12,36.14039
33,3,36.156014
17,12,36.187262
0,8,36.218513
-7,8,36.234138
-1,7,36.249764
48,6,36.281014
41,6,36.312263
6,9,36.343513
40,4,36.359138
10,7,36.374763
10,8,36.406014
12,10,36.452889
3,7,36.468512
15,7,36.484138
43,4,37.265389
3,8,37.296639
25,1,37.296639
44,6,37.312264
-2,7,37.327888
5,6,37.359139
25,1,37.359139
7,7,37.374764
0,7,37.406014
29,3,37.406014
51,4,37.421639
-3,7,37.437264
18,7,37.468514
-1,10,37.484138
31,4,37.499764
32,2,37.499764
37,3,37.51539
0,7,37.531014
12,9,37.562264
3,7,37.57789
35,4,37.593514
-2,8,37.624766
-3,6,37.640391
-1,8,37.671639
41,3,37.70289
35,2,37.70289
-4,9,37.749764
40,2,37.749764
1,8,37.781013
4,6,37.812263
-9,8,37.827888
-5,7,37.859138
0,7,37.874763
-7,6,37.890388
-6,7,37.92164
31,2,37.92164
46,8,37.952888
-2,8,37.968513
55,8,37.999762
3,6,38.01539
34,5,38.031013
25,1,38.031013
16,7,38.046638
29,2,38.062262
1,8,38.077888
17,6,38.952888
7,7,38.984137
47,5,38.984137
34,3,38.999764
42,5,39.015388
-4,7,39.046638
34,5,39.062262
52,6,39.093514
1,6,39.109137
3,6,39.140391
4,7,39.156012
40,3,39.171638
2,7,39.202888
27,2,39.218514
36,5,39.234137
5,12,39.281012
-1,6,39.312263
-6,8,39.327887
5,7,39.359138
32,2,39.374764
2,8,39.406014
57,5,39.421639
1,6,39.437263
2,6,39.452889
16,8,39.484138
7,8,39.499764
25,2,39.515388
6,7,39.531013
8,9,39.562263
5,11,39.593513
-7,8,39.609139
-7,12,39.656016
11,8,39.671637
3,6,39.687264
4,7,39.718513
2,10,39.734139
45,6,39.765389
-5,7,39.781013
7,8,39.812264
10,9,40.780638
6,6,40.811889
44,5,40.827515
9,8,40.858764
13,10,40.90564
34,2,40.90564
17,6,40.93689
-3,9,40.952514
-13,8,40.983765
2,6,41.015015
58,6,41.03064
25,1,41.03064
8,6,41.046265
-5,8,41.077514
49,8,41.108766
25,1,41.108766
12,8,41.140018
10,7,41.171264
42,3,41.171264
-2,7,41.202516
-4,11,41.233765
-5,9,41.265016
4,9,41.296265
-4,10,41.311889
8,7,41.343141
6,7,41.358764
2,9,41.390015
-3,6,41.40564
48,8,41.436888
11,10,41.452513
5,6,41.483764
3,6,41.49939
10,6,41.515015
41,8,41.546264
17,8,41.59314
40,7,41.608763
22,7,42.468138
10,8,42.499389
5,6,42.515014
0,7,42.53064
1,8,42.56189
34,7,42.577515
9,7,42.59314
-2,8,42.62439
-1,8,42.640015
20,8,42.671265
-1,13,42.71814
-3,8,42.74939
-5,12,42.78064
7,7,42.81189
4,11,42.858764
3,7,42.874388
25,1,42.890014
6,7,42.905639
2,6,42.93689
2,7,42.968139
26,8,42.99939
19,6,43.015013
39,5,43.03064
4,10,43.061888
46,9,43.108764
-6,11,43.140015
17,7,43.171264
19,6,43.186891
25,1,43.186891
-8,11,43.218139
14,7,43.233764
28,8,43.265015
3,6,43.28064
-1,8,43.31189
14,7,44.265018
28,6,44.296265
36,3,44.296265
-1,8,44.327515
38,4,44.343141
1,7,44.374392
13,9,44.405643
11,8,44.436892
10,7,44.468143
8,11,44.51528
-5,6,44.546268
43,4,44.561893
1,7,44.593143
-9,7,44.624392
13,6,44.640018
-4,7,44.655642
40,2,44.671267
-5,8,44.702516
31,2,44.718142
1,8,44.74939
13,8,44.780643
1,7,44.813141
48,6,44.828766
0,7,44.844391
7,7,44.875642
48,6,44.891266
-3,6,44.906892
7,7,44.922516
31,2,44.938142
22,8,44.953767
1,7,44.985017
13,6,45.00064
2,8,45.016277
-4,8,45.047515
-5,9,45.078767
9,7,45.112383
18,7,45.138383
31,6,45.156381
34,5,45.157445
-11,10,46.173074
3,9,46.21995
24,8,46.251198
-3,7,46.26682
-1,6,46.313701
2,8,46.360576
39,7,46.40745
2,9,46.454324
2,7,46.5012
-2,6,46.532449
3,8,46.5637
15,9,46.594949
0,7,46.626199
15,6,46.657449
14,6,46.688699
38,6,46.735573
-15,12,46.766931
40,5,46.798074
1,7,46.829324
-7,10,46.876199
29,2,46.876199
44,6,46.907448
16,7,46.923072
19,6,46.954322
1,7,46.985573
37,6,47.001202
-6,8,47.032448
58,6,47.048073
-10,15,47.110573
-8,7,47.141823
5,6,47.157448
25,2,47.17307
8,9,47.204321
15,6,47.235571
18,6,47.251198
-2,9,47.298073
0,7,48.235574
-2,6,48.251484
4,8,48.298072
-1,7,48.329323
52,6,48.344949
25,1,48.344949
-2,6,48.376197
37,5,48.393157
34,7,48.408795
63,7,48.440036
3,9,48.471286
29,2,48.486911
2,7,48.502536
35,4,48.518161
-7,11,48.54941
-5,7,48.58066
1,9,48.596287
-4,7,48.627537
9,7,48.658787
21,7,48.67441
19,8,48.690035
9,6,48.721285
33,3,48.721285
12,6,48.736911
45,6,48.768161
57,5,48.783784
50,6,48.799408
9,7,48.815034
13,7,48.846295
29,3,48.846295
43,5,48.861909
12,10,48.89316
9,8,48.924409
44,3,48.924409
16,7,48.955659
12,6,48.971283
-3,7,48.986909
3,6,49.018158
11,7,49.033783
14,8,49.065035
11,11,49.940034
2,7,49.971284
8,9,50.018158
-2,6,50.033783
-4,7,50.049409
1,9,50.098847
3,6,50.108909
-10,13,50.187039
29,4,50.202662
32,5,50.202662
1,6,50.233911
25,1,50.233911
29,6,50.265161
5,6,50.280787
6,6,50.312036
-2,8,50.343287
1,7,50.374535
3,9,50.421413
0,7,50.452662
4,9,50.499538
-8,18,50.577663
-1,9,50.608912
10,9,50.655789
25,1,50.655789
12,6,50.687039
-6,6,50.718289
29,2,50.718289
59,7,50.74954
35,8,50.796413
2,6,50.812038
18,8,50.843287
-4,9,50.890162
38,7,50.905786
37,5,50.921412
9,7,50.937036
11,7,50.968288
7,9,51.827659
39,7,51.858912
27,2,51.858912
2,8,51.89016
22,6,51.905787
4,7,51.921411
37,6,51.952663
56,8,51.968286
25,1,51.968286
12,6,51.999536
-3,8,52.030785
37,5,52.046411
-3,6,52.062034
11,8,52.077661
17,6,52.124538
-6,8,52.155791
2,8,52.187037
-2,7,52.21829
4,7,52.249539
7,9,52.265163
38,4,52.280788
-2,9,52.312037
-5,8,52.327662
0,10,52.358913
31,2,52.358913
-11,11,52.405787
-1,7,52.437036
19,6,52.452662
29,2,52.468287
16,6,52.483912
33,3,52.499536
-4,6,52.51516
1,6,52.530787
54,6,52.546411
31,3,52.562037
-1,7,52.577661
11,7,52.593287
8,8,52.624536
-2,12,52.655787
-2,6,53.499537
-7,9,53.530787
-1,11,53.562035
9,7,53.577661
-1,6,53.593285
2,11,53.640161
13,6,53.655786
3,11,53.687037
1,10,53.718286
-3,8,53.733911
25,1,53.733911
14,7,53.765162
12,8,53.780786
-3,8,53.812036
7,9,53.827662
8,9,53.858911
17,7,53.874536
8,6,53.905786
12,6,53.921411
-6,8,53.937037
38,4,53.952662
19,10,53.999535
37,8,54.030787
36,3,54.046412
5,9,54.062035
8,7,54.093286
3,10,54.140163
25,1,54.140163
4,10,54.17141
33,16,54.218286
4,6,54.249534
15,8,54.280787
-5,11,54.312034
7,6,55.154326
0,9,55.185577
-6,10,55.216825
31,6,55.232451
4,9,55.248075
-1,6,55.2637
12,7,55.29495
0,6,55.310576
46,7,55.3262
0,6,55.341826
2,12,55.3887
2,7,55.404326
28,6,55.41995
32,2,55.41995
13,6,55.435576
-4,6,55.451201
55,8,55.482451
9,11,55.513701
-5,6,55.529325
39,9,55.560575
7,7,55.576201
1,8,55.607451
31,6,55.623075
42,10,55.654325
11,9,55.66995
25,1,55.66995
15,10,55.701201
0,8,55.73245
2,7,55.748076
16,8,55.779326
0,7,55.794949
12,9,55.826201
31,3,55.826201
29,3,55.841825
5,19,55.904325
-2,8,56.748075
6,10,56.779327
7,7,56.794952
-8,7,56.826201
-9,10,56.841826
10,9,56.873077
14,8,56.904327
21,6,56.919951
0,7,56.935577
9,6,56.966829
19,7,56.982452
42,13,57.029327
-1,6,57.060577
-1,9,57.091827
5,9,57.123075
21,7,57.138702
-5,7,57.154326
17,9,57.201203
35,5,57.216826
10,8,57.248077
12,8,57.263701
-3,7,57.29495
-2,6,57.310575
-11,8,57.341826
10,11,57.373075
13,10,57.404335
10,8,57.435577
15,6,57.451203
25,1,57.466828
1,8,57.498078
18,8,57.529327
-7,11,57.576201
-6,9,58.466825
33,4,58.482451
-4,8,58.513701
7,6,58.544951
25,1,58.544951
-8,7,58.576201
37,8,58.591826
12,10,58.638703
33,6,58.669952
10,7,58.701202
-5,6,58.748076
-3,9,58.779325
1,7,58.794952
-4,8,58.826201
12,6,58.841827
-6,8,58.85745
16,8,58.8887
15,8,58.904326
-12,9,58.935576
6,8,58.9512
2,6,58.966826
4,7,58.998076
29,2,58.998076
17,6,59.029325
32,2,59.029325
3,8,59.060576
1,7,59.076201
-4,7,59.091826
34,6,59.10745
25,1,59.10745
3,6,59.138704
-6,8,59.154326
-1,7,59.169951
14,6,59.201201
25,1,59.201201
25,1,59.201201
6,8,59.216826
5,8,59.248077
33,7,59.263701
29,2,59.279326
-3,7,59.294951
25,2,59.294951
21,8,60.171039
1,6,60.186663
25,1,60.186663
21,9,60.217914
37,12,60.249163
-6,8,60.280414
9,7,60.311664
38,5,60.342915
2,10,60.374165
-1,8,60.405415
14,8,60.436664
25,1,60.436664
-8,7,60.452289
-7,9,60.499163
0,10,60.530414
1,8,60.561664
-3,9,60.592912
60,8,60.608539
53,6,60.639788
26,6,60.67104
35,7,60.686665
48,5,60.717912
29,2,60.717912
44,10,60.764788
4,7,60.780412
8,7,60.811664
61,8,60.842913
0,6,60.858538
46,4,60.874164
8,7,60.889789
27,2,60.905414
10,9,60.921038
31,4,60.936663
37,3,60.952288
-9,12,60.983539
9,7,61.014791
8,8,61.061665
3,7,62.092916
34,4,62.108539
2,8,62.13979
8,9,62.186665
17,6,62.202297
13,7,62.233539
-3,12,62.280413
1,7,62.311663
45,7,62.327288
8,7,62.358539
-1,9,62.389788
37,5,62.405415
16,7,62.421039
7,12,62.452288
35,3,62.467913
31,2,62.467913
6,8,62.499163
1,7,62.530417
29,2,62.530417
25,1,62.530417
9,6,62.561666
22,8,62.592914
29,2,62.592914
-3,13,62.655416
11,7,62.67104
5,13,62.717917
37,5,62.733539
-3,7,62.749165
-1,6,62.780414
3,7,62.796039
12,6,62.811664
7,8,62.842913
45,6,62.858539
-5,6,62.874165
-3,6,62.889788
-4,9,62.921039
2,6,62.936664
-4,13,63.85854
57,8,63.889787
-4,7,63.921037
-1,9,63.952288
36,5,63.967913
32,6,63.999163
26,3,64.01479
11,8,64.046038
13,9,64.07729
26,3,64.092913
5,6,64.124164
6,6,64.139789
-7,10,64.171039
8,7,64.202288
25,1,64.202288
37,5,64.217914
23,11,64.26479
44,5,64.280413
-5,10,64.311662
7,8,64.342912
15,9,64.389787
9,6,64.405414
13,6,64.42104
15,8,64.436664
5,7,64.467913
-8,12,64.499166
-1,9,64.530412
-7,6,64.546038
25,1,64.561664
1,7,64.577288
35,5,64.592912
19,7,64.624165
10,6,64.655413
-8,7,64.671048
16,6,64.702288
-1,6,64.717914
52,5,64.749167
-9,12,64.796037
11,12,65.791697
17,8,65.822947
28,9,65.854198
19,7,65.869821
23,7,65.916695
-7,7,65.947946
-1,10,65.979195
-1,7,65.994821
-6,7,66.010447
13,6,66.026072
32,2,66.041695
29,2,66.041695
5,6,66.057321
4,9,66.088571
3,7,66.119821
-5,11,66.151073
50,6,66.166698
13,12,66.197946
8,6,66.213571
28,3,66.229198
0,8,66.260445
0,9,66.291697
41,3,66.291697
25,1,66.291697
-1,11,66.322947
-1,9,66.369821
11,7,66.385445
30,2,66.401072
-13,8,66.416695
40,3,66.43232
60,5,66.447946
0,7,66.479196
-2,10,66.526071
25,1,66.526071
-6,7,66.557321
-5,7,66.572946
37,6,66.604196
-1,10,66.635448
6,10,67.604196
30,4,67.604196
32,2,67.619821
25,1,67.619821
4,6,67.651073
4,7,67.666698
37,5,67.682321
10,7,67.713573
34,10,67.760448
-5,8,67.791695
-11,12,67.822946
-2,9,67.869822
24,11,67.916697
30,4,67.932323
29,2,67.932323
31,4,67.947946
3,8,67.979198
4,9,67.994822
-3,10,68.041697
37,5,68.057321
6,7,68.072947
-1,7,68.104199
-11,12,68.151073
44,6,68.182324
2,6,68.197949
-7,6,68.2292
20,8,68.260448
21,9,68.291696
1,9,68.322948
-2,9,68.369824
36,4,68.385448
-7,6,68.416698
38,4,68.432325
-5,8,68.463573
-4,10,68.479199
11,8,68.510445
38,5,69.432323
8,7,69.447945
29,3,69.463572
5,8,69.479196
0,7,69.494822
18,11,69.541695
32,3,69.541695
4,6,69.55732
33,11,69.588571
-12,11,69.619822
0,6,69.635448
1,7,69.666696
5,11,69.697946
37,4,69.713574
8,7,69.729196
1,7,69.760447
-6,8,69.776071
-10,9,69.822947
-13,8,69.854197
-8,9,69.885445
11,8,69.916697
36,6,69.932322
-6,7,69.947946
8,8,69.979197
54,7,69.99482
-9,7,70.010446
12,8,70.041696
2,9,70.057321
0,11,70.104199
30,10,70.146711
8,6,70.155759
-8,9,70.187011
-3,9,70.218264
43,7,71.687014
3,8,71.718263
-8,10,71.76514
33,4,71.780764
-2,12,71.812011
-3,7,71.84326
-1,7,71.858885
18,7,71.874511
25,2,71.890136
18,9,71.905761
15,9,71.93701
38,4,71.952636
13,7,71.968261
17,6,71.999512
36,3,71.999512
-5,9,72.046386
1,9,72.077636
14,8,72.108887
20,7,72.140139
-4,9,72.187013
9,7,72.218263
-1,10,72.249514
-1,9,72.280763
39,6,72.312013
9,8,72.343263
3,12,72.390138
0,7,72.421389
11,7,72.45264
53,4,72.468263
-8,9,72.499512
-5,7,72.530761
33,3,72.546385
13,6,72.577636
3,7,72.593261
25,1,72.593261
