,number,value,datetime_start,datetime_complete,duration,params_activation_fn,params_batch_size,params_clip_range,params_ent_coef,params_gae_lambda,params_gamma,params_learning_rate,params_max_grad_norm,params_n_epochs,params_n_steps,params_net_arch,params_vf_coef,state
57,57,808.6666666666666,2022-03-02 21:01:09.115744,2022-03-02 21:02:11.223583,0 days 00:01:02.107839,relu,256,0.4,0.0009462096886045582,0.98,0.9999,0.00017831238269803534,0.3,5,128,medium,0.6410223913133999,PRUNED
58,58,399.0,2022-03-02 21:01:09.256370,2022-03-02 21:03:05.227591,0 days 00:01:55.971221,relu,256,0.4,0.004007184740317886,0.99,0.9999,0.00017289684043965338,0.3,5,256,medium,0.6297902512814435,COMPLETE
59,59,1202.6666666666667,2022-03-02 21:02:10.739209,2022-03-02 21:04:05.804228,0 days 00:01:55.065019,relu,512,0.4,0.006219332413213019,0.99,0.9999,0.0001837753065093872,0.3,5,256,medium,0.053961351962073245,COMPLETE
60,60,411.3333333333333,2022-03-02 21:02:11.223583,2022-03-02 21:03:15.526677,0 days 00:01:04.303094,relu,512,0.4,0.007422834205890843,0.99,0.95,0.00021774637184724757,0.7,10,256,medium,0.14540484391752087,PRUNED
61,61,804.3333333333334,2022-03-02 21:03:05.243215,2022-03-02 21:04:08.862080,0 days 00:01:03.618865,relu,512,0.4,0.0018739018061304622,0.92,0.9,0.00011272603514156196,0.5,10,256,medium,0.40330204255935087,PRUNED
62,62,799.3333333333334,2022-03-02 21:03:15.526677,2022-03-02 21:05:19.228757,0 days 00:02:03.702080,relu,512,0.2,0.0015677205576515448,0.92,0.9,0.00011715030689373223,0.5,10,1024,medium,0.4014756341029527,COMPLETE
63,63,400.6666666666667,2022-03-02 21:04:05.804228,2022-03-02 21:05:04.075476,0 days 00:00:58.271248,relu,512,0.4,0.006929219885655543,0.99,0.9999,9.612347839284194e-05,0.3,5,256,medium,0.4979140692475134,PRUNED
64,64,802.6666666666666,2022-03-02 21:04:08.862080,2022-03-02 21:05:06.809854,0 days 00:00:57.947774,relu,512,0.4,0.006191256566899595,0.99,0.9999,0.0006295855878937163,0.3,5,256,medium,0.07661370535947823,PRUNED
65,65,811.0,2022-03-02 21:05:04.075476,2022-03-02 21:06:01.708883,0 days 00:00:57.633407,relu,512,0.4,0.005204481198904898,0.99,0.9999,0.0003554870536420719,0.3,5,256,medium,0.0380976951888769,PRUNED
66,66,394.3333333333333,2022-03-02 21:05:06.809854,2022-03-02 21:06:01.521381,0 days 00:00:54.711527,relu,512,0.4,0.0004075491057746485,0.92,0.9999,0.00035276682371574537,1.0,5,1024,medium,0.057503619970775466,PRUNED
67,67,718.3333333333334,2022-03-02 21:05:19.228757,2022-03-02 21:07:49.071247,0 days 00:02:29.842490,relu,64,0.4,0.0004027922504608983,0.99,0.9999,0.00036528748624002806,1.0,5,256,medium,0.009349433556299191,COMPLETE
68,68,820.0,2022-03-02 21:06:01.521381,2022-03-02 21:08:22.246021,0 days 00:02:20.724640,relu,64,0.4,0.009805870993797762,0.99,0.9999,0.00023459725040803284,0.7,5,256,medium,0.008102294253905996,COMPLETE
69,69,804.6666666666666,2022-03-02 21:06:01.708883,2022-03-02 21:06:54.983715,0 days 00:00:53.274832,relu,64,0.4,0.008958298696672647,0.99,0.9,0.00022533386114019328,0.7,1,64,medium,0.15521559016481823,PRUNED
70,70,405.6666666666667,2022-03-02 21:06:54.999327,2022-03-02 21:08:31.231906,0 days 00:01:36.232579,relu,32,0.4,0.0002022711308961728,0.92,0.9999,0.0002743252075063399,0.9,10,256,small,0.4710230111271134,PRUNED
71,71,807.3333333333334,2022-03-02 21:07:49.076586,2022-03-02 21:09:24.165914,0 days 00:01:35.089328,relu,32,0.4,0.00020548814539780535,0.92,0.9,0.00026056646715744256,0.7,10,1024,small,0.5572517772431974,PRUNED
72,72,803.3333333333334,2022-03-02 21:08:22.246021,2022-03-02 21:09:52.016802,0 days 00:01:29.770781,relu,32,0.4,0.0002025863498778492,0.9,0.9,0.0002708009510650662,0.9,10,2048,small,0.5610258012192264,PRUNED
73,73,-6.0,2022-03-02 21:08:31.231906,2022-03-02 21:09:41.155720,0 days 00:01:09.923814,relu,64,0.4,0.00938806140468218,0.99,0.9999,0.00044453669916807536,0.7,5,256,medium,0.12295730291642809,PRUNED
74,74,399.6666666666667,2022-03-02 21:09:24.165914,2022-03-02 21:10:33.114932,0 days 00:01:08.949018,relu,64,0.4,0.008300743881318552,0.99,0.9999,0.00042624896937728087,0.7,5,256,medium,0.13063355317484587,PRUNED
75,75,392.3333333333333,2022-03-02 21:09:41.155720,2022-03-02 21:10:46.109772,0 days 00:01:04.954052,relu,64,0.4,0.004892176708572393,0.9,0.9999,0.0002093927929741844,0.7,5,2048,medium,0.04174621371453765,PRUNED
76,76,813.0,2022-03-02 21:09:52.016802,2022-03-02 21:10:59.684978,0 days 00:01:07.668176,relu,64,0.4,0.008098082432946909,0.99,0.9999,0.00018649746547878067,0.7,5,256,medium,0.04975434106315585,PRUNED
77,77,409.6666666666667,2022-03-02 21:10:33.114932,2022-03-02 21:11:39.110720,0 days 00:01:05.995788,relu,64,0.1,0.004361463186477987,0.99,0.95,0.00019408822332275084,0.7,5,256,medium,0.040645033725301344,PRUNED
78,78,406.6666666666667,2022-03-02 21:10:46.109772,2022-03-02 21:12:00.204052,0 days 00:01:14.094280,tanh,512,0.1,0.0003032731506096417,0.99,0.95,0.00051865777998957,0.7,20,256,medium,0.24650717262879168,PRUNED
79,79,401.0,2022-03-02 21:10:59.684978,2022-03-02 21:12:04.886354,0 days 00:01:05.201376,tanh,512,0.2,0.0003167328396820928,1.0,0.95,0.0001594747775379426,0.7,20,1024,medium,0.25430393200125256,PRUNED
80,80,807.0,2022-03-02 21:11:39.110720,2022-03-02 21:12:30.150231,0 days 00:00:51.039511,tanh,512,0.2,0.00030703575138123234,0.8,0.9,0.0005330878343968596,0.7,1,1024,medium,0.25192528135979325,PRUNED
81,81,1212.3333333333333,2022-03-02 21:12:00.204052,2022-03-02 21:13:50.045731,0 days 00:01:49.841679,relu,128,0.2,0.0008012847546782957,0.8,0.9,0.0006304584045138532,0.7,1,1024,medium,0.5155974621176085,COMPLETE
82,82,815.0,2022-03-02 21:12:04.886354,2022-03-02 21:12:59.460864,0 days 00:00:54.574510,relu,128,0.4,0.0008110684146950849,0.8,0.9,0.0008635085505828411,2.0,1,1024,medium,0.017742444767132826,PRUNED
83,83,809.6666666666666,2022-03-02 21:12:30.165857,2022-03-02 21:14:35.252330,0 days 00:02:05.086473,relu,512,0.4,0.00014330917597247644,0.92,0.9,0.00013029001802496452,0.7,10,1024,medium,0.5208009594648378,COMPLETE
84,84,1205.6666666666667,2022-03-02 21:12:59.460864,2022-03-02 21:15:04.470709,0 days 00:02:05.009845,relu,512,0.4,0.00023124864691461317,0.92,0.9,0.00040719015586401276,0.7,10,1024,medium,0.45222795130967997,COMPLETE
85,85,398.3333333333333,2022-03-02 21:13:50.045731,2022-03-02 21:14:42.776951,0 days 00:00:52.731220,relu,128,0.2,0.00024194214209872036,0.8,0.9,0.0006551359374366276,0.7,1,1024,medium,0.5162718980086834,PRUNED
86,86,401.6666666666667,2022-03-02 21:14:35.267956,2022-03-02 21:15:30.259453,0 days 00:00:54.991497,relu,128,0.2,0.0005708310624764531,0.8,0.9,0.00045554103842083954,0.7,1,1024,medium,0.484399546130437,PRUNED
87,87,400.6666666666667,2022-03-02 21:14:42.776951,2022-03-02 21:15:37.099151,0 days 00:00:54.322200,relu,128,0.2,0.0011912020294236939,0.95,0.995,0.0004063967297447348,0.7,1,64,medium,0.5999187827921956,PRUNED
88,88,1207.0,2022-03-02 21:15:04.470709,2022-03-02 21:16:23.592963,0 days 00:01:19.122254,relu,128,0.2,0.0005288349396116173,0.92,0.9,0.0005670854671369808,0.3,10,1024,medium,0.4549186420164346,COMPLETE
89,89,798.6666666666666,2022-03-02 21:17:32.698209,2022-03-02 21:18:41.124996,0 days 00:01:08.426787,relu,128,0.2,0.00023392261270460888,0.92,0.9,0.0008249997698738194,5.0,10,1024,medium,0.45446322727885996,PRUNED
90,90,806.3333333333334,2022-03-02 21:17:32.698209,2022-03-02 21:18:41.328122,0 days 00:01:08.629913,relu,128,0.2,0.0005593039977875891,0.92,0.9,0.0006019938641520715,5.0,10,1024,medium,0.45653418535338897,PRUNED
91,91,1200.0,2022-03-02 21:17:32.698209,2022-03-02 21:18:40.984372,0 days 00:01:08.286163,relu,128,0.2,0.0005420540148783451,0.92,0.9,0.0005937645832082109,5.0,10,1024,medium,0.46636713156760967,PRUNED
92,92,7.0,2022-03-02 21:18:40.984372,2022-03-02 21:19:51.424103,0 days 00:01:10.439731,relu,128,0.2,0.00036391728521673527,0.92,0.9,0.0009086086715935156,0.7,10,1024,medium,0.43051763359098144,PRUNED
93,93,1206.0,2022-03-02 21:18:41.124996,2022-03-02 21:21:09.380707,0 days 00:02:28.255711,relu,128,0.2,0.0003694189822991488,0.92,0.9,0.0006766323975068907,0.3,10,1024,medium,0.29867473393674104,COMPLETE
94,94,798.0,2022-03-02 21:18:41.328122,2022-03-02 21:19:41.592485,0 days 00:01:00.264363,relu,256,0.3,0.00036319235962863376,0.92,0.9,0.0006916361887247677,0.3,10,1024,medium,0.3143415534942822,PRUNED
95,95,813.3333333333334,2022-03-02 21:19:41.592485,2022-03-02 21:21:36.704458,0 days 00:01:55.111973,relu,512,0.2,0.0008048685318144268,0.92,0.99,0.000500639018816349,0.3,10,1024,medium,0.5751703487372475,COMPLETE
96,96,1202.3333333333333,2022-03-02 21:19:51.424103,2022-03-02 21:22:15.335002,0 days 00:02:23.910899,relu,512,0.3,0.00017845411771390908,0.92,0.99,0.0005415774516602322,0.3,10,128,medium,0.41844086072152903,COMPLETE
97,97,1216.6666666666667,2022-03-02 21:21:09.396334,2022-03-02 21:23:34.945838,0 days 00:02:25.549504,relu,128,0.2,0.00044150508155406,0.92,0.9,0.0004873892986843265,0.3,10,1024,medium,0.41738620405615917,COMPLETE
98,98,802.6666666666666,2022-03-02 21:21:36.704458,2022-03-02 21:22:43.525516,0 days 00:01:06.821058,relu,128,0.2,0.00018032838852953442,0.92,0.9,0.0005642700088436176,0.3,10,1024,medium,0.27917674119557195,PRUNED
99,99,809.0,2022-03-02 21:22:15.335002,2022-03-02 21:24:42.419540,0 days 00:02:27.084538,relu,128,0.2,0.00028251384703121613,0.92,0.9,0.0007821169291819005,0.3,10,1024,medium,0.38451664766395455,COMPLETE
100,100,804.6666666666666,2022-03-02 21:22:43.525516,2022-03-02 21:23:51.624501,0 days 00:01:08.098985,relu,128,0.2,0.00042819131251914063,1.0,0.9,0.0007508144277629505,0.7,10,1024,medium,0.3739590918378548,PRUNED
101,101,407.6666666666667,2022-03-02 21:23:34.961466,2022-03-02 21:24:40.818323,0 days 00:01:05.856857,relu,128,0.2,0.00043864896362130876,0.92,0.9,0.0006518338101902967,0.3,10,1024,medium,0.3790353976924796,PRUNED
102,102,800.6666666666666,2022-03-02 21:23:51.624501,2022-03-02 21:24:59.010010,0 days 00:01:07.385509,relu,128,0.2,0.0004970605845924828,0.92,0.9,0.00047342573658894866,0.3,10,1024,medium,0.32029842940789754,PRUNED
103,103,813.0,2022-03-02 21:24:40.818323,2022-03-02 21:25:48.719401,0 days 00:01:07.901078,relu,128,0.2,0.0005241936672663,0.92,0.9,0.0004941512856953801,0.3,10,1024,medium,0.3264444093016662,PRUNED
104,104,405.6666666666667,2022-03-02 21:24:42.419540,2022-03-02 21:25:50.485025,0 days 00:01:08.065485,relu,128,0.2,0.0004975477342541475,0.92,0.9,0.0004906312319849308,0.3,10,1024,medium,0.499567208385193,PRUNED
105,105,398.3333333333333,2022-03-02 21:24:59.010010,2022-03-02 21:25:59.785334,0 days 00:01:00.775324,relu,256,0.2,0.0006349305632165705,0.98,0.999,0.00038290109309868913,0.3,10,1024,medium,0.5394023962398199,PRUNED
106,106,805.0,2022-03-02 21:25:48.719401,2022-03-02 21:26:42.698029,0 days 00:00:53.978628,relu,256,0.2,0.0006717042352484198,0.98,0.999,2.29701513794749e-05,0.5,1,1024,medium,0.5036121864490186,PRUNED
107,107,808.3333333333334,2022-03-02 21:25:50.500650,2022-03-02 21:26:44.512800,0 days 00:00:54.012150,relu,256,0.3,0.00022353874294537928,0.98,0.999,0.0003831534669550528,0.5,1,1024,medium,0.5360074010511365,PRUNED
108,108,1207.3333333333333,2022-03-02 21:25:59.800960,2022-03-02 21:27:55.267347,0 days 00:01:55.466387,relu,32,0.3,0.0002260146335598554,0.92,0.9,0.0003286374470107266,0.5,1,128,medium,0.4159356953160943,COMPLETE
109,109,401.3333333333333,2022-03-02 21:26:42.698029,2022-03-02 21:28:21.065335,0 days 00:01:38.367306,relu,128,0.3,0.00022646509396991547,0.92,0.9,0.0004118713217417656,2.0,1,128,medium,0.480596968272732,COMPLETE
110,110,815.0,2022-03-02 21:26:44.512800,2022-03-02 21:31:20.445792,0 days 00:04:35.932992,relu,32,0.4,0.00036926118924793743,0.92,0.9,0.00033344195079184166,2.0,10,128,medium,0.4786021071255484,COMPLETE
111,111,806.6666666666666,2022-03-02 21:27:55.267347,2022-03-02 21:29:59.770881,0 days 00:02:04.503534,relu,32,0.4,0.00037799330136852207,0.92,0.9,0.00033830757699200125,0.5,10,128,medium,0.40258001336203864,PRUNED
112,112,796.3333333333334,2022-03-02 21:28:21.065335,2022-03-02 21:29:40.858881,0 days 00:01:19.793546,relu,32,0.4,0.00036156564886109224,0.92,0.9,0.0003335110609025648,0.5,10,512,small,0.4089643494235726,PRUNED
113,113,810.6666666666666,2022-03-02 21:29:40.858881,2022-03-02 21:30:31.636313,0 days 00:00:50.777432,relu,32,0.3,0.00026105806050655115,0.92,0.9,0.0003273413232773836,0.5,1,128,medium,0.4367916618819952,PRUNED
