#{"t_start": 1646345131.4036152, "env_id": "wordle-v0"}
r,l,t
34,2,10.92534
38,5,10.940966
25,1,10.940966
20,9,10.956591
10,6,10.972215
26,11,11.675341
42,5,11.690967
-6,10,11.70659
8,8,11.722216
25,2,11.737841
38,9,11.753466
2,8,11.784717
25,1,11.784717
-15,14,11.815966
12,14,11.862843
19,6,11.878468
4,7,11.894093
-10,13,11.925338
3,8,11.956588
0,8,11.972216
34,5,11.987838
-14,16,12.034715
33,6,12.05034
49,10,12.065963
-1,8,12.08159
39,5,12.097215
7,8,12.129736
-2,7,12.145364
16,9,12.160991
3,9,12.176615
35,7,12.192238
6,8,12.207864
36,3,12.223488
-5,7,12.239114
7,8,12.254738
-2,8,12.285991
2,7,12.301615
9,12,13.03599
25,1,13.03599
-4,6,13.051616
-1,7,13.078595
6,8,13.09266
12,10,13.108285
25,1,13.123911
9,14,13.155163
2,7,13.170788
-9,10,13.202038
25,1,13.202038
15,10,13.217663
-1,12,13.264538
3,6,13.280164
41,7,13.295789
25,1,13.295789
7,7,13.311411
55,8,13.342666
46,6,13.342666
-3,11,13.373913
8,7,13.389538
0,8,13.420788
32,6,13.436415
34,3,13.436415
14,7,13.452037
42,8,13.467664
2,6,13.483288
12,8,13.514538
-6,9,13.530163
0,10,13.545788
1,11,13.577039
44,4,13.592665
8,6,13.608291
1,9,13.623913
3,9,13.639538
32,2,13.655162
27,3,13.655162
29,3,13.670788
5,7,14.623915
48,6,14.63954
6,6,14.655165
10,8,14.686411
3,10,14.702037
7,7,14.717663
8,6,14.733287
1,9,14.764536
8,7,14.780161
0,7,14.795785
36,3,14.795785
43,6,14.88954
14,7,15.139543
29,3,15.170789
33,4,15.186413
-7,12,15.217665
5,6,15.23329
4,6,15.248913
-9,10,15.264537
55,5,15.280164
29,4,15.295792
35,4,15.311415
-1,8,15.327039
-5,12,15.358286
-3,9,15.389541
25,1,15.389541
0,7,15.405164
-8,13,15.45204
0,6,15.467665
14,9,15.483287
17,10,15.514539
4,10,15.545788
1,7,15.561413
29,2,15.561413
2,8,15.592664
4,9,15.608288
0,6,16.248914
29,6,16.264538
-5,10,16.280163
4,7,16.295788
-2,15,16.327036
5,6,16.342662
-3,11,16.373917
-1,9,16.389536
45,8,16.420787
-6,7,16.436413
-1,10,16.467663
10,6,16.483286
2,9,16.498911
18,6,16.514537
23,6,16.53016
6,7,16.545787
-3,10,16.561412
25,1,16.577039
8,7,16.592663
32,3,16.592663
5,7,16.623912
4,9,16.639537
-5,14,16.670787
47,6,16.686412
29,3,16.702045
7,6,16.717662
-1,12,16.74891
7,7,16.764541
59,7,16.780162
-9,10,16.795788
10,8,16.811416
-10,9,16.827037
40,4,16.842663
16,8,17.498911
42,6,17.498911
0,10,17.530162
32,5,17.530162
23,6,17.545786
27,2,17.545786
6,8,17.561412
31,7,17.592663
16,7,17.608288
29,2,17.608288
27,2,17.608288
-3,7,17.639537
29,2,17.639537
18,6,17.655163
9,13,17.686412
36,7,17.702037
6,7,17.717663
43,7,17.733288
3,8,17.748912
7,9,17.780167
9,9,17.795789
27,5,17.811412
16,7,17.827037
2,7,17.842662
8,6,17.858287
1,9,17.873913
-3,7,17.889537
1,7,17.905161
0,9,17.920787
4,8,17.936413
31,8,17.952037
27,2,17.952037
-7,9,17.983287
9,6,17.998912
48,13,18.030162
10,8,18.045787
-3,8,18.061411
25,1,18.061411
3,7,18.74255
53,7,18.74255
1,8,18.7738
30,3,18.7738
25,1,18.7738
16,7,18.789426
25,1,18.789426
-3,11,18.820676
12,7,18.836301
44,6,18.851925
35,4,18.867551
10,6,18.867551
7,7,18.898801
2,7,18.914426
11,6,18.93005
58,7,18.945673
-7,6,18.9613
0,6,18.976925
-1,7,18.99255
32,7,19.008175
29,2,19.008175
-5,8,19.0238
2,6,19.039424
3,13,19.070682
33,5,19.0863
4,6,19.101925
3,8,19.11755
25,1,19.11755
24,7,19.148801
31,4,19.148801
1,9,19.164426
9,8,19.195676
5,9,19.2113
7,6,19.226926
34,3,19.226926
-1,6,19.242559
-4,11,19.2738
-9,6,19.289425
25,2,19.289425
-4,8,19.30505
53,5,19.320675
35,6,19.3363
25,1,19.3363
25,1,19.976925
31,4,19.976925
25,1,19.976925
32,4,19.99255
8,7,20.008175
-2,11,20.023799
-1,14,20.070675
5,9,20.0863
50,5,20.101926
32,6,20.11755
6,8,20.133176
26,8,20.1488
25,2,20.1488
4,10,20.18005
27,2,20.18005
31,4,20.195675
3,6,20.211299
39,5,20.226924
1,7,20.24255
16,12,20.2738
5,6,20.289427
32,2,20.289427
8,6,20.305052
0,7,20.320676
4,7,20.3363
12,10,20.36755
1,10,20.383176
2,7,20.414425
2,7,20.43005
33,3,20.43005
-3,12,20.4613
8,8,20.476925
2,7,20.508175
25,1,20.508175
47,6,20.508175
25,1,20.523799
-5,6,20.523799
1,10,20.55505
7,6,20.570674
3,6,20.586299
8,8,21.242551
17,6,21.258174
6,9,21.2738
-4,7,21.289425
46,6,21.30505
31,4,21.30505
0,6,21.320676
-6,13,21.351926
49,6,21.36755
0,8,21.383173
37,5,21.398798
40,4,21.414425
25,1,21.414425
-2,7,21.430049
-2,9,21.445675
-7,9,21.476925
9,7,21.49255
5,8,21.508175
1,9,21.539425
-6,7,21.55505
12,6,21.617554
8,11,21.648803
47,7,21.680049
-1,7,21.695674
39,8,21.711298
42,5,21.726925
-1,6,21.742549
39,7,21.75818
25,1,21.75818
27,2,21.75818
43,8,21.789425
40,10,21.805049
38,4,21.805049
25,2,21.820675
14,8,21.836301
-2,7,21.851926
-5,11,21.86755
27,2,21.883174
25,1,21.883174
-4,9,22.5238
38,6,22.539426
5,10,22.57068
-2,9,22.586301
31,2,22.586301
44,4,22.60193
32,4,22.617551
31,2,22.617551
6,9,22.648801
1,7,22.664426
42,7,22.680052
50,6,22.695676
2,6,22.7113
1,7,22.726924
25,2,22.726924
9,8,22.758174
-2,8,22.773799
-4,11,22.789424
33,4,22.805049
42,6,22.820675
-1,11,22.8363
3,7,22.86755
40,4,22.86755
0,7,22.8988
6,9,22.914425
32,14,22.945676
37,6,22.9613
30,4,22.976925
4,11,23.008177
1,6,23.008177
7,6,23.023801
11,8,23.055049
14,6,23.070676
25,1,23.070676
4,9,23.097291
-1,9,23.111326
4,11,23.142583
58,5,23.158204
8,8,23.798829
10,7,23.814453
-6,14,23.845703
47,6,23.861327
-9,14,23.892578
-9,8,23.908205
0,10,23.939453
36,3,23.939453
9,11,23.970704
34,4,23.970704
28,4,23.986329
8,12,24.017578
29,2,24.017578
25,1,24.017578
10,10,24.048827
38,8,24.064454
7,11,24.080079
-2,7,24.095704
0,8,24.111328
12,16,24.142579
41,3,24.142579
25,2,24.158203
7,8,24.173828
4,7,24.189454
11,13,24.220708
10,10,24.251954
53,11,24.267578
25,1,24.267578
-3,7,24.283202
49,8,24.298828
5,7,24.314453
32,4,24.330079
16,9,24.345704
7,9,25.033202
5,9,25.048829
-6,11,25.080079
27,2,25.080079
5,8,25.095703
45,7,25.111329
4,9,25.126952
3,10,25.142578
21,6,25.158204
34,3,25.173829
5,8,25.189454
8,9,25.205078
29,3,25.205078
0,9,25.220704
6,8,25.251954
-2,7,25.267578
25,1,25.267578
36,6,25.28321
12,7,25.298828
12,6,25.314451
18,7,25.330078
49,7,25.345704
36,3,25.345704
35,7,25.361328
-6,6,25.376953
40,6,25.392579
40,6,25.408202
35,6,25.423827
44,7,25.439454
13,7,25.455078
3,10,25.470706
-6,7,25.486328
1,7,25.501953
-1,17,25.54883
46,7,25.564454
-7,13,26.267578
3,14,26.298827
37,4,26.314452
11,11,26.330077
35,3,26.345702
42,8,26.361328
-5,6,26.376954
0,10,26.408201
-7,13,26.439453
-1,7,26.455079
-4,9,26.47071
34,4,26.486328
34,7,26.501952
35,3,26.501952
2,11,26.533209
-4,7,26.548829
5,8,26.580077
2,10,26.611329
49,7,26.626954
-4,6,26.642584
17,9,26.658204
15,6,26.673828
18,6,26.689453
21,9,26.705079
6,8,26.736328
-6,9,26.751954
30,2,26.767577
3,16,26.798828
36,12,26.830079
-8,16,26.861329
44,11,26.892579
41,3,27.517577
-2,8,27.548829
3,6,27.564453
56,7,27.580077
-3,6,27.580077
13,14,27.626954
5,10,27.642578
36,3,27.658204
-5,8,27.673829
5,13,27.705079
44,6,27.720701
27,3,27.736333
5,9,27.751954
-1,7,27.767577
19,6,27.783201
6,7,27.798827
38,5,27.814454
34,10,27.845703
43,7,27.861328
30,4,27.876952
25,1,27.876952
36,6,27.892576
5,11,27.923828
-1,7,27.939452
32,2,27.939452
2,11,27.955077
29,4,27.970703
-1,8,27.986329
2,7,28.001953
29,3,28.017577
26,3,28.017577
6,7,28.033203
18,11,28.064453
29,2,28.064453
12,9,28.100402
2,7,28.119401
51,6,28.120455
12,7,28.151707
17,8,28.807956
0,11,28.839208
-6,9,28.854832
3,8,28.886081
46,3,28.886081
25,1,28.886081
37,3,28.901707
23,7,28.91733
37,2,28.91733
5,6,28.932956
57,8,28.964206
4,10,28.979832
25,1,28.979832
0,11,29.011082
34,3,29.026707
-1,7,29.042332
-1,9,29.057956
9,6,29.073581
54,7,29.089208
8,6,29.10483
25,1,29.10483
25,1,29.120457
37,5,29.136081
41,5,29.136081
27,2,29.151707
27,2,29.151707
-1,7,29.167332
0,7,29.182956
7,8,29.198582
0,6,29.214212
3,6,29.229832
30,6,29.245457
6,8,29.261096
27,8,29.27671
3,7,29.292332
43,8,29.307957
38,8,29.339207
0,8,29.354831
49,4,29.370457
10,8,29.386081
7,9,29.401707
1,7,29.417331
1,7,30.10483
10,6,30.120456
29,3,30.120456
-6,8,30.13608
-3,8,30.151707
27,2,30.167332
6,9,30.182956
9,7,30.198581
17,7,30.214207
34,2,30.214207
40,2,30.229831
22,9,30.245457
6,9,30.261082
14,8,30.276708
21,6,30.292331
1,9,30.307957
16,7,30.323581
6,7,30.339208
25,1,30.339208
25,6,30.354832
5,6,30.370456
1,7,30.386082
36,3,30.386082
-4,11,30.41733
-7,9,30.432955
27,2,30.432955
9,6,30.448581
-2,7,30.464206
21,8,30.479831
39,6,30.495456
7,8,30.51108
25,6,30.526707
-1,8,30.542332
47,8,30.557957
9,6,30.573582
27,2,30.589207
29,2,30.589207
37,6,30.604832
6,7,30.620457
50,5,30.636081
5,6,30.651707
43,4,30.651707
11,6,31.325951
39,3,31.341577
55,7,31.357201
14,7,31.372826
14,8,31.388451
14,9,31.404075
-3,16,31.45095
56,10,31.466577
37,6,31.482201
-3,9,31.513451
-6,8,31.529076
31,6,31.544701
-4,9,31.560326
2,11,31.591575
5,6,31.622827
36,3,31.622827
37,2,31.638451
37,4,31.638451
54,7,31.654128
25,1,31.654128
14,6,31.6697
-7,8,31.685326
12,9,31.716575
-4,9,31.732205
40,4,31.732205
25,1,31.747825
13,12,31.779075
4,7,31.7947
34,6,31.810325
41,10,31.825951
34,9,31.857201
4,12,31.88845
15,11,31.904076
1,8,31.935325
11,8,31.950949
4,9,32.591576
22,9,32.622825
32,6,32.638452
25,2,32.638452
-4,8,32.6697
38,7,32.685326
62,6,32.700951
2,9,32.716574
6,6,32.7322
1,8,32.747827
31,4,32.763456
46,7,32.77908
5,9,32.810326
4,6,32.82595
34,3,32.82595
25,1,32.82595
2,7,32.857206
-3,18,32.88845
3,9,32.919699
16,9,32.935325
2,7,32.966575
57,9,32.982199
47,4,32.997826
10,7,33.01345
34,5,33.029077
7,6,33.0447
7,6,33.060326
53,6,33.060326
39,9,33.091575
11,9,33.114974
12,6,33.128974
-1,8,33.147665
-3,6,33.163284
-1,8,33.17891
-5,12,33.21016
25,1,33.21016
26,4,33.225785
5,10,33.882034
7,6,33.882034
9,6,33.89766
7,7,33.913285
44,7,33.928909
1,9,33.96016
6,8,33.975784
34,8,33.991409
6,9,34.022659
3,7,34.038285
30,2,34.038285
6,6,34.053908
44,3,34.053908
5,13,34.08516
29,2,34.08516
9,9,34.116409
44,7,34.132035
33,3,34.132035
25,1,34.132035
30,2,34.14766
4,11,34.178911
-1,8,34.194535
1,9,34.21016
40,16,34.257035
54,8,34.272661
13,11,34.30391
-3,9,34.319534
11,7,34.33516
9,6,34.350785
3,12,34.36641
-3,6,34.382033
14,7,34.397661
-8,9,34.413285
-1,7,34.428909
4,9,35.100785
0,8,35.116408
10,11,35.14766
-10,9,35.163285
36,7,35.178908
-12,15,35.225784
-1,8,35.24141
23,9,35.27266
56,8,35.288285
10,13,35.319534
27,2,35.335159
25,1,35.335159
16,8,35.350784
-3,13,35.382035
-14,18,35.413285
42,3,35.428912
8,6,35.444535
40,2,35.444535
-8,6,35.46016
30,6,35.475786
5,7,35.491409
32,4,35.507035
17,6,35.522658
16,10,35.538285
-4,11,35.569534
47,4,35.585159
2,13,35.61641
10,9,35.632035
26,7,35.64766
33,3,35.64766
10,8,35.663285
43,5,35.67891
11,12,35.71016
4,11,36.397659
47,6,36.413285
29,6,36.42891
39,5,36.42891
25,3,36.444535
25,1,36.444535
5,7,36.46016
50,13,36.475786
24,8,36.49141
10,11,36.522659
9,8,36.538284
35,5,36.55391
3,11,36.600786
4,6,36.616409
6,11,36.632034
25,2,36.647658
22,6,36.647658
30,14,36.67891
-4,6,36.694535
7,8,36.725788
27,6,36.741412
33,9,36.757036
-7,8,36.77266
45,4,36.788283
-6,8,36.803908
48,6,36.819534
29,24,36.86641
9,6,36.89766
36,6,36.913285
29,2,36.913285
-4,9,36.92891
19,7,36.944536
-4,7,36.960161
49,7,36.99141
3,12,37.64766
37,4,37.663285
16,6,37.67891
29,3,37.694535
27,2,37.694535
25,1,37.694535
19,11,37.725785
16,7,37.741411
-5,14,37.77266
-5,11,37.803911
47,6,37.819536
14,7,37.819536
25,1,37.83516
2,8,37.850784
9,6,37.866412
-3,8,37.882035
-7,10,37.897659
33,11,37.928909
6,6,37.944535
4,9,37.96016
39,7,37.991414
43,7,38.007035
41,10,38.02266
14,10,38.038285
-6,9,38.069535
3,13,38.100786
19,7,38.119724
25,1,38.122721
37,4,38.130721
9,12,38.157428
32,2,38.157428
2,10,38.173051
25,1,38.188676
1,10,38.204301
41,5,38.219926
12,10,38.876176
12,6,38.876176
-9,17,38.92305
25,6,38.938676
8,9,38.954301
3,12,38.985552
34,3,38.985552
-16,15,39.016801
30,2,39.032431
57,5,39.048052
1,8,39.063676
4,8,39.079302
43,6,39.094927
33,7,39.11055
-8,9,39.141801
8,6,39.157427
3,6,39.173052
9,10,39.188677
3,7,39.204301
13,8,39.219927
27,2,39.235552
2,13,39.266802
18,9,39.282432
13,12,39.313675
38,5,39.329301
54,5,39.329301
4,6,39.344926
12,6,39.360551
-7,11,39.391801
13,8,39.407426
1,8,39.423051
40,6,39.438676
37,8,39.454303
-2,9,40.079301
-7,8,40.094925
11,6,40.110549
0,11,40.1418
12,9,40.173051
4,6,40.188674
-7,10,40.204301
-1,17,40.251181
4,6,40.2668
31,4,40.2668
43,4,40.282425
-2,10,40.29805
-4,12,40.329301
0,8,40.344926
6,9,40.360551
33,8,40.376175
2,9,40.391801
0,9,40.423051
18,6,40.438677
8,7,40.454302
34,3,40.469926
-2,10,40.485554
20,8,40.501177
39,9,40.532427
15,8,40.54805
11,8,40.563677
-1,8,40.579302
-4,11,40.610551
9,8,40.626177
39,5,40.641802
11,7,40.657427
43,8,41.282425
-3,6,41.298052
6,9,41.313675
2,6,41.329302
6,8,41.344926
4,8,41.36055
17,7,41.376176
25,1,41.376176
25,1,41.376176
40,4,41.3918
-9,8,41.407426
0,8,41.438679
3,7,41.454302
4,8,41.469928
7,10,41.485552
34,6,41.501181
32,2,41.5168
47,8,41.532426
25,1,41.532426
31,2,41.532426
4,13,41.563676
17,7,41.579301
27,3,41.594926
3,8,41.610552
25,1,41.610552
7,9,41.626176
25,3,41.641801
15,6,41.657426
27,2,41.657426
-11,12,41.688677
7,8,41.7043
23,7,41.719926
39,5,41.735551
2,9,41.751176
11,7,41.766801
19,8,41.782426
7,10,41.813682
40,8,41.8293
3,8,41.844926
25,1,41.844926
25,1,41.844926
51,6,41.860551
0,12,42.501175
31,5,42.5168
8,6,42.532425
25,2,42.532425
17,6,42.548052
-4,6,42.563677
25,1,42.563677
35,8,42.579302
34,4,42.594927
31,2,42.594927
25,1,42.594927
40,5,42.610552
34,6,42.626177
10,8,42.641801
56,4,42.657426
1,8,42.673053
12,7,42.688677
-1,6,42.704302
36,9,42.735552
27,3,42.735552
5,8,42.751176
-1,10,42.782427
37,7,42.798051
31,4,42.813676
37,3,42.829301
36,4,42.829301
32,2,42.844927
33,4,42.844927
46,4,42.860552
33,4,42.860552
25,1,42.876176
41,4,42.876176
37,5,42.891806
3,8,42.907425
33,4,42.923056
5,10,42.938679
39,6,42.954301
0,7,42.985552
6,14,43.016802
33,4,43.032426
25,1,43.032426
4,7,43.04805
6,7,43.063675
41,5,43.079301
36,4,43.079301
-8,9,43.110551
0,7,43.72829
-4,9,43.759539
20,10,43.775165
55,5,43.790791
15,12,43.82204
18,9,43.837666
37,6,43.85329
-7,6,43.868916
23,7,43.88454
51,5,43.900164
34,6,43.915788
25,1,43.915788
30,2,43.915788
33,4,43.93142
36,3,43.93142
25,1,43.947039
45,6,43.962664
15,7,43.962664
5,10,43.993914
-2,7,44.009539
41,4,44.009539
63,8,44.025166
-3,6,44.04079
45,5,44.056416
-1,8,44.072041
24,7,44.087665
31,2,44.10329
38,4,44.10329
8,7,44.118915
5,6,44.13454
43,9,44.165791
23,9,44.181414
8,8,44.19704
10,9,44.212666
5,6,44.228289
25,1,44.228289
6,7,44.243915
-4,8,44.259541
12,7,44.275165
46,3,44.290791
31,4,44.290791
-5,8,44.947041
25,1,44.947041
3,7,44.962668
15,9,44.993916
43,3,44.993916
2,7,45.009541
1,12,45.04079
52,7,45.056415
-4,10,45.087665
38,8,45.103291
3,7,45.118916
-3,6,45.134542
4,7,45.150167
49,6,45.165791
0,7,45.181416
31,3,45.197041
17,8,45.212665
3,7,45.22829
-7,8,45.243916
-2,6,45.259539
-1,8,45.275165
14,14,45.322041
44,7,45.337666
9,7,45.35329
4,6,45.368914
34,3,45.368914
33,6,45.384539
25,1,45.384539
37,5,45.400164
-6,7,45.415791
34,3,45.415791
10,9,45.431414
-7,7,45.447041
40,6,45.462665
2,8,45.493914
56,6,45.50954
-6,9,45.525165
15,10,45.556415
40,10,46.19704
16,8,46.212665
0,7,46.22829
43,5,46.243915
4,9,46.259541
16,9,46.306417
38,6,46.322039
43,7,46.337665
43,5,46.353292
38,3,46.353292
41,4,46.368917
53,9,46.384542
26,5,46.400168
-5,7,46.415793
37,5,46.431418
36,5,46.447042
29,5,46.462666
25,2,46.462666
37,5,46.478293
14,8,46.509542
45,3,46.509542
-2,6,46.525167
21,7,46.556418
-2,10,46.572044
50,6,46.587667
62,6,46.603291
23,4,46.618918
15,9,46.634542
25,1,46.650167
49,7,46.665792
11,8,46.681416
4,9,46.712667
26,6,46.728294
-1,7,46.743917
6,8,46.759541
20,11,46.790788
25,1,46.790788
5,10,46.822038
30,2,46.822038
-5,10,46.853291
-4,7,47.572047
0,7,47.587665
25,1,47.587665
14,10,47.618915
29,5,47.618915
35,3,47.63454
4,13,47.650166
39,3,47.66579
8,6,47.681414
8,6,47.697038
29,2,47.697038
7,6,47.712665
48,7,47.72829
31,6,47.743916
10,6,47.759541
4,7,47.775164
4,9,47.806418
35,4,47.806418
-5,6,47.822043
27,2,47.822043
3,7,47.853292
0,14,47.884542
5,7,47.900181
49,4,47.915792
-3,9,47.947042
-10,7,47.962666
39,10,47.97829
-1,7,48.00954
30,4,48.00954
21,8,48.025165
14,9,48.056417
15,6,48.072039
15,7,48.087665
16,6,48.103291
15,6,48.118916
-3,8,48.149281
25,1,48.15228
10,14,48.17496
-3,21,48.940585
12,7,48.956211
2,8,48.971835
27,3,48.987461
31,3,49.018712
-3,11,49.049964
31,4,49.049964
7,7,49.081212
-1,8,49.096837
-11,12,49.128086
3,6,49.143711
49,4,49.159335
48,6,49.17496
-2,7,49.190588
25,1,49.190588
10,7,49.221837
1,6,49.237463
3,7,49.253088
52,7,49.284337
7,8,49.315586
25,2,49.331211
5,10,49.362461
32,6,49.378086
11,6,49.393712
35,3,49.409337
38,3,49.409337
3,8,49.44059
-2,8,49.471836
0,6,49.487461
29,2,49.487461
-2,9,49.518713
3,6,49.581211
25,1,49.581211
3,6,49.612461
46,3,49.612461
10,7,49.628088
5,10,49.659337
9,7,49.674962
-5,7,49.690583
-3,6,49.70621
14,7,49.721837
32,3,50.409335
16,7,50.424961
44,4,50.440585
13,11,50.45621
-1,14,50.48746
-1,9,50.503084
59,7,50.518709
3,6,50.534333
36,4,50.54996
46,7,50.565586
-2,6,50.565586
12,7,50.581211
-9,16,50.628083
8,10,50.659335
25,1,50.659335
6,8,50.690582
-6,9,50.706209
2,6,50.721837
11,7,50.737459
5,6,50.75309
61,6,50.768708
2,9,50.799958
22,7,50.815585
-1,6,50.831212
41,7,50.846835
15,8,50.862458
34,3,50.878084
55,8,50.893708
-1,10,50.924961
9,8,50.940583
41,9,50.971835
15,8,50.987461
9,8,51.003085
30,2,51.018709
31,3,51.018709
25,1,51.018709
58,5,51.034335
13,8,51.846834
32,2,51.862461
56,4,51.862461
21,9,51.909336
10,7,51.92496
-3,8,51.940586
4,8,51.956212
-2,10,51.987459
-4,13,52.018709
4,7,52.034332
51,4,52.034332
2,6,52.049958
5,11,52.081209
3,7,52.081209
36,7,52.112459
6,8,52.128084
33,8,52.143709
8,8,52.159334
-8,13,52.190583
29,3,52.206209
25,1,52.206209
-9,10,52.23746
24,6,52.23746
-3,8,52.268707
22,8,52.284334
39,7,52.299958
13,13,52.331209
0,12,52.362459
43,9,52.378084
3,9,52.409335
25,1,52.409335
37,2,52.409335
-7,7,52.424959
53,4,52.440585
6,7,52.456208
0,11,53.14824
-3,10,53.167301
20,8,53.182928
1,7,53.198556
66,7,53.214179
31,3,53.229805
-3,9,53.245428
