,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_clip_range,params_ent_coef,params_gae_lambda,params_gamma,params_learning_rate,params_max_grad_norm,params_n_epochs,params_n_steps,params_vf_coef,state
29,29,3.0,2022-03-06 20:21:56.847401,2022-03-06 20:22:40.347747,0 days 00:00:43.500346,128,0.1,0.00455008829754781,0.92,0.95,0.0001270772277971188,0.9,20,512,0.5746014215963424,PRUNED
30,30,7.0,2022-03-06 20:22:46.217150,2022-03-06 20:24:27.143844,0 days 00:01:40.926694,128,0.1,0.0030413176693588184,0.95,0.9999,0.0003330815303581665,0.7,20,2048,0.15569442886948007,COMPLETE
31,31,14.666666666666666,2022-03-06 20:24:27.143844,2022-03-06 20:26:01.425842,0 days 00:01:34.281998,128,0.1,0.0016565819489642866,0.92,0.95,0.00018384082245531935,0.9,20,512,0.12725576536280644,COMPLETE
32,32,12.0,2022-03-06 20:26:01.427842,2022-03-06 20:26:47.843114,0 days 00:00:46.415272,128,0.1,0.006340535871439318,0.92,0.95,0.0006468062194994441,0.9,20,512,0.23981388659068598,PRUNED
33,33,8.0,2022-03-06 20:26:47.843114,2022-03-06 20:27:35.483592,0 days 00:00:47.640478,128,0.1,0.001517681410744881,0.92,0.95,0.00022897543986738592,0.9,20,512,0.07664362229297633,PRUNED
34,34,7.666666666666667,2022-03-06 20:27:35.484593,2022-03-06 20:28:22.083074,0 days 00:00:46.598481,128,0.4,0.007713782207254248,1.0,0.95,8.502770077540548e-05,0.9,20,512,0.022317367606077512,PRUNED
35,35,4.0,2022-03-06 20:28:22.083074,2022-03-06 20:29:19.825030,0 days 00:00:57.741956,32,0.1,0.0019277060967771904,0.99,0.995,0.00015730618971307437,0.5,10,256,0.31783415138813514,PRUNED
36,36,0.3333333333333333,2022-03-06 20:29:19.825030,2022-03-06 20:29:53.794195,0 days 00:00:33.969165,512,0.2,0.00010418423239400037,0.98,0.95,0.00027129462192302143,0.3,20,512,0.22229508815394916,PRUNED
37,37,13.333333333333334,2022-03-06 20:29:53.794195,2022-03-06 20:30:35.057903,0 days 00:00:41.263708,128,0.1,0.0009334528718424895,0.92,0.995,0.0004838450808156355,5.0,20,2048,0.730991298438304,PRUNED
38,38,-0.3333333333333333,2022-03-06 20:30:35.057903,2022-03-06 20:31:12.215899,0 days 00:00:37.157996,128,0.2,0.00733009399423717,0.98,0.999,0.00019268285241748651,0.9,10,256,0.009736843691339758,PRUNED
39,39,0.0,2022-03-06 20:31:12.216898,2022-03-06 20:31:49.521119,0 days 00:00:37.304221,64,0.4,0.002573618476658707,0.92,0.9999,7.189887837529413e-05,0.3,5,128,0.18812131559018275,PRUNED
40,40,5.333333333333333,2022-03-06 20:31:52.809599,2022-03-06 20:32:54.489786,0 days 00:01:01.680187,128,0.1,0.004545895087861118,0.99,0.95,0.00011215332260563059,2.0,20,64,0.06667739248566429,PRUNED
41,41,18.666666666666668,2022-03-06 20:32:54.489786,2022-03-06 20:33:39.233568,0 days 00:00:44.743782,128,0.1,0.0016091708601622308,0.92,0.95,0.00018121827426594367,0.9,20,512,0.15836079788815105,PRUNED
42,42,8.333333333333334,2022-03-06 20:33:39.233568,2022-03-06 20:34:23.285373,0 days 00:00:44.051805,128,0.1,0.0012838776124970913,0.92,0.95,0.00022530686148073062,0.9,20,512,0.12736704700586973,PRUNED
43,43,16.333333333333332,2022-03-06 20:34:23.285373,2022-03-06 20:35:07.266115,0 days 00:00:43.980742,128,0.1,0.0033840939924882816,0.92,0.95,0.00014375865293271786,0.9,20,512,0.15187619713423842,PRUNED
44,44,10.666666666666666,2022-03-06 20:35:07.266115,2022-03-06 20:35:51.163078,0 days 00:00:43.896963,128,0.1,0.0018772743166207177,0.9,0.995,0.00018914319945474755,0.7,20,512,0.3984614863703719,PRUNED
45,45,5.0,2022-03-06 20:35:51.163078,2022-03-06 20:36:33.319501,0 days 00:00:42.156423,32,0.2,0.0008563173677841755,0.92,0.95,0.00025727075602374424,0.9,5,256,0.26303558125386395,PRUNED
46,46,15.666666666666666,2022-03-06 20:36:33.319501,2022-03-06 20:38:34.763432,0 days 00:02:01.443931,64,0.1,0.002399774994005189,1.0,0.99,8.446278613253778e-05,0.3,20,512,0.05038392176972574,COMPLETE
47,47,9.0,2022-03-06 20:38:34.763432,2022-03-06 20:39:17.781717,0 days 00:00:43.018285,64,0.1,0.003607473813045246,1.0,0.99,8.569263951070793e-05,0.3,10,512,0.002270802602738875,PRUNED
48,48,7.333333333333333,2022-03-06 20:39:17.781717,2022-03-06 20:39:52.103449,0 days 00:00:34.321732,64,0.2,0.0023655496496348496,1.0,0.99,4.746169151122442e-05,0.3,5,256,0.049910233491101144,PRUNED
49,49,0.0,2022-03-06 20:39:52.103449,2022-03-06 20:40:19.822085,0 days 00:00:27.718636,64,0.4,0.005258378963985169,1.0,0.99,6.94585349643577e-05,0.3,1,2048,0.21056693326661602,PRUNED
50,50,7.666666666666667,2022-03-06 20:58:20.713289,2022-03-06 20:59:26.112827,0 days 00:01:05.399538,64,0.1,0.003280072606562715,0.98,0.995,0.00013061916345007526,2.0,20,64,0.567840982974779,PRUNED
51,51,6.666666666666667,2022-03-06 20:59:26.112827,2022-03-06 21:00:02.875912,0 days 00:00:36.763085,512,0.1,0.0015615979597701887,0.9,0.99,0.00017835493367424443,5.0,20,512,0.12994742151912161,PRUNED
52,52,18.0,2022-03-06 21:00:02.875912,2022-03-06 21:01:06.605484,0 days 00:01:03.729572,64,0.1,0.0023121724865950237,1.0,0.995,0.00010516683882101486,0.5,20,512,0.09163312347117908,PRUNED
53,53,5.333333333333333,2022-03-06 21:01:06.606484,2022-03-06 21:02:04.419331,0 days 00:00:57.812847,128,0.1,0.001145267908481793,0.95,0.95,0.00014888456757125546,0.3,20,512,0.18609202320142287,PRUNED
54,54,-1.0,2022-03-06 21:02:04.419331,2022-03-06 21:02:42.307504,0 days 00:00:37.888173,128,0.1,0.002899183346537227,0.98,0.99,5.224844800521809e-05,0.9,5,512,0.04609058614718156,PRUNED
55,55,0.6666666666666666,2022-03-06 21:02:42.308504,2022-03-06 21:03:47.062486,0 days 00:01:04.753982,64,0.1,0.0017552806410285635,0.9,0.995,0.00035303674740474843,2.0,20,1024,0.3349346168025184,PRUNED
56,56,1.3333333333333333,2022-03-06 21:03:47.062486,2022-03-06 21:04:27.178812,0 days 00:00:40.116326,32,0.2,0.002144709216632609,0.92,0.9999,9.459799705865771e-05,0.3,1,256,0.10743704156697441,PRUNED
57,57,2.0,2022-03-06 21:04:27.178812,2022-03-06 21:06:12.251603,0 days 00:01:45.072791,128,0.1,0.0013761217488461423,0.99,0.999,0.00020432228061882245,0.9,20,128,0.14697079159765594,COMPLETE
58,58,1.6666666666666667,2022-03-06 21:06:12.251603,2022-03-06 21:06:48.748983,0 days 00:00:36.497380,64,0.1,0.0043176044865826085,0.92,0.95,7.49053999208096e-05,0.7,5,512,0.2800321003605312,PRUNED
59,59,0.3333333333333333,2022-03-06 21:06:48.748983,2022-03-06 21:07:17.397602,0 days 00:00:28.648619,512,0.2,0.008642303845183783,1.0,0.995,0.0001219379573512562,2.0,1,1024,0.4261383901453502,PRUNED
60,60,14.666666666666666,2022-03-06 21:07:46.702342,2022-03-06 21:08:24.927467,0 days 00:00:38.225125,128,0.1,0.0004231416824385529,0.9,0.9,0.0004577131769549309,0.3,10,512,0.6093895267157238,PRUNED
61,61,13.333333333333334,2022-03-06 21:08:24.928468,2022-03-06 21:09:07.716888,0 days 00:00:42.788420,128,0.1,0.002816823640667534,0.95,0.9999,0.00036280616662468754,0.7,20,2048,0.15912083426715673,PRUNED
62,62,2.6666666666666665,2022-03-06 21:09:07.716888,2022-03-06 21:09:52.080384,0 days 00:00:44.363496,128,0.1,0.003364943031550191,0.95,0.9999,0.0005770511585926684,0.7,20,2048,0.1989627845073384,PRUNED
63,63,8.0,2022-03-06 21:09:52.081384,2022-03-06 21:10:34.978254,0 days 00:00:42.896870,128,0.1,0.0038012905040321642,0.95,0.9999,0.0002475228106643799,0.7,20,2048,0.10168032317861783,PRUNED
64,64,4.333333333333333,2022-03-06 21:10:34.978254,2022-03-06 21:11:23.153838,0 days 00:00:48.175584,128,0.1,0.002608130282503373,0.95,0.9999,0.0003090798907755487,0.7,20,2048,0.03713593083610067,PRUNED
65,65,7.666666666666667,2022-03-06 21:11:23.154839,2022-03-06 21:12:18.538607,0 days 00:00:55.383768,128,0.4,0.0020758351334340106,0.98,0.95,0.0003712257699788237,0.5,20,1024,0.851147017323751,PRUNED
66,66,4.0,2022-03-06 21:12:18.539607,2022-03-06 21:12:55.111718,0 days 00:00:36.572111,256,0.1,0.006560467822894838,0.95,0.995,0.00027901467636684335,0.9,1,256,0.22178094932963563,PRUNED
67,67,3.0,2022-03-06 21:12:55.111718,2022-03-06 21:14:05.701357,0 days 00:01:10.589639,64,0.3,0.004748522927197794,0.92,0.99,0.00014481940571552324,5.0,20,512,0.0776660779946009,PRUNED
68,68,3.0,2022-03-06 21:14:05.701357,2022-03-06 21:14:45.472017,0 days 00:00:39.770660,128,0.1,0.0017398270023329671,0.92,0.95,0.0001668393127256348,0.9,5,64,0.23923664460863153,PRUNED
69,69,14.666666666666666,2022-03-06 21:14:45.472017,2022-03-06 21:15:32.098800,0 days 00:00:46.626783,128,0.2,0.0010812763926896969,0.8,0.999,3.7809230776474106e-05,1.0,20,2048,0.5158238626792562,PRUNED
70,70,6.666666666666667,2022-03-06 21:15:35.499800,2022-03-06 21:17:09.662959,0 days 00:01:34.163159,32,0.1,0.0030400101612367823,0.9,0.9999,0.00020456519328547178,2.0,20,512,0.30705373284424037,PRUNED
71,71,0.6666666666666666,2022-03-06 21:17:09.662959,2022-03-06 21:17:40.996829,0 days 00:00:31.333870,256,0.3,0.0006875715067899831,0.8,0.9,0.00011819638478482112,1.0,1,1024,0.17127941296853885,PRUNED
72,72,-3.6666666666666665,2022-03-06 21:17:40.996829,2022-03-06 21:18:17.504496,0 days 00:00:36.507667,256,0.3,0.0014313509319173973,0.8,0.9,9.545334457363484e-05,1.0,1,1024,0.45767404561266045,PRUNED
73,73,13.333333333333334,2022-03-06 21:18:17.505496,2022-03-06 21:18:48.533495,0 days 00:00:31.027999,256,0.3,0.002206976951295175,0.8,0.9,1.9819589968926544e-05,1.0,1,1024,0.3909908150261798,PRUNED
74,74,7.333333333333333,2022-03-06 21:18:48.533495,2022-03-06 21:19:50.176496,0 days 00:01:01.643001,256,0.3,0.0008217736887401764,0.98,0.9,8.087583497335635e-05,0.3,1,1024,0.1283313705366575,COMPLETE
75,75,8.333333333333334,2022-03-06 21:19:50.182495,2022-03-06 21:20:20.495496,0 days 00:00:30.313001,256,0.3,0.0008263434420244182,0.98,0.9,5.971941216590917e-05,0.3,1,1024,0.1284597492887611,PRUNED
76,76,0.3333333333333333,2022-03-06 21:20:20.496496,2022-03-06 21:20:54.826496,0 days 00:00:34.330000,128,0.1,0.0005113872507645405,0.98,0.95,8.042519498540356e-05,0.3,1,128,0.0661383914616876,PRUNED
77,77,8.333333333333334,2022-03-06 21:20:54.826496,2022-03-06 21:22:08.599496,0 days 00:01:13.773000,64,0.3,0.0040543510881684945,0.98,0.995,0.00013352085534168917,0.3,20,256,0.13500000750667196,PRUNED
78,78,8.666666666666666,2022-03-06 21:22:08.600497,2022-03-06 21:22:45.301496,0 days 00:00:36.700999,512,0.4,0.0051356991673908595,0.98,0.95,0.00016069380173535676,0.3,10,512,0.029672489155010348,PRUNED
79,79,8.666666666666666,2022-03-06 21:22:45.301496,2022-03-06 21:23:25.768495,0 days 00:00:40.466999,128,0.2,0.0009482445802753806,0.92,0.99,0.00010173635119224369,0.9,5,1024,0.104062281207118,PRUNED
80,80,11.333333333333334,2022-03-06 22:27:55.195496,2022-03-06 22:28:32.120497,0 days 00:00:36.925001,128,0.1,0.0012535672760735919,0.99,0.995,0.00023871067914602953,0.9,20,512,0.24614115471848708,PRUNED
81,81,1.6666666666666667,2022-03-06 22:28:32.120497,2022-03-06 22:28:55.563495,0 days 00:00:23.442998,256,0.3,0.0016930929840158154,1.0,0.9,6.636424877928616e-05,0.3,1,1024,0.3594261827874852,PRUNED
82,82,-3.3333333333333335,2022-03-06 22:28:55.563495,2022-03-06 22:29:43.407495,0 days 00:00:47.844000,256,0.3,0.0024127732969296805,0.92,0.9,5.100154947066798e-05,1.0,1,1024,0.18408279832490576,COMPLETE
83,83,8.0,2022-03-06 22:29:43.408495,2022-03-06 22:30:06.568496,0 days 00:00:23.160001,256,0.3,0.0010580800744264057,0.98,0.9,3.9982913035363865e-05,2.0,1,1024,0.5036612228931006,PRUNED
84,84,11.0,2022-03-06 22:30:06.568496,2022-03-06 22:30:30.082497,0 days 00:00:23.514001,256,0.1,0.001936383070563495,0.8,0.9,8.808601997218151e-05,0.7,1,512,0.08061876899930354,PRUNED
85,85,20.333333333333332,2022-03-06 22:30:30.082497,2022-03-06 22:32:09.064495,0 days 00:01:38.981998,64,0.3,0.0007940386638925271,0.9,0.95,0.00011361958901809592,0.9,20,64,0.20974332222710446,COMPLETE
86,86,11.333333333333334,2022-03-06 22:32:09.065495,2022-03-06 22:32:58.544495,0 days 00:00:49.479000,64,0.3,0.0007428802543494339,0.9,0.95,0.0001102086840098376,0.9,20,64,0.16242639156869323,PRUNED
87,87,12.666666666666666,2022-03-06 22:32:58.545495,2022-03-06 22:34:37.390497,0 days 00:01:38.845002,64,0.1,0.0006082335458367714,0.9,0.95,0.00016766065076634433,0.9,20,64,0.20526139832782464,COMPLETE
88,88,5.0,2022-03-06 22:34:37.391496,2022-03-06 22:35:27.014497,0 days 00:00:49.623001,64,0.1,0.000576803914227381,0.9,0.95,0.00017653458075070496,0.9,20,64,0.21393971888348107,PRUNED
89,89,11.0,2022-03-06 22:35:27.014497,2022-03-06 22:36:16.598496,0 days 00:00:49.583999,64,0.2,0.00041367075767697025,0.9,0.95,0.0001328908699964449,0.9,20,64,0.11920754335881432,PRUNED
90,90,14.0,2022-03-06 22:36:17.890497,2022-03-06 22:37:06.761495,0 days 00:00:48.870998,64,0.1,0.0006559410958997198,0.9,0.95,0.00020361589356097183,0.9,20,64,0.27272255542194335,PRUNED
91,91,,2022-03-06 22:37:06.761495,,,64,0.1,0.0005530194694186736,0.9,0.95,7.878189098171781e-05,0.9,20,64,0.05170619772870835,RUNNING
92,92,18.333333333333332,2022-03-06 22:37:34.906495,2022-03-06 22:38:23.967496,0 days 00:00:49.061001,64,0.1,0.0005394587692709021,0.9,0.95,0.000158270650637643,0.9,20,64,0.14300276289495412,PRUNED
93,93,-2.0,2022-03-06 22:38:23.968496,2022-03-06 22:39:13.261496,0 days 00:00:49.293000,64,0.1,0.0011890837009193417,0.9,0.95,7.715546044941693e-05,0.9,20,64,0.05472526388816118,PRUNED
94,94,15.0,2022-03-06 22:39:13.261496,2022-03-06 22:40:02.661495,0 days 00:00:49.399999,64,0.1,0.0008556758004134363,0.9,0.95,0.00011565501808065403,0.9,20,64,0.17403483942691497,PRUNED
95,95,6.666666666666667,2022-03-06 22:40:02.662496,2022-03-06 22:40:51.639495,0 days 00:00:48.976999,64,0.1,0.0003640889508970491,0.92,0.95,0.00013628235043970313,0.5,20,256,0.19460210194341515,PRUNED
96,96,1.3333333333333333,2022-03-06 22:40:51.639495,2022-03-06 22:41:17.692497,0 days 00:00:26.053002,128,0.1,0.0002711809548138677,1.0,0.995,9.039237549687098e-05,0.3,5,2048,0.09130044162151606,PRUNED
97,97,16.333333333333332,2022-03-06 22:41:17.692497,2022-03-06 22:42:06.057497,0 days 00:00:48.365000,64,0.1,0.0031008964807429256,0.95,0.99,0.00022380168002966236,5.0,20,512,0.23681893093162484,PRUNED
98,98,,2022-03-06 22:42:06.057497,,,128,0.4,0.0008054705510935631,0.92,0.9999,0.00017813920864003533,0.9,20,128,0.016963467150353975,RUNNING
