#{"t_start": 1646342360.7748973, "env_id": "wordle-v0"}
r,l,t
-3,10,7.900029
31,2,7.915654
-7,10,7.931278
47,5,7.946901
36,6,7.962528
36,6,7.978153
50,9,8.009402
25,1,8.009402
-10,9,8.025026
29,2,8.040658
29,3,8.040658
29,2,8.056282
35,4,8.056282
38,6,8.071903
37,7,8.817327
40,10,8.832952
27,3,8.84858
54,7,8.864206
-6,9,8.879834
41,7,8.895454
31,7,8.926703
39,3,8.926703
-3,8,8.942329
45,2,8.957952
29,2,8.957952
25,1,8.957952
37,6,8.973583
27,2,8.973583
0,7,8.989203
25,1,9.004828
-5,9,9.020453
25,1,9.020453
32,6,9.036078
36,5,9.051704
-6,14,9.082954
29,2,9.082954
4,7,9.098577
29,6,9.114206
8,7,9.145452
25,1,9.145452
29,2,9.145452
29,3,9.161079
25,2,9.161079
27,2,9.161079
29,3,9.176703
-3,6,9.176703
35,8,9.207952
38,7,9.207952
25,1,9.223577
25,1,9.223577
31,10,9.254834
25,1,9.254834
33,3,9.254834
27,2,9.254834
2,9,9.286079
25,2,9.286079
12,9,9.301703
29,6,9.31733
-13,12,9.34858
39,5,9.364209
49,6,9.379831
40,8,9.395453
-8,15,10.207955
2,7,10.239202
-4,7,10.254829
31,12,10.28608
1,8,10.317329
28,8,10.332955
25,1,10.332955
31,2,10.348579
25,1,10.348579
25,1,10.348579
31,3,10.348579
25,1,10.364203
-4,14,10.395454
-6,9,10.426703
-12,9,10.442329
6,7,10.473579
32,5,10.489204
27,6,10.504829
35,6,10.520452
33,4,10.520452
-7,12,10.567329
25,1,10.567329
31,4,10.582952
30,5,10.598579
37,5,10.614204
2,6,10.629829
29,9,10.661079
2,9,10.707956
35,9,10.739206
0,9,10.770454
33,7,10.786078
26,4,10.801705
25,1,10.801705
25,2,10.801705
27,3,10.81733
27,5,10.832954
-9,10,10.864206
12,9,10.91108
-12,13,10.94233
-2,9,10.989204
37,8,11.004828
24,3,11.895455
2,7,11.926703
25,1,11.926703
34,3,11.942329
-3,6,11.973579
30,9,12.004829
0,7,12.03608
36,7,12.051704
38,8,12.082954
0,8,12.114203
51,4,12.129828
26,3,12.145453
39,9,12.176704
47,5,12.192329
25,1,12.192329
27,2,12.207954
25,1,12.207954
34,5,12.223579
29,3,12.223579
31,3,12.239204
42,5,12.254829
-5,11,12.286078
25,1,12.301704
25,2,12.301704
35,16,12.348577
2,9,12.364201
-4,8,12.395452
30,11,12.426702
32,9,12.457952
29,2,12.457952
-4,7,12.473578
-3,10,12.504828
27,2,12.520453
28,3,12.520453
-12,15,12.582955
29,2,12.582955
-5,10,12.629831
-4,11,12.661077
32,10,12.692329
25,2,12.707954
25,1,12.707954
29,3,12.723578
37,8,12.739204
27,12,13.568385
11,8,13.584009
27,3,13.599634
37,8,13.630886
25,1,13.630886
29,4,13.646513
43,4,13.662136
36,11,13.693385
25,1,13.693385
15,6,13.724636
37,4,13.724636
-7,14,13.787133
29,3,13.80276
50,6,13.818384
-3,7,13.849635
-6,10,13.896508
-6,13,13.959011
36,5,13.974633
1,9,14.005885
31,4,14.021511
29,2,14.021511
25,4,14.037135
2,9,14.084009
-4,8,14.115261
13,8,14.130884
41,7,14.146511
-2,9,14.177758
25,1,14.193385
31,3,14.209008
39,7,14.24026
-3,8,14.255885
2,9,14.302759
-13,14,14.33401
28,4,14.349635
1,6,14.36526
35,10,14.396507
28,4,14.412134
25,1,14.412134
39,8,14.427758
25,3,14.443383
52,7,15.146511
33,3,15.162133
51,5,15.177764
0,9,15.193391
35,12,15.224634
10,9,15.255884
46,10,15.271509
34,8,15.30276
51,4,15.30276
37,4,15.318384
42,11,15.349635
25,1,15.349635
25,1,15.349635
25,1,15.349635
-7,15,15.380885
35,5,15.396509
31,2,15.396509
26,10,15.42776
11,8,15.443384
-7,9,15.474634
4,13,15.505883
34,4,15.521509
40,11,15.55276
25,1,15.55276
25,2,15.55276
44,6,15.568384
-1,10,15.599633
47,4,15.615257
-5,8,15.630882
28,8,15.64651
8,9,15.677758
46,7,15.693385
8,7,15.709009
25,1,15.709009
25,1,15.724634
47,4,15.724634
-7,15,15.771508
30,4,15.787135
35,6,15.80276
-17,14,16.521509
28,7,16.537133
25,1,16.537133
-3,12,16.568384
40,5,16.584008
49,12,16.615258
26,4,16.630883
25,1,16.630883
1,10,16.662133
34,8,16.677758
25,2,16.677758
32,6,16.693384
33,11,16.724637
10,9,16.74026
0,8,16.771513
25,1,16.771513
-8,9,16.787137
27,2,16.787137
58,6,16.818385
25,1,16.818385
2,6,16.834015
33,4,16.849641
25,1,16.849641
53,8,16.865261
0,10,16.896511
49,7,16.912135
27,2,16.912135
25,1,16.912135
-6,9,16.927758
29,4,16.943385
-12,11,16.974635
36,7,16.990259
34,10,17.02151
-2,13,17.052759
1,10,17.068388
27,2,17.084011
1,8,17.099637
10,7,17.115259
25,1,17.115259
-7,9,17.130884
39,7,17.834008
26,5,17.849636
38,8,17.880885
27,2,17.880885
33,3,17.880885
27,2,17.896508
-9,8,17.912134
5,10,17.927759
32,6,17.943385
-7,14,17.99026
27,2,17.99026
29,2,18.005883
-3,7,18.005883
-8,7,18.021508
35,4,18.037134
-8,11,18.068385
-8,9,18.084008
1,6,18.099634
-5,8,18.130885
29,2,18.130885
45,3,18.146509
37,8,18.162136
25,6,18.177758
35,5,18.193384
37,4,18.193384
32,7,18.22464
27,8,18.24026
25,1,18.24026
35,4,18.24026
38,4,18.255883
37,5,18.271509
-2,9,18.302762
45,4,18.318385
36,7,18.33401
43,6,18.349633
31,9,18.36526
27,2,18.380885
35,4,18.380885
38,8,18.412133
-3,6,18.412133
29,4,18.427757
35,4,18.427757
31,3,18.443383
3,6,18.464295
42,9,19.172843
-3,6,19.188466
6,13,19.219717
28,4,19.23534
25,1,19.23534
3,10,19.26659
25,2,19.26659
25,1,19.26659
27,3,19.282216
40,8,19.29784
29,3,19.313466
33,10,19.329092
-10,7,19.344717
26,3,19.344717
31,4,19.360343
27,2,19.360343
3,7,19.391591
29,2,19.391591
25,4,19.407218
-7,10,19.438472
32,9,19.454092
46,7,19.469715
28,5,19.485342
32,9,19.516592
28,8,19.532218
29,2,19.532218
0,10,19.563467
39,5,19.579092
-12,13,19.610343
7,12,19.641599
27,2,19.641599
32,13,19.688468
27,2,19.688468
27,2,19.688468
31,3,19.704093
25,1,19.704093
44,6,19.719716
27,2,19.719716
31,3,19.735342
29,2,19.735342
13,6,19.750966
48,9,19.782216
36,9,19.797842
26,4,19.813467
29,5,19.82909
27,2,19.82909
6,9,20.641594
24,3,20.641594
-5,11,20.688465
31,3,20.70409
35,4,20.719717
29,3,20.719717
25,1,20.735343
44,3,20.735343
33,5,20.750966
25,1,20.750966
29,3,20.766592
25,1,20.766592
2,7,20.797842
13,6,20.813467
31,8,20.82909
27,2,20.844717
31,11,20.875966
-17,20,20.95409
39,6,20.969715
-2,9,21.016592
3,7,21.032216
12,9,21.07909
51,11,21.125968
40,4,21.141593
30,2,21.141593
25,1,21.157217
27,2,21.157217
-2,9,21.204093
29,2,21.204093
-12,14,21.266593
41,6,21.297842
25,1,21.297842
32,4,21.313465
1,6,21.344715
30,8,21.375968
39,7,21.407218
-11,8,21.438465
-1,7,21.469717
25,1,21.469717
25,1,21.469717
25,2,21.469717
-14,15,21.532218
42,7,21.563468
43,8,21.594717
5,8,22.672844
-5,12,22.70409
39,6,22.719715
2,9,22.750966
2,19,22.797841
38,9,22.829092
-3,10,22.860344
41,7,22.891593
31,3,22.891593
31,2,22.907218
25,1,22.907218
33,6,22.922842
30,9,22.954092
-4,15,22.985342
25,1,23.000965
29,2,23.000965
25,2,23.000965
-3,12,23.047842
-1,8,23.063468
35,11,23.094717
25,1,23.094717
27,4,23.110342
43,5,23.125967
36,5,23.141593
25,2,23.141593
2,11,23.188469
-2,8,23.204093
25,1,23.204093
25,1,23.219717
37,6,23.235343
53,6,23.250968
31,4,23.266593
31,4,23.266593
53,8,23.297842
29,2,23.297842
27,5,23.313467
27,3,23.329093
34,10,23.360343
-6,10,23.391593
13,8,23.422842
25,1,23.422842
25,1,24.235762
29,2,24.251387
33,8,24.282636
31,6,24.298261
-7,8,24.313886
-6,11,24.345137
-3,8,24.376386
-1,10,24.392011
0,7,24.423262
38,5,24.438886
48,12,24.470138
35,4,24.470138
42,5,24.501385
30,5,24.51701
25,1,24.51701
-3,10,24.563886
31,6,24.579511
25,1,24.579511
40,4,24.595137
33,10,24.642011
-9,12,24.688887
4,6,24.704511
0,7,24.720136
-4,7,24.73576
31,3,24.73576
0,9,24.782637
-3,6,24.79826
24,3,24.813885
27,2,24.813885
43,8,24.829509
27,2,24.845135
0,9,24.860763
6,13,24.907636
10,9,24.923262
27,2,24.923262
-8,9,24.938885
8,12,24.970136
27,2,24.970136
-3,7,24.985762
40,9,25.70451
38,11,25.73576
27,5,25.751386
52,7,25.767011
23,6,25.782635
32,9,25.813885
27,2,25.813885
25,1,25.813885
-5,7,25.829509
29,8,25.845136
49,3,25.860762
25,1,25.860762
42,9,25.876384
32,4,25.89201
1,10,25.923261
25,1,25.923261
25,2,25.923261
-6,7,25.938886
25,1,25.954509
28,9,25.970135
12,9,25.985761
27,2,26.001386
25,1,26.001386
53,7,26.017016
25,2,26.032636
7,14,26.048261
36,10,26.079509
35,10,26.110761
26,6,26.110761
10,7,26.14201
44,4,26.14201
-4,7,26.157637
30,11,26.188886
36,4,26.204509
27,2,26.204509
27,3,26.204509
39,7,26.220135
9,11,26.251385
39,14,26.29826
27,2,26.29826
4,9,26.313885
26,4,26.32951
52,7,27.032634
30,2,27.032634
33,4,27.032634
1,6,27.048259
48,8,27.063885
33,5,27.079509
34,10,27.110759
39,5,27.110759
-7,12,27.14201
29,3,27.157636
25,1,27.157636
37,6,27.173261
2,8,27.188886
51,6,27.20451
-9,14,27.235759
44,4,27.251386
39,9,27.267009
40,6,27.282637
31,8,27.298262
40,11,27.329511
39,9,27.345136
37,3,27.36076
9,10,27.376385
37,8,27.407635
44,6,27.423262
29,3,27.423262
29,2,27.423262
44,7,27.438886
-2,8,27.454511
28,3,27.470134
32,7,27.485759
26,3,27.485759
25,2,27.501386
31,4,27.501386
35,10,27.532636
25,1,27.532636
50,6,27.548261
-1,10,27.57951
31,7,27.595136
25,1,27.595136
37,8,27.61076
-2,21,28.329513
25,1,28.329513
37,8,28.345134
-5,10,28.376384
27,2,28.376384
39,9,28.39201
36,9,28.423261
39,6,28.438886
-1,8,28.454511
39,7,28.470136
25,2,28.470136
32,18,28.512519
38,4,28.528146
0,6,28.543771
36,5,28.559397
2,6,28.57502
25,1,28.57502
-3,8,28.606273
-3,10,28.621897
-7,10,28.653148
27,4,28.653148
-9,10,28.668772
35,10,28.700022
26,4,28.715649
-4,7,28.731273
32,4,28.746897
46,8,28.762522
8,11,28.793773
46,11,28.825021
25,1,28.825021
29,3,28.825021
25,1,28.840647
25,2,28.840647
39,10,28.856273
25,1,28.871898
27,3,28.871898
25,1,28.871898
29,2,28.887522
-2,7,28.903147
25,1,28.903147
40,5,28.918772
38,6,29.57502
27,2,29.57502
-5,11,29.606273
25,1,29.606273
27,11,29.637522
29,9,29.653147
29,3,29.653147
34,4,29.668778
31,4,29.684397
40,6,29.700023
25,1,29.700023
25,1,29.700023
31,4,29.715647
27,3,29.715647
33,3,29.73127
4,9,29.746897
38,7,29.762521
6,7,29.778147
49,4,29.79377
27,2,29.809398
31,6,29.825021
24,4,29.825021
48,11,29.856273
-2,7,29.871899
25,1,29.871899
27,2,29.887523
51,7,29.903151
25,1,29.903151
24,3,29.903151
10,11,29.950022
36,4,29.965647
13,8,29.996895
-8,10,30.012521
45,6,30.028147
35,4,30.043771
25,1,30.043771
25,1,30.043771
38,7,30.059396
33,6,30.07502
25,4,30.090647
25,3,30.090647
25,1,30.090647
32,8,30.121897
0,9,30.137522
29,3,30.153146
48,5,30.168774
25,1,30.168774
33,3,30.168774
31,4,30.184398
-3,9,30.200021
25,2,30.215647
48,8,30.231271
-2,10,31.106273
32,7,31.137522
37,6,31.153148
31,7,31.168773
29,2,31.184398
33,6,31.200022
-5,12,31.23127
43,4,31.246897
34,10,31.278147
-6,10,31.309398
29,4,31.325022
24,9,31.356273
35,4,31.356273
36,10,31.403146
5,6,31.418772
43,5,31.450022
3,8,31.481272
25,1,31.481272
45,2,31.496897
48,5,31.512522
43,6,31.543773
35,6,31.575021
37,7,31.606272
10,7,31.637523
36,6,31.653147
38,10,31.684395
25,3,31.684395
25,1,31.684395
39,6,31.715646
31,4,31.715646
-4,10,31.746896
12,8,31.778145
29,4,31.793771
-5,11,31.840647
34,7,31.871898
29,6,31.887522
45,7,31.918771
27,2,31.918771
25,1,31.934397
31,5,31.950022
28,7,31.981273
50,9,32.903146
36,9,32.95002
25,1,32.95002
24,3,32.965645
25,1,32.965645
30,10,32.996896
37,8,33.012521
46,8,33.043769
25,1,33.043769
25,1,33.059397
27,2,33.059397
31,4,33.07502
50,7,33.10627
26,3,33.121895
-5,8,33.153152
45,6,33.168772
25,1,33.184398
46,5,33.200023
45,2,33.215645
33,3,33.215645
45,6,33.246897
26,4,33.262521
25,1,33.262521
33,7,33.293771
35,5,33.309397
-3,6,33.340645
27,2,33.340645
4,7,33.371895
37,6,33.403147
5,14,33.450021
17,12,33.481271
25,1,33.496895
25,2,33.510186
35,4,33.52623
36,5,33.541855
29,6,33.557482
27,2,33.573105
26,7,33.604356
-5,16,33.651233
29,3,33.666856
34,14,33.713731
33,4,33.729357
30,4,33.744981
25,1,33.760607
36,23,33.854356
36,5,33.869983
-1,10,34.698108
25,1,34.698108
27,5,34.713731
34,17,34.760608
27,2,34.776231
48,7,34.791859
25,2,34.807482
25,1,34.807482
39,12,34.838732
25,4,34.854357
42,6,34.885608
-13,12,34.932483
37,7,34.979357
29,2,34.979357
25,2,34.979357
35,7,35.010607
37,10,35.041857
47,3,35.041857
4,13,35.088732
29,3,35.104357
38,4,35.119982
25,1,35.119982
13,7,35.135605
48,8,35.166856
25,16,35.198107
49,4,35.213731
25,1,35.213731
25,1,35.213731
31,3,35.229355
25,1,35.229355
26,12,35.260607
2,9,35.291858
27,5,35.307482
25,1,35.307482
50,3,35.323108
36,4,35.323108
25,10,35.354357
43,8,35.385612
34,13,35.416858
37,6,35.432482
2,7,35.448108
49,10,36.151231
29,3,36.151231
27,4,36.166857
45,2,36.166857
25,1,36.166857
25,1,36.182482
31,8,36.198107
25,1,36.198107
25,1,36.198107
9,8,36.213733
-6,17,36.260607
35,4,36.260607
26,4,36.276232
36,6,36.291857
39,12,36.323107
36,12,36.354357
19,13,36.401232
35,8,36.416857
25,2,36.416857
25,2,36.432485
28,4,36.463736
27,3,36.463736
25,2,36.479356
25,1,36.479356
49,4,36.494982
1,10,36.510607
49,9,36.541857
24,3,36.541857
25,1,36.541857
29,2,36.55748
33,15,36.588731
25,2,36.588731
29,3,36.604357
43,4,36.604357
29,2,36.619982
25,1,36.619982
38,5,36.635607
42,8,36.651231
-10,14,36.698105
37,8,36.713732
39,6,36.729356
29,7,36.744982
45,2,36.760608
24,12,36.77623
35,12,36.823106
2,6,36.838732
29,2,37.526232
37,2,37.526232
34,8,37.557482
39,4,37.557482
0,7,37.588732
32,10,37.604358
45,2,37.619982
32,4,37.619982
42,9,37.651232
34,4,37.651232
35,4,37.666858
29,2,37.666858
34,7,37.682481
25,1,37.682481
37,9,37.71373
25,1,37.71373
45,3,37.729357
30,6,37.744981
30,11,37.761831
33,6,37.777458
33,4,37.793082
40,8,37.80871
29,3,37.824335
48,5,37.824335
25,2,37.83996
-11,10,37.855585
27,2,37.871211
6,9,37.886835
45,2,37.886835
8,9,37.918083
34,4,37.918083
-7,8,37.949332
27,2,37.949332
27,3,37.949332
0,7,37.980582
36,6,37.996208
52,6,38.011839
31,4,38.011839
25,1,38.027457
35,11,38.058708
-7,11,38.074334
47,11,38.105584
33,5,38.121208
40,6,38.136833
52,8,38.168085
28,4,38.168085
25,1,38.183708
11,22,38.929648
25,1,38.929648
39,8,38.960899
33,6,38.976524
48,7,38.992148
25,2,38.992148
36,8,39.007773
22,7,39.023398
29,2,39.023398
29,2,39.039023
34,5,39.039023
49,12,39.07028
48,6,39.085897
29,3,39.085897
27,2,39.085897
39,5,39.101524
35,4,39.117149
31,3,39.117149
33,14,39.148401
37,5,39.164023
25,4,39.179649
34,5,39.195273
31,3,39.210898
-1,8,39.226526
36,8,39.242152
35,6,39.257777
36,5,39.273401
-18,29,39.335899
1,8,39.367153
29,10,39.382772
25,1,39.398399
37,6,39.414024
25,1,39.414024
28,8,39.429649
33,14,39.4609
-5,12,39.492149
45,2,39.507774
36,6,40.195277
36,6,40.210898
33,4,40.226525
50,9,40.24215
41,5,40.257777
30,4,40.273398
25,1,40.273398
27,2,40.273398
31,13,40.304648
44,9,40.335897
34,5,40.335897
37,7,40.367149
25,4,40.367149
40,8,40.382775
28,12,40.414025
30,4,40.429649
23,5,40.429649
41,7,40.445274
17,6,40.460899
33,4,40.476525
9,14,40.507775
25,1,40.507775
29,6,40.523399
-1,8,40.539026
25,4,40.554648
39,8,40.570275
33,14,40.617153
25,2,40.617153
2,9,40.632776
43,6,40.6484
30,4,40.664025
43,13,40.695273
49,4,40.710899
31,3,40.726525
10,11,40.742148
36,6,40.757774
-2,8,40.789024
37,4,40.789024
25,1,40.789024
39,8,40.80465
25,1,40.820274
43,5,41.665282
25,1,41.665282
-5,12,41.696532
34,10,41.727782
25,2,41.727782
25,1,41.727782
25,2,41.743406
25,2,41.743406
38,4,41.75903
25,2,41.75903
26,5,41.774657
47,10,41.821532
38,6,41.837171
32,12,41.884031
25,1,41.884031
34,15,41.930905
27,2,41.930905
5,7,41.977782
25,1,41.993405
29,3,41.993405
37,6,42.00903
36,5,42.024655
34,5,42.040282
39,8,42.07153
34,7,42.087156
37,10,42.13403
33,12,42.180907
25,1,42.180907
35,5,42.196531
27,3,42.196531
44,4,42.212157
25,4,42.227783
38,9,42.243407
25,1,42.259031
-7,10,42.274657
29,3,42.290282
25,3,42.305907
24,3,42.305907
25,2,42.321532
35,4,42.321532
34,7,42.352781
37,2,42.352781
27,2,42.352781
25,1,42.368407
32,7,42.384032
48,6,42.399657
33,6,42.430907
24,3,42.44653
29,2,42.44653
27,3,42.462157
25,1,42.47778
25,2,42.47778
25,1,42.493408
27,4,42.509032
25,1,42.509032
33,3,42.524656
27,3,43.493406
35,4,43.509031
25,1,43.509031
31,6,43.542475
37,2,43.551475
28,4,43.56916
-2,6,43.584786
-5,13,43.616038
37,4,43.631663
25,2,43.64729
25,2,43.662913
31,8,43.694163
47,14,43.756662
29,2,43.772289
-8,12,43.819162
26,7,43.850413
-1,8,43.881663
34,8,43.897287
38,8,43.928538
35,7,43.944163
27,4,43.959788
36,8,43.975413
45,2,43.991038
36,5,44.006664
45,2,44.006664
25,1,44.006664
35,4,44.022287
38,4,44.037913
38,6,44.053539
45,2,44.069162
28,6,44.084785
45,5,44.116038
45,2,44.116038
52,7,44.147287
27,2,44.16291
36,5,44.194163
27,2,44.194163
-2,7,44.225413
-4,12,44.272288
25,1,44.272288
27,2,44.272288
46,7,44.303538
1,8,44.319163
24,3,44.334788
36,6,44.350413
25,2,44.366038
40,5,44.381663
29,2,44.397287
25,6,44.428536
40,7,44.444162
45,2,45.241039
36,5,45.25666
35,6,45.272288
34,3,45.272288
25,1,45.28791
29,2,45.28791
28,7,45.303538
43,8,45.319163
43,4,45.334785
39,5,45.350412
36,4,45.350412
32,5,45.366035
35,4,45.38166
36,4,45.38166
52,8,45.397286
32,8,45.428535
44,3,45.428535
31,7,45.459788
29,2,45.459788
29,3,45.459788
35,4,45.475412
35,5,45.475412
25,1,45.491038
34,7,45.506663
47,12,45.537914
28,7,45.553536
35,6,45.569161
37,5,45.569161
28,7,45.600412
25,1,45.600412
40,7,45.616037
27,13,45.647293
29,3,45.647293
44,4,45.662911
27,4,45.678536
34,5,45.678536
29,3,45.694161
37,5,45.709791
43,14,45.741037
32,5,45.756663
43,12,45.787912
29,2,45.787912
25,1,45.787912
26,3,45.803538
41,3,45.803538
27,9,45.834788
25,1,45.834788
25,2,45.834788
34,5,45.85041
49,4,45.866038
32,4,45.866038
27,3,46.569165
48,6,46.584788
36,5,46.600414
34,4,46.616038
35,4,46.616038
36,6,46.631668
25,1,46.631668
27,2,46.647285
37,11,46.662913
35,4,46.678538
25,1,46.678538
25,1,46.678538
33,4,46.694163
45,6,46.709787
29,3,46.725411
-4,13,46.756661
29,3,46.756661
51,7,46.772288
36,5,46.787911
25,1,46.787911
25,1,46.787911
31,4,46.803536
27,2,46.803536
37,7,46.819162
48,6,46.834787
6,13,46.86604
25,1,46.881662
-8,15,46.912913
27,2,46.912913
40,7,46.928537
29,2,46.928537
41,5,46.944161
53,5,46.959785
32,15,46.991036
29,4,47.006662
39,6,47.006662
23,22,47.069162
41,7,47.084787
27,2,47.084787
37,14,47.131662
40,19,47.178537
39,8,47.194164
29,3,47.912911
36,15,47.944161
27,2,47.959789
33,7,47.975414
25,4,47.991039
32,2,47.991039
44,10,48.022288
47,8,48.037915
45,9,48.053539
27,2,48.069164
25,1,48.069164
34,4,48.100413
1,8,48.131663
22,6,48.147288
25,1,48.147288
32,11,48.178539
27,2,48.178539
34,5,48.194164
25,1,48.194164
36,5,48.20979
28,3,48.225411
47,4,48.225411
35,4,48.241039
28,4,48.256663
47,6,48.272288
27,2,48.272288
37,4,48.287914
40,6,48.30354
31,7,48.319164
28,4,48.33479
25,1,48.33479
36,6,48.350413
25,1,48.350413
35,4,48.366035
41,5,48.381663
36,5,48.397289
25,1,48.397289
7,13,48.42854
-10,13,48.459788
25,1,48.475414
33,7,48.475414
25,3,48.491039
29,2,48.491039
47,8,48.522288
28,4,48.522288
35,5,48.554252
45,6,48.569394
45,6,48.585021
45,5,48.585021
31,5,48.600648
35,5,48.616273
25,2,49.350644
34,5,49.36627
31,3,49.36627
29,3,49.381897
25,2,49.381897
39,4,49.397521
33,5,49.413146
32,4,49.42877
25,2,49.42877
32,2,49.42877
34,16,49.475645
48,10,49.506897
32,3,49.506897
35,4,49.522521
27,2,49.522521
27,2,49.538147
43,4,49.538147
25,2,49.55377
27,2,49.55377
31,11,49.585023
32,4,49.585023
39,5,49.600644
30,5,49.616272
36,5,49.631898
27,2,49.647524
33,3,49.647524
27,2,49.647524
27,2,49.663146
33,4,49.678772
27,2,49.678772
45,6,49.694394
31,4,49.710018
29,3,49.710018
47,4,49.725646
26,3,49.741269
47,4,49.741269
38,4,49.756893
37,10,49.788148
33,4,49.788148
40,6,49.803773
-9,10,49.835019
25,1,49.835019
32,5,49.850657
25,2,49.866273
34,5,49.881898
24,4,49.881898
25,1,49.881898
35,4,49.897522
38,14,49.928772
36,9,49.960023
32,7,49.975647
-1,8,50.006897
42,9,50.022521
29,3,50.038147
40,6,50.756896
25,1,50.756896
-3,20,50.80377
26,3,50.819395
38,7,50.835019
34,13,50.866271
25,1,50.866271
25,1,50.881895
45,2,50.881895
28,4,50.897526
38,8,50.913144
37,5,50.928768
38,5,50.944394
43,4,50.960027
37,3,50.960027
32,4,50.975646
35,5,50.991269
28,9,51.006896
33,3,51.022521
37,4,51.022521
37,4,51.038143
49,3,51.053769
40,6,51.053769
42,9,51.08502
43,5,51.08502
41,7,51.100646
25,1,51.100646
44,10,51.131895
33,3,51.131895
42,9,51.163146
29,2,51.163146
25,3,51.178772
40,11,51.225643
51,7,51.256896
40,8,51.288144
27,2,51.288144
49,6,51.303771
29,2,51.319395
33,3,51.319395
45,3,51.335019
25,1,51.335019
26,3,51.350645
37,9,51.36627
-6,13,51.413146
37,5,51.428769
25,1,51.428769
49,5,51.444395
38,5,51.46002
27,2,51.46002
-3,9,52.350647
39,9,52.397519
27,2,52.397519
27,3,52.413146
-4,8,52.444394
27,2,52.444394
36,10,52.491271
38,13,52.553773
29,3,52.569397
30,4,52.585021
25,2,52.600646
44,7,52.61627
33,3,52.631897
25,2,52.647522
37,4,52.663147
41,10,52.694394
25,1,52.710021
39,3,52.710021
27,3,52.725646
25,1,52.725646
36,7,52.741271
25,1,52.756897
36,5,52.772521
41,8,52.788147
47,6,52.803772
40,8,52.835021
37,4,52.850646
25,1,52.850646
46,4,52.866273
20,21,52.913146
32,13,52.960021
