#{"t_start": 1646343689.486077, "env_id": "wordle-v0"}
r,l,t
-3,9,14.013783
54,9,14.048286
4,11,14.095165
31,4,14.110791
35,3,14.126538
27,2,14.126538
36,7,14.157666
36,3,14.173291
39,3,14.173291
-4,6,14.204542
31,3,14.251416
31,3,14.267041
-8,10,14.345166
32,4,14.360792
6,11,14.392041
25,1,14.392041
-3,8,14.423293
32,8,14.438916
36,5,14.45454
25,1,14.45454
48,4,14.470165
40,5,14.485792
10,11,14.517042
-9,10,14.548291
1,8,14.579538
37,4,14.579538
2,10,14.626417
25,1,14.626417
0,6,14.642041
29,2,14.642041
35,5,14.673291
39,5,14.704542
-2,9,14.735791
25,1,14.735791
4,8,14.751416
45,7,14.767041
25,1,14.782666
25,1,14.782666
-4,9,14.798291
47,6,14.813916
41,5,14.829541
26,3,14.845165
-10,13,14.876415
25,1,14.876415
29,4,14.89204
1,6,15.595167
27,2,15.595167
-8,9,15.610789
35,4,15.626413
0,9,15.642038
-5,13,15.673289
52,8,15.688915
29,18,15.735788
46,7,15.751418
34,5,15.751418
31,3,15.767039
8,9,15.782664
3,7,15.798289
33,3,15.798289
28,4,15.813913
47,10,15.845162
33,10,15.860789
25,1,15.860789
31,3,15.876414
25,1,15.876414
-1,13,15.907662
50,5,15.923288
31,3,15.938914
25,1,15.938914
42,9,15.954553
26,4,15.970164
0,8,15.985794
42,5,16.001414
43,6,16.017039
44,6,16.032664
10,8,16.048289
29,9,16.063918
32,4,16.079538
29,3,16.079538
-6,7,16.095164
31,2,16.095164
27,8,16.126413
33,12,16.157663
32,5,16.157663
25,1,16.173289
-5,8,16.876416
0,7,16.907663
41,11,16.923287
-1,12,16.95454
49,4,16.970164
32,4,16.985789
7,8,17.001413
30,4,17.001413
40,4,17.017039
13,8,17.032664
25,1,17.032664
34,3,17.048288
-8,7,17.063926
-3,9,17.079539
8,11,17.095164
34,12,17.126412
37,10,17.142037
42,5,17.157663
36,7,17.173288
29,3,17.173288
24,3,17.188914
31,3,17.188914
7,12,17.229362
31,9,17.260618
-3,7,17.276239
1,6,17.291865
27,2,17.291865
45,4,17.291865
37,9,17.33874
49,9,17.354362
33,11,17.385615
25,2,17.385615
33,4,17.401237
31,6,17.416862
-1,11,17.448113
9,7,17.463739
11,10,17.494993
4,9,18.354367
25,1,18.354367
-4,13,18.401242
42,3,18.401242
-10,16,18.448116
38,7,18.479366
39,6,18.494991
0,6,18.510618
25,1,18.510618
44,4,18.526242
31,9,18.557491
31,3,18.557491
44,3,18.573117
0,7,18.588743
-6,7,18.604366
-3,11,18.635613
-1,6,18.651238
26,13,18.682488
25,1,18.682488
25,1,18.682488
39,9,18.698113
-5,6,18.713737
30,4,18.729363
34,6,18.74499
29,6,18.760613
29,3,18.760613
-6,11,18.791862
-1,8,18.807487
29,6,18.823114
36,7,18.838738
40,6,18.854365
-2,6,18.869989
6,10,18.901241
-4,7,18.916865
-8,11,18.948117
45,5,18.948117
-3,10,18.979367
27,2,18.979367
25,1,18.994988
33,4,18.994988
-4,11,19.71374
2,6,19.729367
37,13,19.776241
-3,8,19.791866
-3,6,19.80749
44,8,19.823116
31,3,19.83874
9,8,19.854366
25,1,19.854366
27,2,19.86999
37,9,19.885616
29,2,19.885616
35,8,19.916867
-1,10,19.932489
-1,6,19.948114
29,11,19.979363
47,3,19.99499
4,9,20.010616
25,1,20.010616
25,1,20.010616
32,4,20.026241
-7,10,20.057492
12,7,20.073115
29,5,20.088739
36,14,20.119992
24,3,20.119992
39,5,20.135622
28,3,20.151238
37,4,20.166865
25,1,20.166865
53,6,20.166865
53,6,20.182488
40,7,20.213742
25,1,20.213742
25,1,20.213742
47,3,20.213742
25,1,20.229366
9,9,20.244993
33,8,20.276241
12,6,20.291865
-9,10,20.323116
1,8,20.338742
39,6,20.354367
31,5,20.369992
29,6,20.385617
35,4,21.104365
9,7,21.119989
29,3,21.119989
0,7,21.135615
31,9,21.166862
27,3,21.166862
-13,12,21.198114
-6,11,21.229363
29,2,21.24499
1,6,21.260616
25,1,21.260616
27,2,21.260616
27,2,21.276238
25,1,21.276238
25,1,21.276238
29,2,21.291865
25,2,21.291865
27,2,21.291865
1,8,21.323115
25,1,21.323115
-2,7,21.338738
40,4,21.338738
31,3,21.354362
-4,9,21.385614
13,8,21.401239
37,9,21.43249
-3,7,21.448113
2,11,21.46374
33,3,21.479366
25,1,21.479366
33,4,21.494991
-2,9,21.526238
35,5,21.541867
-4,9,21.557488
9,6,21.573113
-2,7,21.588742
41,8,21.619994
-10,11,21.635613
25,2,21.651241
29,3,21.651241
49,3,21.666864
41,3,21.666864
36,19,21.713741
34,4,21.729366
38,4,21.744989
-4,7,21.760615
38,7,22.473541
27,2,22.473541
3,10,22.504783
31,4,22.520407
36,9,23.114159
13,6,23.145409
-4,10,23.207909
37,5,23.223534
29,2,23.223534
25,1,23.223534
-6,14,23.286035
35,8,23.317285
33,3,23.536034
33,3,23.55166
34,5,23.598535
37,4,23.629785
-1,7,23.661035
-8,9,23.692285
4,9,23.739161
34,6,23.754785
48,12,23.80166
47,3,23.817286
34,5,23.817286
-2,9,23.84853
-9,10,23.864156
25,1,23.879782
25,1,23.879782
42,3,23.895409
25,1,23.895409
15,9,23.926655
-2,13,23.957907
31,14,23.989158
33,7,24.004785
49,4,24.020408
-6,10,24.051658
-5,9,24.067282
-2,10,24.098533
6,13,24.145409
29,2,24.145409
27,3,24.832911
33,3,24.848535
29,4,24.864159
27,2,24.864159
44,9,24.879784
52,6,24.895406
-6,10,24.911033
1,6,24.926658
34,8,24.942281
25,1,24.957907
25,1,24.957907
31,6,24.973532
36,3,24.973532
43,7,25.004781
-3,7,25.020407
-4,11,25.051657
9,10,25.067282
31,4,25.082907
-3,8,25.098532
43,4,25.114157
39,8,25.129783
35,10,25.145406
27,2,25.161032
32,5,25.176657
27,2,25.176657
27,2,25.176657
25,1,25.176657
25,2,25.176657
28,4,25.192282
47,10,25.223533
31,3,25.223533
33,4,25.239163
9,7,25.254783
25,1,25.254783
45,7,25.270408
-8,9,25.286032
11,11,25.317284
25,1,25.332909
42,4,25.332909
-3,15,25.379785
31,7,25.395408
4,8,25.411035
29,3,25.426657
-7,6,25.442282
-8,9,25.457908
37,8,26.145406
27,2,26.161033
46,4,26.161033
-11,12,26.192285
12,7,26.207907
35,4,26.223534
34,7,26.239159
30,6,26.254782
28,13,26.286033
4,9,26.317281
34,3,26.317281
34,9,26.348533
33,3,26.348533
11,9,26.379784
25,1,26.379784
25,1,26.379784
34,8,26.395409
-9,10,26.426657
25,1,26.426657
25,2,26.442283
-6,11,26.473532
-3,7,26.489158
30,4,26.504784
-7,8,26.52041
-9,8,26.536034
25,1,26.536034
38,7,26.567282
-4,11,26.598534
-6,7,26.614159
39,6,26.629784
-6,8,26.645409
0,7,26.676658
-1,16,26.723534
-7,8,26.739159
7,10,26.770408
-7,14,26.801657
-4,9,27.515894
27,2,27.515894
29,3,27.531519
43,8,27.547143
32,4,27.562769
39,9,27.578391
30,3,27.594019
29,2,27.594019
34,6,27.609645
31,4,27.625268
25,1,27.625268
-9,18,27.672145
27,3,27.672145
31,3,27.687768
31,4,27.703392
-7,14,27.734643
28,4,27.734643
-8,13,27.765898
25,6,27.781518
-11,8,27.797148
33,9,27.828399
25,1,27.828399
36,12,27.859646
27,2,27.859646
-10,9,27.890894
29,2,27.890894
9,6,27.906521
34,4,27.906521
3,6,27.922144
25,1,27.937768
25,1,27.937768
40,7,27.953393
-3,8,27.969025
40,9,28.000269
27,2,28.000269
37,6,28.015896
40,8,28.031518
31,4,28.047143
32,7,28.062768
-6,9,28.078391
-7,8,28.109644
35,8,28.125268
11,10,28.828394
48,5,28.828394
-4,6,28.844019
-2,7,28.875268
25,1,28.875268
43,5,28.890893
-3,6,28.906518
26,4,28.906518
32,4,28.922144
27,2,28.922144
38,6,28.953393
25,1,28.953393
38,9,28.969019
25,2,28.969019
28,4,28.984643
30,16,29.015898
25,1,29.015898
32,5,29.031518
29,3,29.047147
40,13,29.078394
-1,7,29.078394
34,5,29.094018
40,10,29.125267
31,3,29.140892
10,11,29.172145
25,1,29.172145
25,1,29.172145
-8,9,29.18777
28,4,29.203392
46,5,29.219019
-6,7,29.234644
25,1,29.234644
-2,9,29.25027
30,7,29.265946
-1,6,29.281518
-8,11,29.312769
39,5,29.328395
37,7,29.344017
40,10,29.359641
29,2,29.359641
3,9,29.390891
56,7,29.406519
2,9,29.422142
25,1,29.422142
31,3,29.437767
8,10,30.140893
27,2,30.140893
26,5,30.140893
45,6,30.172142
39,6,30.187768
42,5,30.187768
10,9,30.219025
47,9,30.234642
31,3,30.250268
25,1,30.250268
51,4,30.265893
25,1,30.265893
32,4,30.265893
47,10,30.297143
6,9,30.312768
11,9,30.344019
9,6,30.344019
39,5,30.359642
31,5,30.375268
-8,13,30.406523
7,10,30.437768
29,4,30.453391
-3,6,30.469018
38,10,30.484642
37,8,30.500267
29,2,30.515893
-13,12,30.53152
-7,12,30.578393
5,10,30.594022
-7,10,30.625268
39,5,30.640892
-2,11,30.656523
25,2,30.656523
47,3,30.672143
43,6,30.687773
30,10,30.703394
25,2,30.719071
27,2,30.719071
52,8,30.734645
5,11,31.406517
10,9,31.422144
38,4,31.437768
-7,15,31.484643
44,4,31.484643
31,4,31.500267
5,7,31.515895
25,1,31.531522
25,1,31.531522
35,5,31.547145
-5,20,31.594018
48,8,31.609643
46,10,31.640894
29,5,31.656524
29,2,31.656524
-2,9,31.68777
27,2,31.68777
33,6,31.703396
0,7,31.719018
27,2,31.719018
33,3,31.734643
28,4,31.734643
16,6,31.750267
31,3,31.765892
40,6,31.781517
30,6,31.781517
46,7,31.797143
39,10,31.828393
29,2,31.828393
37,4,31.828393
53,7,31.844017
27,2,31.859643
-9,8,31.875268
32,5,31.875268
36,4,31.890893
25,3,31.890893
-8,9,31.906518
34,4,31.922143
10,7,31.937768
25,1,31.937768
35,9,31.969018
2,11,31.984642
25,1,31.984642
-5,12,32.666579
33,7,32.666579
25,1,32.682204
34,3,32.682204
-3,6,32.697829
4,10,32.713454
0,7,32.744704
27,3,32.744704
34,7,32.760329
25,1,32.760329
48,7,32.775954
8,8,32.79158
46,7,32.822829
37,5,32.822829
37,8,32.854085
27,3,32.854085
-4,9,32.869705
35,5,32.88533
25,1,32.88533
51,4,32.900956
-10,13,32.932205
0,6,32.94783
31,4,32.94783
-2,9,32.979079
46,9,32.994705
38,5,33.010329
39,7,33.025957
25,1,33.025957
27,2,33.025957
56,6,33.041581
27,3,33.057204
47,3,33.057204
35,4,33.072829
33,3,33.072829
7,8,33.088453
5,6,33.10408
27,2,33.10408
37,5,33.119705
25,1,33.119705
46,6,33.13533
0,9,33.150955
31,3,33.150955
30,6,33.16658
27,2,33.182205
25,1,33.182205
41,6,33.197829
25,1,33.197829
40,4,33.197829
44,3,33.213455
44,7,33.22908
43,4,33.22908
2,9,33.885331
41,9,33.916585
29,2,33.916585
51,4,33.916585
15,7,33.947829
41,7,33.963454
-15,20,34.01033
6,8,34.025955
42,8,34.041581
52,11,34.07283
33,3,34.07283
25,1,34.088455
35,7,34.10408
45,2,34.10408
-11,10,34.13533
38,12,34.182222
31,2,34.182222
25,1,34.19783
2,11,34.213454
25,1,34.213454
44,5,34.22908
31,3,34.22908
-9,8,34.244705
27,5,34.26033
-9,10,34.291579
34,4,34.291579
-4,8,34.322829
25,2,34.322829
31,4,34.338454
0,7,34.354079
34,5,34.369705
35,10,34.38533
25,1,34.38533
35,12,34.416579
-1,8,34.43221
49,4,34.44783
7,8,34.463456
27,2,34.463456
30,8,34.494705
42,6,34.51033
49,3,35.119705
9,9,35.150953
1,8,35.16658
33,11,35.19783
34,7,35.213454
7,12,35.244704
27,2,35.244704
48,4,35.26033
31,7,35.27596
3,8,35.291581
28,3,35.307204
29,2,35.307204
25,1,35.307204
25,1,35.322835
34,5,35.322835
35,15,35.369706
46,5,35.385329
-1,6,35.400955
30,8,35.41658
5,6,35.432204
29,3,35.432204
27,2,35.432204
5,10,35.46346
25,1,35.46346
-8,10,35.49471
33,7,35.510332
-9,9,35.54158
29,2,35.54158
32,5,35.557205
27,6,35.572833
35,7,35.572833
47,3,35.588454
28,4,35.604081
8,12,35.619706
48,7,35.635332
25,1,35.635332
-5,10,35.66658
45,2,35.66658
35,4,35.682205
37,4,35.682205
29,6,35.697829
7,13,35.72908
17,7,35.744709
25,1,36.385329
38,7,36.400955
33,3,36.416633
29,4,36.432204
33,4,36.432204
27,3,36.447831
3,8,36.463458
31,4,36.479079
27,2,36.479079
25,1,36.479079
25,1,36.479079
36,5,36.494705
39,6,36.51033
36,4,36.51033
17,7,36.525953
29,3,36.54158
27,2,36.54158
34,7,36.572829
8,8,36.588454
29,3,36.588454
33,6,36.604081
3,8,36.63533
0,7,36.650959
30,10,36.666584
51,7,36.682206
-5,7,36.697829
31,6,36.713454
55,7,36.729079
37,3,36.729079
47,9,36.760328
26,16,36.791581
48,4,36.807205
41,4,36.807205
35,4,36.82283
47,11,36.854079
37,4,36.869705
31,3,36.869705
28,7,36.88533
34,5,36.900955
29,2,36.900955
9,8,36.91658
39,11,36.947831
25,1,36.947831
39,8,36.963454
0,8,36.979085
-4,7,36.994723
27,2,37.627771
29,2,37.627771
37,5,37.643395
44,10,37.65902
1,8,37.674646
27,2,37.674646
4,13,37.705897
29,2,37.705897
27,2,37.721522
27,2,37.721522
42,5,37.737147
25,1,37.737147
34,9,37.752771
-9,10,37.784021
35,8,37.799647
29,2,37.799647
27,3,37.81527
47,8,37.830897
14,9,37.846521
40,2,37.846521
25,2,37.862146
49,8,37.877771
34,3,37.877771
11,11,37.909022
-12,12,37.924645
28,4,37.940272
29,3,37.955897
45,5,37.955897
0,7,37.987147
25,1,37.987147
39,3,37.987147
48,6,38.002771
-8,7,38.018401
25,1,38.018401
9,6,38.034022
36,6,38.049647
-5,8,38.065272
49,5,38.080896
25,1,38.080896
31,3,38.09652
33,4,38.09652
25,1,38.09652
33,4,38.112148
25,1,38.112148
41,6,38.127772
29,8,38.143397
34,3,38.159022
40,9,38.174646
-17,14,38.862147
35,12,38.893397
42,5,38.909022
49,4,38.909022
42,9,38.940271
6,9,38.955897
45,13,38.987147
44,4,39.002773
43,5,39.018396
40,2,39.018396
38,6,39.03402
31,7,39.049645
39,5,39.049645
-8,8,39.096523
25,1,39.096523
31,5,39.112148
28,4,39.112148
-1,8,39.143397
0,9,39.159022
27,2,39.159022
3,12,39.190271
7,9,39.221526
47,4,39.221526
13,6,39.237153
4,8,39.268397
-4,9,39.284021
-3,11,39.315271
16,6,39.330895
47,10,39.346522
11,9,39.377777
-4,7,39.393401
31,6,39.40902
7,11,39.424646
45,5,39.440273
33,6,39.455896
3,8,39.487147
2,9,39.502771
25,1,39.502771
35,4,40.252774
-6,12,40.284025
49,8,40.299649
37,7,40.330899
53,6,40.346525
31,4,40.346525
25,1,40.362148
25,1,40.362148
45,2,40.362148
36,4,40.377775
34,7,40.393399
27,2,40.393399
31,3,40.409022
27,3,40.409022
27,2,40.424649
45,2,40.424649
-1,8,40.455898
-13,12,40.487149
25,1,40.487149
1,9,40.518399
-6,9,40.534025
53,5,40.549647
47,10,40.581148
29,3,40.581148
30,3,40.596773
31,2,40.596773
40,7,40.612149
31,3,40.674649
-10,15,40.705899
35,3,40.721524
27,2,40.721524
36,6,40.737149
44,3,40.752774
-4,9,40.784025
3,6,40.799649
32,7,40.815274
34,5,40.830899
33,6,40.846524
38,7,40.862149
35,9,40.893399
31,3,40.893399
35,11,40.924649
-10,11,40.955899
31,3,40.971525
48,4,40.971525
16,8,41.674659
34,7,41.690274
29,2,41.690274
28,3,41.690274
-7,10,41.721528
12,8,41.737146
25,1,41.737146
29,3,41.75277
-5,6,41.768397
25,1,41.768397
25,1,41.768397
39,5,41.784024
25,1,41.784024
25,1,41.784024
26,4,41.799646
43,6,41.81527
31,7,41.81527
31,3,41.830897
25,1,41.830897
27,2,41.830897
27,2,41.84652
39,9,41.862149
29,2,41.877772
36,5,41.877772
38,9,41.909024
29,3,41.909024
30,4,41.924648
32,8,41.940275
-3,6,41.955899
37,4,41.971523
6,6,41.987148
-4,7,42.002772
47,5,42.018398
47,8,42.034022
25,1,42.034022
41,6,42.049645
-2,7,42.065272
32,2,42.080896
34,6,42.096521
42,5,42.096521
-5,7,42.112146
36,9,42.127772
25,1,42.143396
38,6,42.159021
44,6,42.174646
30,5,42.174646
38,8,42.205897
47,3,42.205897
44,8,42.237147
31,2,42.237147
10,7,42.263636
49,3,42.271635
25,1,42.273635
47,8,42.293307
38,6,42.965182
37,6,42.980807
35,4,42.996432
41,3,42.996432
33,5,43.012057
25,1,43.012057
41,5,43.027682
38,5,43.043307
49,6,43.058932
35,4,43.074559
49,3,43.074559
29,3,43.090182
48,7,43.105807
25,1,43.105807
25,1,43.121433
-3,7,43.137058
25,1,43.137058
25,1,43.137058
31,4,43.152683
30,4,43.168308
35,11,43.199557
25,1,43.199557
49,3,43.199557
31,4,43.215183
36,5,43.230808
39,6,43.246433
-8,13,43.277681
27,3,43.293308
29,2,43.293308
36,7,43.308932
45,2,43.324556
37,7,43.340182
29,4,43.355808
29,2,43.355808
45,12,43.387057
2,13,43.402682
44,4,43.418305
29,2,43.418305
25,1,43.418305
-7,16,43.465179
44,9,43.480805
50,11,43.512061
12,10,43.543306
49,3,43.543306
45,2,43.543306
29,2,43.558931
39,6,43.574556
31,3,43.574556
48,7,43.590179
29,2,43.605812
25,1,43.605812
33,5,43.62143
25,1,43.62143
29,2,43.62143
-3,10,44.527683
31,8,44.543308
29,2,44.558934
31,5,44.574558
33,8,44.605807
-8,26,44.762058
33,7,44.824559
25,1,44.824559
41,6,44.840183
33,3,44.855807
25,1,44.855807
33,3,44.855807
2,11,44.902684
35,4,44.918308
31,3,44.918308
50,8,44.949558
48,5,44.980809
45,2,44.980809
27,4,45.012058
31,3,45.027683
43,5,45.074558
31,3,45.074558
25,2,45.090183
25,1,45.090183
27,3,45.105808
51,5,45.137057
39,3,45.137057
49,6,45.152683
33,9,45.230807
53,5,45.246432
46,11,45.277683
27,2,45.293308
27,4,45.308933
-3,6,45.324558
53,5,45.340182
31,3,45.355809
-12,15,45.402683
53,10,45.433933
33,4,45.449557
31,3,45.465183
36,4,45.480807
28,6,45.496432
37,12,45.527682
-3,9,45.558931
35,3,46.215179
27,2,46.215179
-14,15,46.24643
55,5,46.26206
2,13,46.293304
34,5,46.308931
14,8,46.324556
31,8,46.340185
28,16,46.387056
33,3,46.40268
31,9,46.418306
42,8,46.433932
36,8,46.465181
38,7,46.480804
42,10,46.49643
25,1,46.49643
29,2,46.512054
25,1,46.512054
29,3,46.512054
42,3,46.527684
37,6,46.543307
31,3,46.543307
33,4,46.558933
31,5,46.574556
54,7,46.59018
49,3,46.605803
40,2,46.605803
34,3,46.621432
35,5,46.637057
28,4,46.652682
31,3,46.668308
39,5,46.683933
25,1,46.683933
31,3,46.683933
31,3,46.699558
37,7,46.730807
25,2,46.730807
31,3,46.730807
29,4,46.746434
25,1,46.746434
50,8,46.777681
-12,9,46.793306
32,4,46.808932
33,3,46.824557
48,8,46.840182
40,2,46.840182
50,9,46.87143
25,1,46.87143
24,17,47.765095
-3,6,47.780721
37,4,47.796346
49,6,47.81197
32,5,47.827596
42,3,47.827596
34,5,47.843221
31,6,47.858845
40,6,47.890096
34,7,47.905721
29,2,47.905721
31,3,47.921345
47,5,47.93697
4,9,47.96822
42,7,47.983846
7,8,47.99947
37,12,48.03072
44,9,48.06197
28,4,48.077593
28,3,48.077593
32,4,48.09322
30,4,48.09322
48,4,48.108846
34,5,48.12447
27,2,48.12447
-8,15,48.171345
31,3,48.18697
37,5,48.18697
25,1,48.202595
33,14,48.233848
29,2,48.24947
49,7,48.265095
-9,8,48.296346
-3,6,48.311971
7,8,48.343221
33,7,48.358847
43,6,48.374471
31,6,48.40572
29,2,48.40572
-5,22,48.483845
-3,7,49.249469
33,7,49.280721
49,10,49.296346
35,7,49.327598
33,4,49.327598
42,9,49.358845
29,3,49.358845
28,5,49.37447
55,7,49.390092
5,10,49.421342
1,7,49.436967
-14,11,49.468216
-20,21,49.530721
7,8,49.56197
37,8,49.577595
-2,11,49.608843
2,9,49.624469
28,3,49.640093
43,12,49.671343
1,9,49.686968
11,7,49.702593
47,6,49.718218
9,9,49.733843
29,10,49.765095
25,1,49.765095
31,3,49.765095
-6,13,49.796342
6,12,49.827591
28,6,49.843216
34,8,49.858844
48,10,49.890092
29,5,49.890092
32,5,50.671342
34,6,50.686967
43,4,50.686967
34,4,50.702594
40,2,50.702594
50,12,50.733842
10,8,50.749469
36,6,50.796345
30,11,50.827594
41,6,50.84322
29,2,50.84322
48,4,50.858846
51,4,50.874473
36,6,50.890095
50,5,50.905721
34,6,50.936973
30,4,50.952597
32,9,50.983848
41,6,50.999472
29,2,51.015097
